	token	coref	ner
116	van	O	O
117	de	(21|(20	O
118	Nederlandse	O	O
119	Voedsel-	O	O
120	en	O	O
121	Warenautoriteit	20)	O
122	(	O	O
123	NVWA	21)|18)|(20)	O
124	)	O	O
125	ieder	(22	O
126	jaar	22)	O
127	opnieuw	O	O
128	fouten	(23)	O
129	onthullen	O	O
130	tijdens	O	O
131	het	(24	O
132	proces	O	O
133	van	O	O
134	bedwelmen	(25)|(26	O
135	,	O	O
136	verbloeden	(27)	O
137	en	O	O
138	de	(28	O
139	controle	O	O
140	hierop	O	O
141	in	O	O
142	Nederlandse	(29	O
143	varkensslachterijen	29)|28)|26)|24)|19)	O
144	en	O	O
145	vraagt	O	O
146	om	O	O
147	daadkrachtig	O	O
148	op	O	O
149	te	O	O
150	treden	O	O
151	en	O	O
152	aanvullende	(30	O
153	maatregelen	30)	O
154	te	O	O
155	nemen	O	O
156	om	O	O
157	dergelijke	(31	O
158	fouten	31)	O
159	in	O	O
160	de	(32	O
161	toekomst	32)	O
162	te	O	O
163	voorkomen	O	O
164	.	O	O
165	Ik	(33)	O
166	wil	O	O
167	u	(34)	O
168	bedanken	O	O
169	voor	O	O
170	uw	(35	O
171	brief	35)	O
172	en	O	O
173	het	(36	O
174	aan	O	O
175	de	O	O
176	orde	O	O
177	stellen	O	O
178	van	O	O
179	deze	(37	O
180	onderwerpen	37)|36)	O
181	.	O	O
182	En	O	O
183	ik	(33)	O
184	wil	O	O
185	benadrukken	O	O
186	dat	O	O
187	ik	(33)	O
188	het	(38)	O
189	met	O	O
190	u	(39)	O
191	eens	O	O
192	ben	O	O
193	:	O	O
194	ik	(33)	O
195	vind	O	O
196	het	(40)	O
197	verschrikkelijk	O	O
198	om	O	O
199	te	O	O
200	horen	O	O
201	als	O	O
202	het	(41	O
203	dierenwelzijn	41)	O
204	geschaad	O	O
205	wordt	O	O
206	het	(42	O
207	welzijn	O	O
208	van	O	O
209	dieren	42)|(43)	O
210	is	O	O
211	voor	O	O
212	mij	(33)	O
213	van	O	O
214	doorslaggevende	(44	O
215	waarde	44)	O
216	en	O	O
217	mensen	(45	O
218	die	O	O
219	met	O	O
220	dieren	(43)	O
221	omgaan	45)	O
222	hebben	O	O
223	hierin	O	O
224	een	(46	O
225	grote	O	O
226	verantwoordelijkheid	46)	O
227	.	O	O
228	Uw	(47	O
229	verzoek	O	O
230	U	47)|(48)	O
231	verzoekt	O	O
232	in	O	O
233	uw	(49	O
234	brief	49)	O
235	om	O	O
236	een	(50	O
237	aantal	O	O
238	maatregelen	(51	O
239	te	O	O
240	nemen	O	O
241	die	O	O
242	ertoe	O	O
243	moeten	O	O
244	leiden	O	O
245	dat	O	O
246	geen	(52	O
247	enkel	O	O
248	varken	52)	O
249	meer	O	O
250	bij	O	O
251	bewustzijn	(53)	O
252	gestoken	O	O
253	en	O	O
254	verbloed	O	O
255	wordt	O	O
256	of	O	O
257	levend	O	O
258	in	O	O
259	de	(54	O
260	broeibak	54)	O
261	terechtkomt	51)|50)	O
262	.	O	O
263	Ik	(33)	O
264	heb	O	O
265	uw	(55	O
266	verzoeken	55)	O
267	gelezen	O	O
268	,	O	O
269	hieronder	O	O
270	ga	O	O
271	ik	(33)	O
272	puntsgewijs	O	O
273	nader	O	O
274	in	O	O
275	op	O	O
276	de	(56	O
277	door	O	O
278	u	(57)	O
279	(	O	O
280	in	O	O
281	cursief	O	O
282	)	O	O
283	voorgestelde	O	O
284	maatregelen	56)	O
285	.	O	O
286	Stel	O	O
287	controlepunten	(58)	O
288	verplicht	O	O
289	Slachthuizen	(59)	O
290	zijn	O	O
291	reeds	O	O
292	verplicht	O	O
293	om	O	O
294	op	O	O
295	basis	O	O
296	van	O	O
297	verordening	(60	O
298	(	O	O
299	EG	O	O
300	)	O	O
301	1099/2009	O	O
302	in	O	O
303	het	(61	O
304	slachtproces	61)	O
305	controlepunten	(62	O
306	op	O	O
307	te	O	O
308	nemen	O	O
309	met	O	O
310	betrekking	O	O
311	tot	O	O
312	het	(63	O
313	bedwelmen	O	O
314	en	O	O
315	verbloeden	O	O
316	van	O	O
317	de	(43	O
318	dieren	43)|63)|62)|60)	O
319	.	O	O
320	Zo	O	O
321	moet	O	O
322	de	(64	O
323	exploitant	64)	O
324	borgen	O	O
325	dat	O	O
326	dieren	(43)	O
327	geen	(65	O
328	tekenen	O	O
329	van	O	O
330	bewustzijn	(66)|(67	O
331	of	O	O
332	gevoeligheid	67)|65)|(68)	O
333	vertonen	O	O
334	in	O	O
335	de	(69	O
336	periode	O	O
337	gelegen	O	O
338	tussen	O	O
339	het	(71|(70	O
340	eind	O	O
341	van	O	O
342	het	(72	O
343	bedwelmingsproces	72)|70)	O
344	en	O	O
345	hun	(43)|(73	O
346	dood	73)|71)|69)	O
347	.	O	O
348	Verdere	(75|(74	O
349	uitslachting	74)	O
350	of	O	O
351	broeiing	75)|(76)	O
352	mag	O	O
353	alleen	O	O
354	dan	O	O
355	plaatsvinden	O	O
356	wanneer	O	O
357	is	O	O
358	vastgesteld	O	O
359	dat	O	O
360	de	(43	O
361	dieren	43)	O
362	geen	(77	O
363	tekenen	O	O
364	van	O	O
365	leven	77)|(78)	O
366	meer	O	O
367	vertonen	O	O
368	.	O	O
369	U	(79)	O
370	vraagt	O	O
371	in	O	O
372	uw	(80	O
373	brief	80)	O
374	of	O	O
375	bij	O	O
376	elk	(81	O
377	individueel	O	O
378	varken	81)	O
379	gecontroleerd	O	O
380	kan	O	O
381	worden	O	O
382	of	O	O
383	deze	(81)	O
384	daadwerkelijk	O	O
385	bedwelmd	O	O
386	/	O	O
387	gedood	O	O
388	is	O	O
389	.	O	O
390	De	(83|(82	O
391	Europese	O	O
392	wetgeving	82)	O
393	,	O	O
394	artikel	(85|(84	O
395	5	(86)	O
396	van	O	O
397	Pagina	(88|(87	O
398	2	87)|(89)	O
399	van	O	O
400	4	(90	O
401	Nederlandse	O	O
402	Voedsel-	O	O
403	en	O	O
404	Warenautoriteit	90)|88)|84)	O
405	Ons	O	O
406	kenmerk	(91	O
407	NVWA	O	O
408	/	O	O
409	27095195	O	O
410	verordening	O	O
411	1099/2009	91)|85)|83)	O
412	biedt	O	O
413	een	(92	O
414	slachthuis	92)	O
415	de	O	O
416	mogelijkheid	O	O
417	om	O	O
418	het	(93	O
419	slachtproces	93)	O
420	zo	O	O
421	in	O	O
422	te	O	O
423	richten	O	O
424	en	O	O
425	te	O	O
426	beheersen	O	O
427	,	O	O
428	dat	O	O
429	de	(94	O
430	hierboven	O	O
431	genoemde	O	O
432	controles	94)	O
433	op	O	O
434	basis	O	O
435	van	O	O
436	een	(95	O
437	representatieve	O	O
438	steekproef	O	O
439	van	O	O
440	dieren	95)|(43)	O
441	uitgevoerd	O	O
442	mogen	O	O
443	worden	O	O
444	en	O	O
445	niet	O	O
446	op	O	O
447	ieder	(96	O
448	individueel	O	O
449	dier	96)	O
450	.	O	O
451	Dat	(97	O
452	wetsartikel	97)	O
453	legt	O	O
454	een	(98	O
455	grote	O	O
456	verantwoordelijkheid	98)	O
457	bij	O	O
458	de	(99	O
459	bedrijven	99)	O
460	,	O	O
461	en	O	O
462	daar	(100)	O
463	spreek	O	O
464	ik	(101)	O
465	de	(99	O
466	bedrijven	99)	O
467	dan	O	O
468	ook	O	O
469	op	O	O
470	aan	O	O
471	.	O	O
472	Bedrijven	(102)	O
473	dienen	O	O
474	het	(103	O
475	dierenwelzijn	O	O
476	in	O	O
477	de	(104	O
478	bedrijfsvoering	104)|103)	O
479	een	(105	O
480	vaste	O	O
481	plek	105)	O
482	geven	O	O
483	en	O	O
484	de	(106	O
485	wettelijke	O	O
486	verplichtingen	106)	O
487	na	O	O
488	te	O	O
489	leven	O	O
490	.	O	O
491	U	(107)	O
492	mag	O	O
493	van	O	O
494	de	(20	O
495	NVWA	20)	O
496	verwachten	O	O
497	dat	O	O
498	zij	(108)	O
499	bedrijven	(109	O
500	die	O	O
501	hier	O	O
502	niet	O	O
503	goed	O	O
504	mee	O	O
505	omgaan	109)	O
506	corrigeren	O	O
507	om	O	O
508	de	(110	O
509	naleving	110)	O
510	af	O	O
511	te	O	O
512	dwingen	O	O
513	.	O	O
514	Hiertoe	O	O
515	zetten	O	O
516	de	(111	O
517	inspecteurs	111)	O
518	zich	(112)	O
519	dagelijks	O	O
520	in	O	O
521	,	O	O
522	en	O	O
523	daar	O	O
524	heb	O	O
525	ik	(101)	O
526	,	O	O
527	samen	O	O
528	met	O	O
529	de	(114|(113	O
530	inspecteur-generaal	113)	O
531	(	O	O
532	IG	114)|(113)	S-PER
533	)	O	O
534	,	O	O
535	blijvend	O	O
536	aandacht	(115)	O
537	voor	O	O
538	.	O	O
539	Stel	O	O
540	slim	O	O
541	cameratoezicht	(116)	O
542	verplicht	O	O
543	Net	O	O
544	als	O	O
545	u	(57)	O
546	vind	O	O
547	ik	(101)	O
548	het	(117	O
549	verplicht	O	O
550	stellen	O	O
551	van	O	O
552	cameratoezicht	117)|(118)	O
553	van	O	O
554	groot	(119	O
555	belang	119)	O
556	,	O	O
557	niet	O	O
558	alleen	O	O
559	op	O	O
560	slachthuizen	(120)	O
561	maar	O	O
562	ook	O	O
563	op	O	O
564	verzamelcentra	(121	O
565	voor	O	O
566	levend	(122	O
567	vee	122)|121)	O
568	.	O	O
569	De	(20	O
570	NVWA	20)	O
571	werkt	O	O
572	nu	O	O
573	sinds	O	O
574	ruim	(123	O
575	3	O	O
576	jaar	123)	O
577	met	O	O
578	cameratoezicht	(118	O
579	in	O	O
580	slachthuizen	118)|(120)	O
581	en	O	O
582	ik	(101)	O
583	blijf	O	O
584	volop	O	O
585	inzetten	O	O
586	op	O	O
587	het	(124	O
588	verder	O	O
589	ontwikkelen	O	O
590	ervan	124)	O
591	.	O	O
592	Ik	(101)	O
593	bereid	O	O
594	daarom	O	O
595	onder	O	O
596	andere	O	O
597	een	(125	O
598	wetsvoorstel	O	O
599	voor	O	O
600	ter	O	O
601	wijziging	(127|(126	O
602	van	O	O
603	de	(128	O
604	Wet	O	O
605	dieren	128)|126)|(129)	O
606	,	O	O
607	waarmee	O	O
608	cameratoezicht	(118	O
609	op	O	O
610	slachthuizen	(130)|(131	O
611	en	O	O
612	verzamelcentra	131)|118)|(132)	O
613	verplicht	O	O
614	wordt	127)|125)	O
615	.	O	O
616	Met	O	O
617	deze	(133	O
618	verplichting	133)	O
619	wordt	O	O
620	het	(134	O
621	bestaande	O	O
622	cameratoezicht	O	O
623	in	O	O
624	slachthuizen	134)|(120)	O
625	verder	O	O
626	verankerd	O	O
627	in	O	O
628	wetgeving	(135)	O
629	en	O	O
630	wordt	O	O
631	de	O	O
632	grondslag	O	O
633	gelegd	O	O
634	om	O	O
635	in	O	O
636	de	(136	O
637	toekomst	136)	O
638	nieuwe	O	O
639	technologische	O	O
640	ontwikkelingen	O	O
641	te	O	O
642	kunnen	O	O
643	toepassen	O	O
644	,	O	O
645	zoals	O	O
646	sensortechnologie	(138|(137	O
647	en	O	O
648	kunstmatige	(139	O
649	intelligentie	O	O
650	(	O	O
651	AI	139)|137)|(140)	O
652	)	O	O
653	,	O	O
654	het	(141	O
655	zogenaamde	O	O
656	“	O	O
657	slim-cameratoezicht	141)|138)	O
658	”	O	O
659	.	O	O
660	De	(142	O
661	ontwikkelingen	O	O
662	rondom	O	O
663	slim	(143	O
664	cameratoezicht	143)|142)	O
665	staan	O	O
666	niet	O	O
667	stil	O	O
668	.	O	O
669	De	(144	O
670	toepassingen	O	O
671	van	O	O
672	sensortechnologie	(145)|(146	O
673	en	O	O
674	kunstmatige	(147	O
675	intelligentie	147)|146)|144)	O
676	zijn	O	O
677	veelbelovend	O	O
678	en	O	O
679	hebben	O	O
680	potentie	O	O
681	om	O	O
682	in	O	O
683	de	(148	O
684	toekomst	148)	O
685	een	O	O
686	grote	O	O
687	bijdrage	O	O
688	te	O	O
689	leveren	O	O
690	aan	O	O
691	het	(149	O
692	toezicht	O	O
693	op	O	O
694	dierenwelzijn	149)|(150)	O
695	.	O	O
696	Deze	(151	O
697	technologie	151)	O
698	is	O	O
699	op	O	O
700	dit	(152	O
701	moment	152)	O
702	nog	O	O
703	volop	O	O
704	in	O	O
705	ontwikkeling	(153)	O
706	.	O	O
707	Zie	O	O
708	hiervoor	O	O
709	ook	O	O
710	het	(154	O
711	advies	O	O
712	van	O	O
713	Bureau	(155	O
714	Risicobeoordeling	O	O
715	en	O	O
716	Onderzoek	O	O
717	van	O	O
718	de	(156	O
719	NVWA.	O	O
720	1	156)|155)|154)	O
721	Voor	O	O
722	het	(157	O
723	borgen	O	O
724	van	O	O
725	het	(158	O
726	publieke	O	O
727	belang	O	O
728	dierenwelzijn	158)|157)	O
729	is	O	O
730	de	(159	O
731	slachtsector	159)	O
732	zelf	O	O
733	verantwoordelijk	O	O
734	en	O	O
735	aan	O	O
736	zet	O	O
737	om	O	O
738	stappen	(160	O
739	te	O	O
740	zetten	O	O
741	naar	O	O
742	de	(161	O
743	toepassing	O	O
744	van	O	O
745	slim	(163|(162	O
746	cameratoezicht	162)	O
747	en	O	O
748	andere	(164	O
749	slimme	O	O
750	technologieën	O	O
751	die	O	O
752	hieraan	O	O
753	kunnen	O	O
754	bijdragen	164)|163)|161)|160)	O
755	.	O	O
756	Om	O	O
757	dit	(165)	O
758	te	O	O
759	stimuleren	O	O
760	,	O	O
761	en	O	O
762	om	O	O
763	na	O	O
764	te	O	O
765	gaan	O	O
766	wat	(166)	O
767	de	(167	O
768	waarde	O	O
769	van	O	O
770	deze	(168	O
771	technologieën	168)	O
772	voor	O	O
773	het	(169	O
774	toezicht	169)|167)	O
775	kan	O	O
776	zijn	O	O
777	,	O	O
778	onderzoeken	O	O
779	mijn	(170)|(172|(171	O
780	ministerie	171)	O
781	en	O	O
782	de	(20	O
783	NVWA	20)|172)	O
784	mogelijkheden	(173	O
785	om	O	O
786	pilots	(174	O
787	met	O	O
788	het	(175	O
789	bedrijfsleven	175)|174)	O
790	op	O	O
791	te	O	O
792	starten	173)	O
793	.	O	O
794	De	(176	O
795	Universiteit	O	O
796	Utrecht	176)	O
797	voert	O	O
798	in	O	O
799	opdracht	O	O
800	van	O	O
801	mijn	(170)|(171	O
802	ministerie	171)	O
803	ook	O	O
804	een	(177	O
805	validatietraject	O	O
806	van	O	O
807	een	(178	O
808	slim-camerasysteem	178)|177)	O
809	uit	O	O
810	.	O	O
811	Ik	(170)	O
812	volg	O	O
813	de	(179	O
814	ontwikkelingen	O	O
815	op	O	O
816	dit	(180	O
817	vlak	180)|179)	O
818	nauwgezet	O	O
819	en	O	O
820	zodra	O	O
821	deze	(181)	O
822	ver	O	O
823	genoeg	O	O
824	zijn	O	O
825	,	O	O
826	kan	O	O
827	ik	(170)	O
828	hier	O	O
829	dus	O	O
830	ook	O	O
831	regelgeving	(182)	O
832	voor	O	O
833	maken	O	O
834	.	O	O
835	Verzwaar	(183	O
836	sancties	O	O
837	bij	O	O
838	overtredingen	(184)|(185	O
839	m.b.t.	185)	O
840	het	(186	O
841	niet	O	O
842	effectief	O	O
843	bedwelmen	O	O
844	en/of	O	O
845	verbloeden	O	O
846	van	O	O
847	varkens	186)|183)|(187)	O
848	Ik	(170)	O
849	kan	O	O
850	me	(170)	O
851	de	(188	O
852	roep	O	O
853	om	O	O
854	verzwaring	(189	O
855	van	O	O
856	de	(190	O
857	sancties	190)|189)|188)	O
858	gevoelsmatig	O	O
859	goed	O	O
860	voorstellen	O	O
861	.	O	O
862	Momenteel	O	O
863	wordt	O	O
864	vaak	O	O
865	gebruik	(191)	O
866	gemaakt	O	O
867	van	O	O
868	de	(192	O
869	bestuurlijke	O	O
870	boete	192)	O
871	.	O	O
872	Een	(192	O
873	bestuurlijke	O	O
874	boete	192)	O
875	is	O	O
876	een	O	O
877	bestuurlijke	O	O
878	punitieve	O	O
879	sanctie	O	O
880	,	O	O
881	gericht	O	O
882	op	O	O
883	bestraffing	(193	O
884	door	O	O
885	leedtoevoeging	(194	O
886	bij	O	O
887	de	(195	O
888	dader	195)|194)|193)	O
889	.	O	O
890	Het	(197|(196	O
891	opleggen	O	O
892	van	O	O
893	een	(198	O
894	boete	198)|196)	O
895	en	O	O
896	het	(199	O
897	bepalen	O	O
898	van	O	O
899	de	(200	O
900	hoogte	O	O
901	ervan	200)|199)|197)	O
902	is	O	O
903	gebonden	O	O
904	aan	O	O
905	de	(201	O
906	wettelijke	O	O
907	kaders	O	O
908	,	O	O
909	in	(202	O
910	dit	(203	O
911	geval	203)	O
912	het	O	O
913	Besluit	O	O
914	handhaving	O	O
915	en	O	O
916	overige	(204	O
917	zaken	204)|202)|201)	O
918	Wet	(205	O
919	dieren	205)	O
920	en	O	O
921	de	(206	O
922	Regeling	O	O
923	handhaving	206)	O
924	en	O	O
925	overige	O	O
926	1	O	O
927	Advies	O	O
928	over	O	O
929	toepassing	O	O
930	sensortechnologie	O	O
931	dierenwelzijn	O	O
932	slachthuizen	O	O
933	(	O	O
934	Kamerstuk	(207	O
935	28286	(208)	O
936	,	O	O
937	nr.	(209	O
938	1267	209)|207)|(210)	O
939	)	O	O
940	.	O	O
941	Pagina	(211	O
942	3	(212)	O
943	van	O	O
944	4	(213	O
945	Nederlandse	O	O
946	Voedsel-	O	O
947	en	O	O
948	Warenautoriteit	213)	O
949	Ons	O	O
950	kenmerk	O	O
951	NVWA	O	O
952	/	O	O
953	27095195	O	O
954	zaken	211)	O
955	Wet	(214	O
956	dieren	214)	O
957	,	O	O
958	en	O	O
959	aan	O	O
960	de	(215	O
961	eisen	O	O
962	van	O	O
963	doeltreffendheid	(216)|(217	O
964	,	O	O
965	evenredigheid	(218)	O
966	en	O	O
967	afschrikwekkendheid	217)|215)|(219)	O
968	.	O	O
969	Dit	(220	O
970	boetestelsel	220)	O
971	is	O	O
972	recent	O	O
973	geëvalueerd	O	O
974	en	O	O
975	op	O	O
976	basis	O	O
977	van	O	O
978	de	(221	O
979	uitkomsten	O	O
980	van	O	O
981	de	(222	O
982	evaluatie	222)|221)	O
983	zal	O	O
984	ik	(101)	O
985	bepalen	O	O
986	of	O	O
987	,	O	O
988	en	O	O
989	zo	O	O
990	ja	O	O
991	welke	O	O
992	aanpassingen	O	O
993	aan	O	O
994	de	(223	O
995	regelgeving	223)	O
996	nodig	O	O
997	zijn	O	O
998	.	O	O
999	Een	(224	O
1000	bestuurlijke	O	O
1001	boete	O	O
1002	alléén	224)	O
1003	heeft	O	O
1004	niet	O	O
1005	altijd	O	O
1006	het	(226|(225	O
1007	gewenste	O	O
1008	effect	O	O
1009	dat	O	O
1010	overtredingen	(227)	O
1011	worden	O	O
1012	beëindigd	O	O
1013	en	O	O
1014	beëindigd	225)	O
1015	blijven	226)	O
1016	.	O	O
1017	Wanneer	O	O
1018	bedrijven	(228)	O
1019	keer	O	O
1020	op	O	O
1021	keer	O	O
1022	de	(229	O
1023	regels	229)	O
1024	overtreden	O	O
1025	en	O	O
1026	daarmee	O	O
1027	weg	O	O
1028	lijken	O	O
1029	te	O	O
1030	komen	O	O
1031	,	O	O
1032	is	O	O
1033	het	(230)	O
1034	belangrijk	O	O
1035	dat	O	O
1036	de	(20	O
1037	NVWA	20)	O
1038	dat	(231)	O
1039	eerder	O	O
1040	in	O	O
1041	beeld	(232)	O
1042	heeft	O	O
1043	dan	O	O
1044	nu	O	O
1045	het	(233	O
1046	geval	233)	O
1047	is	O	O
1048	,	O	O
1049	en	O	O
1050	eerder	O	O
1051	ingrijpt	O	O
1052	,	O	O
1053	ook	O	O
1054	met	O	O
1055	andere	(234	O
1056	passende	O	O
1057	sancties	234)	O
1058	.	O	O
1059	Daarom	O	O
1060	is	O	O
1061	het	(235	O
1062	Verscherpt	O	O
1063	Toezicht	O	O
1064	voor	O	O
1065	slachthuizen	235)|(120)	O
1066	in	O	O
1067	werking	(236)	O
1068	getreden	O	O
1069	.	O	O
1070	De	(237	O
1071	vernieuwde	O	O
1072	werkinstructie	237)	O
1073	is	O	O
1074	in	O	O
1075	januari	(238	O
1076	2023	238)|(239)	O
1077	in	O	O
1078	werking	(240)	O
1079	getreden	O	O
1080	en	O	O
1081	er	O	O
1082	wordt	O	O
1083	momenteel	O	O
1084	ervaring	(241)	O
1085	opgedaan	O	O
1086	zodat	O	O
1087	het	(242	O
1088	verscherpt	O	O
1089	toezicht	242)	O
1090	maximaal	(243	O
1091	effect	243)	O
1092	sorteert	O	O
1093	.	O	O
1094	Merk	O	O
1095	overtredingen	(244	O
1096	m.b.t.	O	O
1097	het	(245	O
1098	niet	O	O
1099	effectief	O	O
1100	bedwelmen	O	O
1101	en/of	O	O
1102	verbloeden	O	O
1103	van	O	O
1104	varkens	245)|244)|(187)	O
1105	aan	O	O
1106	als	O	O
1107	een	(246	O
1108	overtreding	O	O
1109	van	O	O
1110	artikel	(247	O
1111	2.1	(248)	O
1112	van	O	O
1113	Wet	(249	O
1114	dieren	249)|247)|246)	O
1115	Alle	(250	O
1116	gevallen	O	O
1117	waarin	O	O
1118	het	(41	O
1119	dierenwelzijn	41)	O
1120	in	O	O
1121	het	(251	O
1122	geding	251)	O
1123	is	250)	O
1124	,	O	O
1125	zijn	O	O
1126	voor	O	O
1127	mij	(101)	O
1128	onacceptabel	O	O
1129	.	O	O
1130	Artikel	(252	O
1131	4	(253)	O
1132	van	O	O
1133	de	(254	O
1134	verordening	O	O
1135	inzake	O	O
1136	de	(255	O
1137	bescherming	O	O
1138	van	O	O
1139	dieren	(256	O
1140	bij	O	O
1141	het	(257	O
1142	doden	257)|256)|255)|254)|252)	O
1143	is	O	O
1144	helder	O	O
1145	:	O	O
1146	dieren	(43)	O
1147	worden	O	O
1148	uitsluitend	O	O
1149	gedood	O	O
1150	nadat	O	O
1151	zij	(43)	O
1152	zijn	O	O
1153	bedwelmd	O	O
1154	volgens	O	O
1155	de	(259|(258	O
1156	in	O	O
1157	de	(260	O
1158	verordening	260)	O
1159	beschreven	O	O
1160	methoden	258)	O
1161	en	O	O
1162	de	(261	O
1163	bijbehorende	O	O
1164	toepassingsvoorschriften	261)|259)	O
1165	.	O	O
1166	Het	(262)	O
1167	is	O	O
1168	uiteraard	O	O
1169	niet	O	O
1170	toegestaan	O	O
1171	dat	O	O
1172	dieren	(263	O
1173	die	O	O
1174	niet	O	O
1175	effectief	O	O
1176	bedwelmd	O	O
1177	of	O	O
1178	verbloed	O	O
1179	zijn	263)	O
1180	verder	O	O
1181	worden	O	O
1182	uitgeslacht	O	O
1183	.	O	O
1184	Ik	(101)	O
1185	steun	O	O
1186	daarom	O	O
1187	de	(20	O
1188	NVWA	20)	O
1189	bij	O	O
1190	een	(264	O
1191	stevige	O	O
1192	aanpak	O	O
1193	van	O	O
1194	dit	(265	O
1195	type	O	O
1196	misstanden	265)|264)	O
1197	.	O	O
1198	Ik	(101)	O
1199	begrijp	O	O
1200	het	O	O
1201	gevoel	O	O
1202	om	O	O
1203	dit	(266	O
1204	type	O	O
1205	ernstige	(267	O
1206	overtredingen	267)|266)	O
1207	te	O	O
1208	classificeren	O	O
1209	als	O	O
1210	dierenmishandeling	(268	O
1211	zoals	O	O
1212	gesteld	O	O
1213	in	O	O
1214	artikel	(269	O
1215	2.1	(270)	O
1216	van	O	O
1217	de	(128	O
1218	Wet	O	O
1219	Dieren	128)|269)|268)	O
1220	.	O	O
1221	Deze	(267	O
1222	bewuste	O	O
1223	overtredingen	267)	O
1224	zijn	O	O
1225	in	O	O
1226	eerste	(271	O
1227	instantie	271)	O
1228	overtredingen	O	O
1229	van	O	O
1230	Verordening	(272	O
1231	(	O	O
1232	EG	O	O
1233	)	O	O
1234	nr.	O	O
1235	1099/2009	272)|(273)	O
1236	en	O	O
1237	zijn	O	O
1238	duaal	O	O
1239	handhaafbaar	O	O
1240	.	O	O
1241	Dat	(274)	O
1242	wil	O	O
1243	zeggen	O	O
1244	dat	O	O
1245	gekozen	O	O
1246	kan	O	O
1247	worden	O	O
1248	voor	O	O
1249	een	(276|(275	O
1250	bestuurlijke	O	O
1251	boete	275)	O
1252	óf	O	O
1253	voor	O	O
1254	strafrechtelijke	(277	O
1255	afdoening	277)|276)	O
1256	.	O	O
1257	Beide	(278)	O
1258	hebben	O	O
1259	een	(279	O
1260	bestraffend	O	O
1261	karakter	279)	O
1262	.	O	O
1263	In	O	O
1264	de	(280	O
1265	bij	O	O
1266	de	(128	O
1267	Wet	O	O
1268	dieren	128)	O
1269	behorende	O	O
1270	Memorie	O	O
1271	van	O	O
1272	Toelichting	280)	O
1273	geldt	O	O
1274	de	(192	O
1275	bestuurlijke	O	O
1276	boete	192)	O
1277	voor	O	O
1278	een	(281	O
1279	groot	O	O
1280	deel	O	O
1281	van	O	O
1282	de	(282	O
1283	overtredingen	O	O
1284	van	O	O
1285	de	(128	O
1286	Wet	O	O
1287	dieren	128)|282)|281)	O
1288	als	O	O
1289	de	(283	O
1290	slagvaardige	O	O
1291	en	O	O
1292	effectieve	O	O
1293	manier	O	O
1294	van	O	O
1295	handhaving	(284)	O
1296	(	O	O
1297	‘lik	(285	O
1298	op	O	O
1299	stuk	285)|(286)	O
1300	’	283)	O
1301	)	O	O
1302	.	O	O
1303	Strafrechtelijke	(287	O
1304	afdoening	287)	O
1305	is	O	O
1306	het	O	O
1307	zogenaamde	O	O
1308	‘ultimum	O	O
1309	remedium	O	O
1310	’	O	O
1311	.	O	O
