	token	coref	ner
187	Tweede	O	O
188	Kamer	24)	O
189	.	O	O
190	Voor	O	O
191	een	O	O
192	aanvullende	O	O
193	reactie	O	O
194	op	O	O
195	uw	O	O
196	aanbevelingen	O	O
197	over	O	O
198	de	(47	O
199	elementen	O	O
200	die	O	O
201	raken	O	O
202	aan	O	O
203	de	(48	O
204	stelselverantwoordelijkheid	O	O
205	van	O	O
206	de	(49	O
207	minister	O	O
208	van	O	O
209	Binnenlandse	(51|(50	O
210	Zaken	50)	O
211	en	O	O
212	Koninkrijksrelaties	51)|49)|(52)	O
213	,	O	O
214	waaronder	(54|(53	O
215	de	O	O
216	Rijksbrede	O	O
217	toepassing	O	O
218	van	O	O
219	de	(55	O
220	i-grond	55)|53)	O
221	en	O	O
222	de	(56	O
223	omgang	O	O
224	met	O	O
225	concepten	56)|54)|48)|47)|(57)	O
226	,	O	O
227	verwijs	O	O
228	ik	(58)	O
229	u	(59)	O
230	naar	O	O
231	de	(60	O
232	brief	O	O
233	van	O	O
234	22	(61	O
235	mei	O	O
236	2023	61)	O
237	van	O	O
238	het	(62	O
239	ministerie	O	O
240	van	O	O
241	Binnenlandse	(64|(63	O
242	Zaken	63)	O
243	en	O	O
244	Koninkrijksrelaties	64)|62)|60)|(65)	O
245	.	O	O
246	Hierin	O	O
247	geeft	O	O
248	de	(66	O
249	minister	O	O
250	van	O	O
251	Binnenlandse	(67	O
252	Zaken	67)|66)	O
253	aan	O	O
254	dat	O	O
255	er	O	O
256	medio	(68	O
257	juni	68)|(69)	O
258	een	(70	O
259	overleg	70)	O
260	is	O	O
261	voorzien	O	O
262	met	O	O
263	uw	(71	O
264	adviescollege	71)	O
265	en	O	O
266	dat	O	O
267	er	O	O
268	nadien	O	O
269	schriftelijk	O	O
270	op	O	O
271	die	(72	O
272	onderdelen	O	O
273	van	O	O
274	het	(73	O
275	advies	73)|72)	O
276	zal	O	O
277	worden	O	O
278	gereageerd	O	O
279	.	O	O
280	Algemene	(74	O
281	opmerkingen	74)	O
282	De	(75	O
283	aanleiding	O	O
284	voor	O	O
285	uw	(32	O
286	advies	O	O
287	van	O	O
288	5	(76	O
289	april	O	O
290	2023	76)|32)|75)	O
291	was	O	O
292	de	(77	O
293	klacht	O	O
294	van	O	O
295	de	(78	O
296	journalist	O	O
297	over	O	O
298	mijn	(79)|(80	O
299	Woo-deelbesluit	O	O
300	van	O	O
301	7	(81	O
302	juli	O	O
303	2022	81)|80)|78)|77)	O
304	.	O	O
305	Daarnaast	O	O
306	heeft	O	O
307	hij	(79)	O
308	een	(82	O
309	bezwaarprocedure	O	O
310	geïnitieerd	O	O
311	tegen	O	O
312	verschillende	(83	O
313	deelbesluiten	83)|82)	O
314	.	O	O
315	De	(84	O
316	behandeling	O	O
317	van	O	O
318	deze	(82	O
319	bezwaarprocedure	82)|84)	O
320	is	O	O
321	destijds	O	O
322	aangehouden	O	O
323	in	O	O
324	afwachting	O	O
325	van	O	O
326	het	(86|(85	O
327	bemiddelingstraject	85)	O
328	en	O	O
329	uw	(87	O
330	advies	87)|86)	O
331	.	O	O
332	Met	O	O
333	het	(89|(88	O
334	beslissen	O	O
335	op	O	O
336	de	(90	O
337	bezwaarschriften	O	O
338	van	O	O
339	verzoeker	90)|88)|(91)	O
340	en	O	O
341	daarmee	(92	O
342	het	O	O
343	heroverwegen	O	O
344	van	O	O
345	de	(93	O
346	beoordeling	O	O
347	van	O	O
348	de	(94	O
349	ongeveer	O	O
350	10.000	O	O
351	bijbehorende	O	O
352	documenten	94)|93)|92)|89)	O
353	gaat	O	O
354	nog	(95	O
355	enige	O	O
356	tijd	95)	O
357	gemoeid	O	O
358	.	O	O
359	Ik	(96)	O
360	verwacht	O	O
361	verzoeker	O	O
362	uiterlijk	O	O
363	in	O	O
364	september	(97	O
365	2023	97)|(98)	O
366	te	O	O
367	kunnen	O	O
368	berichten	O	O
369	.	O	O
370	Op	O	O
371	het	(99	O
372	moment	O	O
373	dat	O	O
374	ik	(96)	O
375	heb	O	O
376	beslist	O	O
377	op	O	O
378	de	(100	O
379	bezwaren	O	O
380	van	O	O
381	de	(79	O
382	journalist	79)|100)|99)	O
383	,	O	O
384	zal	O	O
385	ik	(96)	O
386	u	(96)	O
387	hierover	O	O
388	informeren	O	O
389	.	O	O
390	In	O	O
391	deze	(101	O
392	brief	101)	O
393	ga	O	O
394	ik	(96)	O
395	in	O	O
396	op	O	O
397	uw	(102	O
398	adviezen	O	O
399	die	O	O
400	zijn	O	O
401	gericht	O	O
402	op	O	O
403	de	(103	O
404	aanpak	O	O
405	van	O	O
406	het	(104	O
407	ministerie	O	O
408	van	O	O
409	VWS	O	O
410	van	O	O
411	de	(105	O
412	afhandeling	O	O
413	van	O	O
414	corona-gerelateerde	105)|104)|103)|102)|(106)	O
415	Woo-	O	O
416	www.rijksoverheid.n1	O	O
417	Inlichtingen	O	O
418	bij	O	O
419	E	O	O
420	dienstpostbusWoo-	O	O
421	corona-ondersteuning	O	O
422	@	O	O
423	minvws.n1	O	O
424	T	O	O
425	70	O	O
426	340	O	O
427	6080	O	O
428	Kenmerk	O	O
429	3598473-1048681-PDO	O	O
430	Uw	O	O
431	brief	O	O
432	d.d.	O	O
433	5	O	O
434	april	O	O
435	2023	O	O
436	Correspondentie	O	O
437	uitsluitend	O	O
438	richten	O	O
439	aan	O	O
440	het	O	O
441	retouradres	O	O
442	met	O	O
443	vermelding	O	O
444	van	O	O
445	de	(107	O
446	datum	O	O
447	en	O	O
448	het	(108	O
449	kenmerk	O	O
450	van	O	O
451	deze	(109	O
452	brief	109)|108)|107)	O
453	.	O	O
454	Pagina	(110	O
455	1	(111)	O
456	van	O	O
457	1	(112	O
458	verzoeken	112)	O
459	,	O	O
460	met	(114|(113	O
461	name	O	O
462	de	O	O
463	gefaseerde	O	O
464	werkwijze	113)	O
465	en	O	O
466	de	(115	O
467	(	O	O
468	achterblijvende	O	O
469	)	O	O
470	resultaten	O	O
471	daarvan	115)|114)|110)	O
472	.	O	O
473	De	(116	O
474	gefaseerde	O	O
475	aanpak	116)	O
476	Ik	(96)	O
477	onderschrijf	O	O
478	het	(117	O
479	belang	O	O
480	van	O	O
481	een	(119|(118	O
482	transparante	O	O
483	overheid	118)	O
484	en	O	O
485	een	(120	O
486	daarbij	O	O
487	behorende	O	O
488	adequate	O	O
489	informatievoorziening	O	O
490	voor	O	O
491	journalisten	(121	O
492	en	O	O
493	andere	(122	O
494	verzoekers	O	O
495	die	O	O
496	informatieverzoeken	(123)	O
497	indienen	122)|121)|120)|119)|117)	O
498	.	O	O
499	Ten	O	O
500	tijde	(124	O
501	van	O	O
502	de	(125	O
503	crisis	O	O
504	,	O	O
505	in	O	O
506	2020	125)|124)|(126)	O
507	,	O	O
508	is	O	O
509	het	(20	O
510	ministerie	O	O
511	van	O	O
512	VWS	20)|(20)	O
513	aan	O	O
514	de	(127	O
515	slag	127)	O
516	gegaan	O	O
517	met	O	O
518	het	(128	O
519	afhandelen	O	O
520	van	O	O
521	corona-gerelateerde	(129	O
522	Wob-	O	O
523	(	O	O
524	per	O	O
525	1	(130	O
526	mei	O	O
527	2022	130)	O
528	Woo-	O	O
529	)	O	O
530	verzoeken	129)|128)	O
531	.	O	O
532	Gegeven	O	O
533	het	(132|(131	O
534	oplopende	O	O
535	aantal	O	O
536	Woo-verzoeken	131)|(133)	O
537	en	O	O
538	de	(134	O
539	grote	O	O
540	hoeveelheid	O	O
541	documenten	134)|132)|(135)	O
542	is	O	O
543	een	(136	O
544	speciale	O	O
545	werkwijze	136)	O
546	ontwikkeld	O	O
547	de	(137	O
548	gefaseerde	O	O
549	aanpak	137)	O
550	.	O	O
551	In	O	O
552	plaats	O	O
553	van	O	O
554	afhandeling	(138)|(139	O
555	en	O	O
556	openbaarmaking	(140	O
557	per	O	O
558	verzoek	140)|139)|(141)	O
559	,	O	O
560	maakt	O	O
561	het	(20	O
562	ministerie	20)	O
563	informatie	(142)	O
564	per	O	O
565	thema	(143)	O
566	en	O	O
567	per	O	O
568	tijdsperiode	(144)	O
569	openbaar	O	O
570	zodat	O	O
571	meerdere	(145	O
572	verzoekers	145)	O
573	tegelijkertijd	O	O
574	kunnen	O	O
575	worden	O	O
576	voorzien	O	O
577	van	O	O
578	informatie	(142)	O
579	.	O	O
580	Gaandeweg	O	O
581	heeft	O	O
582	het	(20	O
583	ministerie	20)	O
584	gewerkt	O	O
585	aan	O	O
586	optimalisering	(146	O
587	en	O	O
588	verbeteren	O	O
589	van	O	O
590	deze	(147	O
591	werkwijze	147)|146)	O
592	,	O	O
593	mede	O	O
594	in	O	O
595	overleg	O	O
596	met	O	O
597	journalisten	(148)|(149	O
598	en	O	O
599	andere	(150	O
600	verzoekers	150)|149)	O
601	.	O	O
602	Ondanks	O	O
603	deze	(151	O
604	voortdurende	O	O
605	inzet	O	O
606	voor	O	O
607	een	(152	O
608	adequate	O	O
609	informatievoorziening	152)|151)	O
610	moeten	O	O
611	journalisten	(148)|(153	O
612	en	O	O
613	andere	(154	O
614	verzoekers	154)|153)	O
615	lang	O	O
616	wachten	O	O
617	op	O	O
618	voor	O	O
619	hun	(153)|(155	O
620	relevante	O	O
621	informatie	155)	O
622	.	O	O
623	Ik	(96)	O
624	begrijp	O	O
625	de	(156	O
626	frustratie	O	O
627	die	O	O
628	deze	(137	O
629	aanpak	137)	O
630	bij	O	O
631	verzoekers	(157)	O
632	teweegbrengt	156)	O
633	en	O	O
634	probeer	O	O
635	continu	O	O
636	het	(158	O
637	beoordelingsproces	158)	O
638	te	O	O
639	verbeteren	O	O
640	en	O	O
641	te	O	O
642	versnellen	O	O
643	.	O	O
644	Helaas	O	O
645	zou	O	O
646	individuele	(159	O
647	afhandeling	O	O
648	van	O	O
649	corona-gerelateerde	(160	O
650	Woo-verzoeken	160)|159)	O
651	eveneens	O	O
652	gepaard	O	O
653	gaan	O	O
654	met	O	O
655	lange	(161	O
656	wachttijden	161)	O
657	.	O	O
658	Dit	(162)	O
659	heeft	O	O
660	te	O	O
661	maken	O	O
662	met	O	O
663	een	(163	O
664	aantal	O	O
665	bijzondere	(164	O
666	omstandigheden	164)|163)	O
667	:	O	O
668	Het	(165)	O
669	gaat	O	O
670	om	O	O
671	een	(166	O
672	grote	O	O
673	hoeveelheid	O	O
674	documenten	(167)	O
675	(	O	O
676	in	O	O
677	totaal	O	O
678	op	O	O
679	dit	(168	O
680	moment	168)	O
681	ruim	(169	O
682	meer	O	O
683	dan	O	O
684	8	O	O
685	miljoen	169)	O
686	)	O	O
687	uit	O	O
688	de	(170	O
689	crisisperiode	170)|166)	O
690	.	O	O
691	Het	(171)	O
692	gaat	O	O
693	om	O	O
694	een	(172	O
695	groot	O	O
696	aantal	O	O
697	verzoeken	172)|(173)	O
698	.	O	O
699	Inmiddels	O	O
700	staat	O	O
701	de	(174	O
702	teller	174)	O
703	op	O	O
704	ruim	(175	O
705	440	O	O
706	verzoeken	175)	O
707	sinds	O	O
708	de	(176	O
709	start	O	O
710	van	O	O
711	de	(170	O
712	coronacrisis	170)|176)	O
713	.	O	O
714	Deze	(177)	O
715	kunnen	O	O
716	niet	O	O
717	allemaal	O	O
718	tegelijkertijd	O	O
719	worden	O	O
720	afgehandeld	O	O
721	.	O	O
722	Keuzes	(178)|(179	O
723	moeten	O	O
724	worden	O	O
725	gemaakt	O	O
726	,	O	O
727	waarbij	O	O
728	een	(181|(180	O
729	keuze	O	O
730	voor	O	O
731	de	(182	O
732	één	182)|180)	O
733	ten	O	O
734	koste	O	O
735	gaat	O	O
736	van	O	O
737	de	(183	O
738	ander	183)|181)	O
739	.	O	O
740	De	(184	O
741	in	O	O
742	2021	(185)	O
743	opgerichte	O	O
744	programmadirectie	O	O
745	Openbaarheid	O	O
746	die	O	O
747	de	(186	O
748	corona-	O	O
749	gerelateerde	O	O
750	Woo-verzoeken	186)	O
751	afhandelt	184)|179)	O
752	,	O	O
753	heeft	O	O
754	te	O	O
755	kampen	O	O
756	met	O	O
757	voortdurende	(187	O
758	in-	O	O
759	en	O	O
760	uitstroom	O	O
761	van	O	O
762	medewerkers	187)|(188)	O
763	.	O	O
764	Dit	(189)	O
765	betekent	O	O
766	dat	O	O
767	er	O	O
768	voortdurend	(190	O
769	juristen	190)	O
770	worden	O	O
771	opleid	O	O
772	en	O	O
773	begeleid	O	O
774	.	O	O
775	De	(191	O
776	schaarste	O	O
777	op	O	O
778	de	(192	O
779	arbeidsmarkt	192)|191)	O
780	maakt	O	O
781	het	(193	O
782	vinden	O	O
783	van	O	O
784	juristen	193)|(190)	O
785	niet	O	O
786	eenvoudig	O	O
787	.	O	O
788	-	O	O
789	Bij	O	O
790	de	(194	O
791	afhandeling	O	O
792	van	O	O
793	Woo-verzoeken	194)|(195)	O
794	heeft	O	O
795	het	(20	O
796	ministerie	20)	O
797	de	O	O
798	kaders	O	O
799	van	O	O
800	de	(197|(196	O
801	Wet	O	O
802	open	O	O
803	overheid	196)	O
804	,	O	O
805	andere	(198	O
806	wetgeving	O	O
807	zoals	O	O
808	de	(200|(199	O
809	Algemene	O	O
810	Verordening	O	O
811	Gegevensbescherming	199)	O
812	(	O	O
813	AVG	200)|198)|(201)	O
814	)	O	O
815	en	O	O
816	de	(202	O
817	geldende	O	O
818	jurisprudentie	O	O
819	van	O	O
820	de	(203	O
821	Afdeling	O	O
822	Bestuursrechtspraak	O	O
823	van	O	O
824	de	(204	O
825	Raad	O	O
826	van	O	O
827	State	204)|203)|202)|197)	O
828	de	(205	O
829	corona-informatie	205)	O
830	te	O	O
831	respecteren	O	O
832	.	O	O
833	Documenten	(206)	O
834	kunnen	O	O
835	niet	O	O
836	zomaar	O	O
837	openbaar	O	O
838	gemaakt	O	O
839	worden	O	O
840	bij	O	O
841	de	(207	O
842	procedure	207)	O
843	zijn	O	O
844	vaak	O	O
845	vele	(208	O
846	derde-belanghebbenden	O	O
847	betrokken	O	O
848	die	O	O
849	zich	(209)	O
850	tegen	O	O
851	openbaarmaking	(210)	O
852	kunnen	O	O
853	verzetten	208)	O
854	.	O	O
855	-	O	O
856	De	(211	O
857	beoordeling	O	O
858	van	O	O
859	documenten	211)|(212)	O
860	is	O	O
861	en	O	O
862	blijft	O	O
863	arbeidsintensief	O	O
864	.	O	O
865	Ondanks	O	O
866	de	(213	O
867	voortdurende	O	O
868	inzet	O	O
869	voor	O	O
870	opleiding	(214)|(215	O
871	en	O	O
872	begeleiding	215)|213)|(216)	O
873	,	O	O
874	gebeurt	O	O
875	dit	(217)	O
876	niet	O	O
877	foutloos	O	O
878	.	O	O
879	De	(218	O
880	termijnen	O	O
881	die	O	O
882	de	(219	O
883	Woo	219)	O
884	hanteert	218)	O
885	zijn	O	O
886	gegeven	O	O
887	de	(220	O
888	hiervoor	O	O
889	genoemde	O	O
890	omstandigheden	220)	O
891	niet	O	O
892	realistisch	O	O
893	en	O	O
894	niet	O	O
895	uitvoerbaar	O	O
896	.	O	O
897	Daarnaast	O	O
898	wil	O	O
899	ik	(96)	O
900	u	(96)	O
901	ook	O	O
902	het	(221	O
903	volgende	221)	O
904	meegeven	O	O
905	.	O	O
906	Het	(20	O
907	ministerie	O	O
908	van	O	O
909	VWS	20)|(20)	O
910	heeft	O	O
911	voor	O	O
912	de	(222	O
913	afhandeling	O	O
914	van	O	O
915	corona	(223	O
916	gerelateerde	O	O
917	Woo-verzoeken	223)|222)	O
918	verschillende	O	O
919	documenten	O	O
920	verzameld	O	O
921	uit	O	O
922	diverse	(224	O
923	informatiesystemen	O	O
924	binnen	O	O
925	het	(225|(20	O
926	ministerie	20)	O
927	en	O	O
928	het	(226	O
929	RIVM	226)|225)|224)	O
930	.	O	O
931	Secretaris	(227	O
932	Generaal	O	O
933	/	O	O
934	plv.	O	O
935	Secretaris	O	O
936	Generaal	O	O
937	Programmadirectie	O	O
938	Openbaarheid	O	O
939	Team	O	O
940	F	O	E-PER
941	Kenmerk	O	O
942	3598473-1048681-PDO	(228)	O
943	Pagina	O	O
944	2	(229)	O
945	van	O	O
946	1	(230)	O
947	Deze	(231	O
948	documenten	231)	O
949	zien	O	O
950	op	O	O
951	de	(232	O
952	periode	O	O
953	tot	O	O
954	eind	O	O
955	maart	(233	O
956	2022	233)|232)|227)|(234)	O
957	.	O	O
958	Inmiddels	O	O
959	zijn	O	O
960	ook	O	O
961	verschillende	(235	O
962	Woo-verzoeken	O	O
963	ontvangen	O	O
964	van	O	O
965	verzoekers	(236	O
966	die	O	O
967	documenten	(237	O
968	opvragen	O	O
969	uit	O	O
970	de	(232	O
971	periode	O	O
972	erna	232)|237)|236)|235)	O
973	.	O	O
974	Dit	(238)	O
975	betekent	O	O
976	dat	O	O
977	de	(239	O
978	verzamelde	O	O
979	dataset	239)	O
980	uitgebreid	O	O
981	moet	O	O
982	worden	O	O
983	.	O	O
984	Dit	(240)	O
985	vraagt	O	O
986	veel	(242|(241	O
987	tijd	241)	O
988	en	O	O
989	capaciteit	242)	O
990	.	O	O
991	Ik	(96)	O
992	verwacht	O	O
993	in	O	O
994	juli	(243	O
995	2023	243)|(244)	O
996	de	(245	O
997	dataset	245)	O
998	beschikbaar	O	O
999	te	O	O
1000	hebben	O	O
1001	tot	O	O
1002	en	O	O
1003	met	O	O
1004	31	(246	O
1005	mei	O	O
1006	2022	246)	O
1007	.	O	O
1008	Met	O	O
1009	deze	(247	O
1010	werkzaamheden	247)	O
1011	is	O	O
1012	al	O	O
1013	gestart	O	O
1014	.	O	O
1015	Tegen	O	O
1016	het	(248	O
1017	einde	O	O
1018	van	O	O
1019	dit	(249	O
1020	kalenderjaar	249)|248)	O
1021	verwacht	O	O
1022	ik	(96)	O
1023	dat	O	O
1024	de	(250|(245	O
1025	dataset	245)	O
1026	over	O	O
1027	de	(251	O
1028	resterende	O	O
1029	periode	251)	O
1030	tot	O	O
1031	en	O	O
1032	met	O	O
1033	april	(252	O
1034	2023	252)|250)|(253)	O
1035	beschikbaar	O	O
1036	zal	O	O
1037	zijn	O	O
1038	.	O	O
1039	Dit	(254)	O
1040	betekent	O	O
1041	dat	(255)	O
1042	voor	O	O
1043	zover	O	O
1044	Woo-verzoeken	(256	O
1045	op	O	O
1046	de	(257|(232	O
1047	periode	O	O
1048	na	O	O
1049	maart	(258	O
1050	2022	258)|232)|(259)	O
1051	betrekking	O	O
1052	hebben	257)|256)	O
1053	,	O	O
1054	het	(260)	O
1055	helaas	O	O
1056	niet	O	O
1057	lukt	O	O
1058	om	O	O
1059	deze	(261)	O
1060	af	O	O
1061	te	O	O
1062	handelen	O	O
1063	.	O	O
1064	Voor	O	O
1065	zover	O	O
1066	Woo-verzoekers	(262)	O
1067	om	O	O
1068	een	(263	O
1069	beperkt	O	O
1070	aantal	O	O
1071	specifieke	(264	O
1072	documenten	264)|263)	O
1073	vragen	O	O
1074	,	O	O
1075	wordt	O	O
1076	vanzelfsprekend	O	O
1077	geprobeerd	O	O
1078	de	(265	O
1079	desbetreffende	O	O
1080	documenten	265)	O
1081	bij	O	O
1082	betrokken	(266	O
1083	onderdelen	O	O
1084	van	O	O
1085	de	(267	O
1086	organisatie	267)|266)	O
1087	op	O	O
1088	te	O	O
1089	halen	O	O
1090	.	O	O
1091	Bij	O	O
1092	omvangrijke	(268	O
1093	Woo-verzoeken	268)	O
1094	is	O	O
1095	dit	(269)	O
1096	geen	O	O
1097	reëel	O	O
1098	alternatief	O	O
1099	.	O	O
1100	Ik	(96)	O
1101	betreur	O	O
1102	dit	(270)	O
1103	ten	O	O
1104	zeerste	O	O
1105	,	O	O
1106	maar	O	O
1107	gegeven	O	O
1108	de	(271	O
1109	technische	O	O
1110	werkzaamheden	O	O
1111	die	O	O
1112	nodig	O	O
1113	zijn	O	O
1114	om	O	O
1115	tot	O	O
1116	een	(239	O
1117	aangevulde	O	O
1118	dataset	239)	O
1119	te	O	O
1120	komen	271)	O
1121	is	O	O
1122	dit	(272)	O
1123	op	O	O
1124	dit	(273	O
1125	moment	273)	O
1126	helaas	O	O
1127	de	(274	O
1128	situatie	274)	O
1129	.	O	O
1130	Kortom	O	O
1131	:	O	O
1132	er	O	O
1133	zijn	O	O
1134	veel	(275	O
1135	uitdagingen	275)	O
1136	.	O	O
1137	Ik	(96)	O
1138	doe	O	O
1139	daarbij	O	O
1140	alles	(276	O
1141	wat	O	O
1142	in	O	O
1143	mijn	(96)|(277	O
1144	macht	277)	O
1145	ligt	O	O
1146	om	O	O
1147	verzoekers	(278)|(279	O
1148	,	O	O
1149	binnen	O	O
1150	de	(280	O
1151	kaders	O	O
1152	van	O	O
1153	de	(219	O
1154	Woo	219)|280)|279)	O
1155	,	O	O
1156	sneller	O	O
1157	en	O	O
1158	efficiënter	O	O
1159	van	O	O
1160	de	(281	O
1161	gevraagde	O	O
1162	informatie	281)	O
1163	te	O	O
1164	voorzien	276)	O
1165	.	O	O
1166	Net	O	O
1167	als	O	O
1168	u	(282)	O
1169	vind	O	O
1170	ik	(96)	O
1171	transparantie	(283)	O
1172	een	(284	O
1173	groot	O	O
1174	goed	284)	O
1175	,	O	O
1176	zodat	O	O
1177	burgers	(285)	O
1178	inzicht	(286	O
1179	kunnen	O	O
1180	krijgen	O	O
1181	in	O	O
1182	hoe	O	O
1183	de	(287	O
1184	overheid	287)	O
1185	opereert	O	O
1186	en	O	O
1187	beslissingen	(288)	O
1188	tot	O	O
1189	stand	O	O
1190	komen	286)	O
1191	.	O	O
1192	Uitzonderingen	(289	O
1193	daarop	289)	O
1194	zijn	O	O
1195	alleen	O	O
1196	gerechtvaardigd	O	O
1197	als	O	O
1198	de	(290	O
1199	wet	290)	O
1200	daarin	O	O
1201	voorziet	O	O
1202	.	O	O
1203	In	O	O
1204	de	(291	O
1205	volgende	O	O
1206	paragrafen	291)	O
1207	zal	O	O
1208	ik	(96)	O
1209	kort	O	O
1210	ingaan	O	O
1211	op	O	O
1212	uw	(293|(292	O
1213	advies	292)	O
1214	en	O	O
1215	welke	(294	O
1216	verbeteringen	294)|293)	O
1217	ik	(96)	O
1218	aanbreng	O	O
1219	.	O	O
1220	Een	(295	O
1221	deel	O	O
1222	van	O	O
1223	deze	(294	O
1224	verbeteringen	294)|295)	O
1225	is	O	O
1226	al	O	O
1227	in	O	O
1228	gang	O	O
1229	gezet	O	O
1230	.	O	O
1231	Ik	(96)	O
1232	zal	O	O
1233	eerst	O	O
1234	ingaan	O	O
1235	op	O	O
1236	uw	(296	O
1237	advies	O	O
1238	om	O	O
1239	in	O	O
1240	overleg	O	O
1241	te	O	O
1242	treden	O	O
1243	met	O	O
1244	journalisten	(148)|(297	O
1245	en	O	O
1246	het	(298	O
1247	aanpassen	O	O
1248	van	O	O
1249	onze	(299)|(300	O
1250	werkwijze	300)|298)|297)|296)	O
1251	,	O	O
1252	daarna	O	O
1253	zal	O	O
1254	ik	(96)	O
1255	ingaan	O	O
1256	op	O	O
1257	de	(301	O
1258	toepassing	O	O
1259	van	O	O
1260	artikel	(302	O
1261	5.1.2i	302)|301)|(303)	O
1262	Woo	O	O
1263	en	O	O
1264	als	O	O
1265	laatste	(304)	O
1266	zal	O	O
1267	ik	(96)	O
1268	ingaan	O	O
1269	op	O	O
1270	uw	(305	O
1271	advies	O	O
1272	over	O	O
1273	maximale	(306	O
1274	transparantie	O	O
1275	over	O	O
1276	onze	(307)|(300	O
1277	werkwijze	300)|306)|305)	O
1278	.	O	O
1279	Advies	(308	O
1280	1	308)|(309)	O
1281	)	O	O
1282	overleg	(311|(310	O
1283	met	O	O
1284	journalisten	(148)|(312	O
1285	en	O	O
1286	aanpassing	(313	O
1287	werkwijze	313)|312)|310)|(314)	O
1288	Overleg	(315	O
1289	met	O	O
1290	journalisten	315)|311)|(148)	O
1291	In	O	O
1292	uw	(32	O
1293	advies	O	O
1294	van	O	O
1295	5	(316	O
1296	april	O	O
