planvormingfase,,
.,,
U,,B_PER_1
dient,,
zelf,,
na,,
te,,
gaan,,
welke,,
vergunningen,,
nodig,,
zijn,,
om,,
het,,
plan,,
te,,
realiseren,,
.,,
Bij,,
het,,
hoogheemraadschap,,
dient,,
u,,B_PER_1
wellicht,,
een,,
Watervergunning,,
aan,,
te,,
vragen,,
of,,
een,,
melding,,
te,,
doen,,
.,,
Meer,,
informatie,,
over,,
de,,
Watervergunning,,
vindt,,
u,,B_PER_1
op,,
https://www.hhnk.nl/portaal/vergunningen-en-ontheffingen_3529/.,,
Met,,
vriendelijke,,
groet,,
",",,
Hoogheemraadschap,,
Hollands,,
Noorderkwartier,,
Postbus,,
250,,
1700,,
AG,,
HEERHUGOWAARD,,
T,,
72,,
582,,
8282,,
F,,
72,,
582,,
7010,,
E,,
info@hhnk.nl,,
W,,
www.hhnk.nl,,
CONCEPT,,
Wateradvies,,
Via,,
de,,
Digitale,,
Watertoets,,
(,,
www.dewatertoets.nl),,
heeft,,
u,,B_PER_1
Hoogheemraadschap,,
Hollands,,
Noorderkwartier,,
gevraagd,,
een,,
reactie,,
te,,
geven,,
op,,
het,,
plan,,
Bestemmingsplan,,
Purmerweg,,
19-21,,
2018,,
.,,
Uit,,
de,,
ingediende,,
gegevens,,
is,,
gebleken,,
dat,,
er,,
voor,,
één,,
of,,
meerdere,,
wateraspecten,,
nader,,
overleg,,
noodzakelijk,,
is,,
met,,
het,,
hoogheemraadschap,,
.,,
Deze,,
aspecten,,
benoemen,,
wij,,
in,,
het,,
eerste,,
deel,,
van,,
dit,,
concept,,
wateradvies,,
.,,
In,,
het,,
tweede,,
deel,,
komen,,
de,,
onderwerpen,,
aan,,
bod,,
die,,
slechts,,
een,,
beperkte,,
invloed,,
hebben,,
op,,
de,,
belangen,,
van,,
het,,
hoogheemraadschap,,
en,,
die,,
hierdoor,,
ondervangen,,
kunnen,,
worden,,
met,,
standaard,,
maatregelen,,
.,,
Dit,,
deel,,
van,,
het,,
advies,,
kunt,,
u,,B_PER_1
gebruiken,,
om,,
alvast,,
een,,
eerste,,
aanzet,,
te,,
geven,,
tot,,
de,,
waterparagraaf,,
in,,
de,,
ruimtelijke,,
onderbouwing,,
van,,
uw,,B_PER_1
plan,,
.,,
DEEL,,
I,,
Hieronder,,
vindt,,
u,,B_PER_1
de,,
aspecten,,
waarover,,
nader,,
contact,,
met,,
het,,
hoogheemraadschap,,
noodzakelijk,,
is,,
:,,
Het,,
ingetekende,,
plangebied,,
heeft,,
de,,
volgende,,
zoneringen,,
(,,
kaartlagen,,
),,
geraakt,,
:,,
-,,
Zonering,,
regionale,,
waterkering,,
-,,
Zonering,,
primaire,,
waterlopen,,
Wij,,
nemen,,
binnen,,
drie,,
weken,,
contact,,
met,,
u,,B_PER_1
op,,
om,,
nadere,,
afspraken,,
te,,
maken,,
en,,
te,,
komen,,
tot,,
advies,,
over,,
bovenstaande,,
waterbelangen,,
.,,
DEEL,,
II,,
Dit,,
tweede,,
deel,,
van,,
het,,
advies,,
kunt,,
u,,B_PER_1
direct,,
gebruiken,,
om,,
een,,
aanzet,,
te,,
maken,,
voor,,
de,,
waterparagraaf,,
in,,
de,,
ruimtelijke,,
onderbouwing,,
.,,
De,,
watertoets,,
is,,
een,,
procesinstrument,,
dat,,
is,,
verankerd,,
in,,
de,,
Wet,,
Ruimtelijke,,
Ordening,,
(,,
WRO,,
),,
",",,
het,,
Besluit,,
Ruimtelijke,,
Ordening,,
(,,
BRO,,
),,
en,,
het,,
Nationaal,,
Bestuursakkoord,,
Water,,
(,,
NBW,,
),,
2011,,
.,,
De,,
bedoeling,,
van,,
het,,
instrument,,
is,,
om,,
wateraspecten,,
van,,
meet,,
af,,
aan,,
mee,,
te,,
nemen,,
bij,,
ruimtelijke,,
plannen,,
en,,
besluiten,,
.,,
Het,,
gaat,,
hierbij,,
om,,
zes,,
thema's,,
:,,
waterkwantiteit,,
",",,
waterkwaliteit,,
",",,
waterkeringen,,
",",,
wegen,,
",",,
afvalwaterketen,,
en,,
beheer,,
&,,
onderhoud,,
van,,
nieuw,,
en,,
bestaand,,
oppervlaktewater,,
.,,
Beleid,,
Hoogheemraadschap,,
Hollands,,
Noorderkwartier,,
Hoogheemraadschap,,
Hollands,,
Noorderkwartier,,
heeft,,
samen,,
met,,
haar,,
partners,,
haar,,
waterbeleid,,
op,,
lange,,
termijn,,
(,,
Deltavisie,,
),,
en,,
op,,
middellange,,
termijn,,
(,,
Waterprogramma,,
2016-2021,,
),,
opgesteld,,
.,,
In,,
het,,
Waterprogramma,,
2016-2021,,
(,,
voorheen,,
waterbeheersplan,,
),,
zijn,,
de,,
programma's,,
en,,
beheerstaken,,
van,,
het,,
hoogheemraadschap,,
opgenomen,,
met,,
de,,
programmering,,
en,,
uitvoering,,
van,,
het,,
waterbeheer,,
.,,
Het,,
programma,,
is,,
nodig,,
om,,
het,,
beheersgebied,,
klimaatbestendig,,
te,,
maken,,
",",,
toegespitst,,
op,,
de,,
thema,,
s,,
waterveiligheid,,
",",,
wateroverlast,,
",",,
watertekort,,
",",,
schoon,,
en,,
gezond,,
water,,
en,,
crisisbeheersing,,
.,,
Door,,
het,,
veranderende,,
klimaat,,
wordt,,
het,,
waterbeheer,,
steeds,,
complexer,,
.,,
Alleen,,
door,,
slim,,
samen,,
te,,
werken,,
is,,
integraal,,
en,,
doelmatig,,
waterbeheer,,
mogelijk,,
.,,
Bij,,
de,,
ontwikkeling,,
van,,
het,,
Waterprogramma,,
is,,
hieraan,,
invulling,,
gegeven,,
door,,
middel,,
van,,
een,,
partnerproces,,
en,,
de,,
ontwikkeling,,
van,,
gezamenlijke,,
bouwstenen,,
.,,
Daarnaast,,
beschikt,,
het,,
Hoogheemraadschap,,
over,,
een,,
verordening,,
:,,
de,,
Keur,,
2016,,
.,,
Hierin,,
staan,,
de,,
geboden,,
en,,
verboden,,
die,,
betrekking,,
hebben,,
op,,
watergangen,,
en,,
waterkeringen,,
.,,
Voor,,
het,,
uitvoeren,,
van,,
werkzaamheden,,
kan,,
een,,
vergunning,,
nodig,,
zijn,,
.,,
De,,
werkzaamheden,,
in,,
of,,
nabij,,
de,,
watergangen,,
en,,
waterkeringen,,
worden,,
getoetst,,
aan,,
de,,
beleidsregels,,
die,,
u,,B_PER_1
op,,
onze,,
website,,
kunt,,
vinden,,
(,,
https://www.hhnk.nl/portaal/keur_41208/).,,
Verharding,,
en,,
compenserende,,
maatregelen,,
Uit,,
uw,,B_PER_1
gegevens,,
blijkt,,
dat,,
er,,
geen,,
/,,
slechts,,
in,,
zeer,,
beperkte,,
mate,,
sprake,,
is,,
van,,
een,,
toename,,
van,,
de,,
verharding,,
.,,
Omdat,,
dit,,
een,,
dermate,,
klein,,
gevolg,,
heeft,,
voor,,
de,,
waterhuishoudkundige,,
situatie,,
hoeven,,
er,,
geen,,
compenserende,,
maatregelen,,
uitgevoerd,,
te,,
worden,,
.,,
Waterkwaliteit,,
en,,
riolering,,
In,,
het,,
plan,,
wordt,,
een,,
gescheiden,,
riolering,,
aangelegd,,
",",,
waarbij,,
het,,
hemelwater,,
wordt,,
afgekoppeld,,
van,,
de,,
riolering,,
.,,
Dit,,
komt,,
overeen,,
met,,
de,,
basisdoelstelling,,
van,,
het,,
hoogheemraadschap,,
om,,
het,,
hemelwater,,
van,,
nieuwe,,
oppervlakken,,
zoveel,,
mogelijk,,
te,,
scheiden,,
van,,
het,,
afvalwater,,
.,,
Voorwaarde,,
is,,
wel,,
dat,,
het,,
hemelwater,,
als,,
schoon,,
kan,,
worden,,
beschouwd,,
.,,
Bij,,
voorkeur,,
wordt,,
afstromend,,
hemelwater,,
van,,
verharde,,
oppervlakken,,
eerst,,
voorgezuiverd,,
door,,
een,,
berm,,
",",,
wadi,,
of,,
bodempassage,,
.,,
U,,B_PER_1
heeft,,
aangegeven,,
dat,,
er,,
binnen,,
het,,
plan,,
geen,,
sprake,,
is,,
van,,
activiteiten,,
die,,
als,,
gevolg,,
kunnen,,
hebben,,
dat,,
vervuild,,
hemelwater,,
naar,,
het,,
oppervlaktewater,,
afstroomt,,
.,,
Het,,
hemelwater,,
kan,,
dus,,
als,,
schoon,,
worden,,
beschouwd,,
.,,
Het,,
is,,
daarom,,
niet,,
doelmatig,,
om,,
het,,
af,,
te,,
voeren,,
naar,,
de,,
rioolwaterzuiveringsinrichting,,
(,,
rwzi,,
),,
.,,
Dit,,
betekent,,
dat,,
we,,
voor,,
de,,
nieuwe,,
ontwikkeling,,
adviseren,,
om,,
een,,
gescheiden,,
stelsel,,
aan,,
te,,
leggen,,
.,,
Wij,,
adviseren,,
om,,
met,,
het,,
oog,,
op,,
de,,
waterkwaliteit,,
het,,
gebruik,,
van,,
uitloogbare,,
materialen,,
zoals,,
koper,,
",",,
lood,,
en,,
zink,,
zoveel,,
mogelijk,,
te,,
voorkomen,,
.,,
Tot,,
Slot,,
De,,
initiatiefnemer,,
van,,
het,,
plan,,
is,,
zelf,,
verantwoordelijk,,
voor,,
de,,
regeling,,
",",,
financiering,,
en,,
de,,
realisatie,,
van,,
alle,,
maatregelen,,
die,,
voortvloeien,,
uit,,
het,,
plan,,
.,,
Mocht,,
de,,
inhoud,,
van,,
het,,
plan,,
wijzigen,,
",",,
dan,,
verzoeken,,
wij,,
u,,B_PER_1
vriendelijk,,
ons,,
een,,
geactualiseerde,,
versie,,
toe,,
te,,
sturen,,
.,,
Ook,,
ontvangen,,
wij,,
graag,,
een,,
exemplaar,,
van,,
het,,
definitieve,,
en,,
goedgekeurde,,
plan,,
.,,
Wij,,
vertrouwen,,
erop,,
u,,B_PER_1
hiermee,,
voldoende,,
te,,
hebben,,
geïnformeerd,,
.,,
Mochten,,
er,,
desondanks,,
vragen,,
zijn,,
",",,
dan,,
kunt,,
u,,B_PER_1
contact,,
opnemen,,
via,,
72,,
-,,
582,,
8282,,
en,,
vragen,,
naar,,
de,,
contactpersoon,,
voor,,
uw,,B_PER_1
gemeente,,
.,,
De,,
WaterToets,,
2017,,
