	token	gold	model
91	hoe	['']	[]
92	in	['']	[]
93	uw	['B_PER_1']	[]
94	plan	['']	[]
95	rekening	['']	[]
96	kan	['']	[]
97	worden	['']	[]
98	gehouden	['']	[]
99	deze	['']	[]
100	waterhuishoudkundige	['']	[]
101	belangen	['']	[]
102	.	['']	[]
103	Om	['']	[]
104	het	['']	[]
105	watertoetsproces	['']	[]
106	zo	['']	[]
107	vlot	['']	[]
108	mogelijk	['']	[]
109	te	['']	[]
110	laten	['']	[]
111	verlopen	['']	[]
112	,	['']	[]
113	sturen	['']	[]
114	wij	['']	['B_PER_3']
115	u	['B_PER_1']	['I_PER_5']
116	als	['']	[]
117	bijlage	['']	[]
118	een	['']	[]
119	automatisch	['']	[]
120	gegenereerd	['']	[]
121	concept	['']	[]
122	wateradvies	['']	[]
123	.	['']	[]
124	Dit	['']	[]
125	conceptadvies	['']	[]
126	is	['']	[]
127	in	['']	[]
128	twee	['']	[]
129	delen	['']	[]
130	opgesplitst	['']	[]
131	.	['']	[]
132	In	['']	[]
133	het	['']	[]
134	eerste	['']	[]
135	deel	['']	[]
136	van	['']	[]
137	het	['']	[]
138	conceptadvies	['']	[]
139	geven	['']	[]
140	wij	['']	['B_PER_3']
141	aan	['']	[]
142	over	['']	[]
143	welke	['']	[]
144	onderwerpen	['']	[]
145	nader	['']	[]
146	overleg	['']	[]
147	met	['']	[]
148	het	['']	[]
149	hoogheemraadschap	['']	[]
150	noodzakelijk	['']	[]
151	is	['']	[]
152	.	['']	[]
153	Het	['']	[]
154	tweede	['']	[]
155	deel	['']	[]
156	van	['']	[]
157	het	['']	[]
158	conceptadvies	['']	[]
159	bevat	['']	[]
160	de	['']	[]
161	onderwerpen	['']	[]
162	die	['']	[]
163	slechts	['']	[]
164	een	['']	[]
165	beperkte	['']	[]
166	invloed	['']	[]
167	hebben	['']	[]
168	op	['']	[]
169	de	['']	[]
170	belangen	['']	[]
171	van	['']	[]
172	het	['']	[]
173	hoogheemraadschap	['']	[]
174	en	['']	[]
175	die	['']	[]
176	ondervangen	['']	[]
177	kunnen	['']	[]
178	worden	['']	[]
179	met	['']	[]
180	standaard	['']	[]
181	maatregelen	['']	[]
182	.	['']	[]
183	Dit	['']	[]
184	tweede	['']	[]
185	deel	['']	[]
186	van	['']	[]
187	het	['']	[]
188	advies	['']	[]
189	kunt	['']	[]
190	u	['B_PER_1']	['B_PER_6']
191	gebruiken	['']	[]
192	om	['']	[]
193	alvast	['']	[]
194	een	['']	[]
195	eerste	['']	[]
196	aanzet	['']	[]
197	te	['']	[]
198	geven	['']	[]
199	tot	['']	[]
200	de	['']	[]
201	waterparagraaf	['']	[]
202	in	['']	[]
203	de	['']	[]
204	ruimtelijke	['']	[]
205	onderbouwing	['']	[]
206	.	['']	[]
207	Wij	['']	['B_PER_3']
208	nemen	['']	[]
209	binnen	['']	[]
210	drie	['']	[]
211	weken	['']	[]
212	contact	['']	[]
213	met	['']	[]
214	u	['B_PER_1']	['B_PER_7']
215	op	['']	[]
216	om	['']	[]
217	nadere	['']	[]
218	afspraken	['']	[]
219	te	['']	[]
220	maken	['']	[]
221	en	['']	[]
222	advies	['']	[]
223	te	['']	[]
224	geven	['']	[]
225	over	['']	[]
226	de	['']	[]
227	nog	['']	[]
228	openstaande	['']	[]
229	waterbelangen	['']	[]
230	.	['']	[]
231	Als	['']	[]
232	u	['B_PER_1']	['B_PER_8']
233	eerder	['']	[]
234	een	['']	[]
235	afspraak	['']	[]
236	wilt	['']	[]
237	maken	['']	[]
238	,	['']	[]
239	dan	['']	[]
240	kunt	['']	[]
241	u	['B_PER_1']	['B_PER_9']
242	contact	['']	[]
243	met	['']	[]
244	ons	['']	['B_PER_3']
245	opnemen	['']	[]
246	via	['']	[]
247	ons	['']	['B_PER_3']
248	algemene	['']	[]
249	nummer	['']	[]
250	72	['']	[]
251	582	['']	[]
252	8282	['']	[]
253	en	['']	[]
254	vragen	['']	[]
255	naar	['']	[]
256	de	['']	[]
257	contactpersoon	['']	[]
258	voor	['']	[]
259	de	['']	[]
260	gemeente	['']	[]
261	waarin	['']	[]
262	uw	['B_PER_1']	[]
263	plan	['']	[]
264	zich	['']	[]
265	bevindt	['']	[]
266	.	['']	[]
267	Naast	['']	[]
268	het	['']	[]
269	bijgevoegde	['']	[]
270	conceptadvies	['']	[]
271	kunt	['']	[]
272	u	['B_PER_1']	['B_PER_10']
273	op	['']	[]
274	onze	['']	['B_PER_3']
275	website	['']	[]
276	meer	['']	[]
277	informatie	['']	[]
278	vinden	['']	[]
279	over	['']	[]
280	de	['']	[]
281	watertoets	['']	[]
282	in	['']	[]
283	het	['']	[]
284	algemeen	['']	[]
285	:	['']	[]
286	https://www.hhnk.nl/portaal/schoon-en-gezond-water_3556/item/watertoets_3017.html.	['']	[]
287	LET	['']	[]
288	OP	['']	[]
289	:	['']	[]
290	Het	['']	[]
291	(	['']	[]
292	concept	['']	[]
293	)	['']	[]
294	wateradvies	['']	[]
295	is	['']	[]
296	geen	['']	[]
297	aanvraag	['']	[]
298	voor	['']	[]
299	een	['']	[]
300	Watervergunning	['']	[]
301	.	['']	[]
302	Onze	['']	['B_PER_3']
303	conclusie	['']	[]
304	en	['']	[]
305	wateradvies	['']	[]
306	mogen	['']	[]
307	alleen	['']	[]
308	gebruikt	['']	[]
309	worden	['']	[]
310	tijdens	['']	[]
311	de	['']	[]
312	(	['']	[]
313	ruimtelijke	['']	[]
314	)	['']	[]
315	planvormingfase	['']	[]
316	.	['']	[]
317	U	['B_PER_1']	['B_PER_11']
318	dient	['']	[]
319	zelf	['']	[]
320	na	['']	[]
321	te	['']	[]
322	gaan	['']	[]
323	welke	['']	[]
324	vergunningen	['']	[]
325	nodig	['']	[]
326	zijn	['']	[]
327	om	['']	[]
328	het	['']	[]
329	plan	['']	[]
330	te	['']	[]
331	realiseren	['']	[]
332	.	['']	[]
333	Bij	['']	[]
334	het	['']	[]
335	hoogheemraadschap	['']	[]
336	dient	['']	[]
337	u	['B_PER_1']	['B_PER_10']
338	wellicht	['']	[]
339	een	['']	[]
340	Watervergunning	['']	[]
341	aan	['']	[]
342	te	['']	[]
343	vragen	['']	[]
344	of	['']	[]
345	een	['']	[]
346	melding	['']	[]
347	te	['']	[]
348	doen	['']	[]
349	.	['']	[]
350	Meer	['']	[]
351	informatie	['']	[]
352	over	['']	[]
353	de	['']	[]
354	Watervergunning	['']	[]
355	vindt	['']	[]
356	u	['B_PER_1']	['B_PER_10']
357	op	['']	[]
358	https://www.hhnk.nl/portaal/vergunningen-en-ontheffingen_3529/.	['']	[]
359	Met	['']	[]
360	vriendelijke	['']	[]
361	groet	['']	[]
362	,	['']	[]
363	Hoogheemraadschap	['']	[]
364	Hollands	['']	[]
365	Noorderkwartier	['']	[]
366	Postbus	['']	[]
367	250	['']	[]
368	1700	['']	[]
369	AG	['']	[]
370	HEERHUGOWAARD	['']	[]
371	T	['']	[]
372	72	['']	[]
373	582	['']	[]
374	8282	['']	[]
375	F	['']	[]
376	72	['']	[]
377	582	['']	[]
378	7010	['']	[]
379	E	['']	[]
380	info@hhnk.nl	['']	[]
381	W	['']	[]
382	www.hhnk.nl	['']	[]
383	CONCEPT	['']	[]
384	Wateradvies	['']	[]
385	Via	['']	[]
386	de	['']	[]
387	Digitale	['']	[]
388	Watertoets	['']	[]
389	(	['']	[]
390	www.dewatertoets.nl)	['']	[]
391	heeft	['']	[]
392	u	['B_PER_1']	['B_PER_12']
393	Hoogheemraadschap	['']	[]
394	Hollands	['']	[]
395	Noorderkwartier	['']	[]
396	gevraagd	['']	[]
397	een	['']	[]
398	reactie	['']	[]
399	te	['']	[]
400	geven	['']	[]
401	op	['']	[]
402	het	['']	[]
403	plan	['']	[]
404	Bestemmingsplan	['']	[]
405	Purmerweg	['']	[]
406	19-21	['']	[]
407	2018	['']	[]
408	.	['']	[]
409	Uit	['']	[]
410	de	['']	[]
411	ingediende	['']	[]
412	gegevens	['']	[]
413	is	['']	[]
414	gebleken	['']	[]
415	dat	['']	[]
416	er	['']	[]
417	voor	['']	[]
418	één	['']	[]
419	of	['']	[]
420	meerdere	['']	[]
421	wateraspecten	['']	[]
422	nader	['']	[]
423	overleg	['']	[]
424	noodzakelijk	['']	[]
425	is	['']	[]
426	met	['']	[]
427	het	['']	[]
428	hoogheemraadschap	['']	[]
429	.	['']	[]
430	Deze	['']	[]
431	aspecten	['']	[]
432	benoemen	['']	[]
433	wij	['']	['B_PER_3']
434	in	['']	[]
435	het	['']	[]
436	eerste	['']	[]
437	deel	['']	[]
438	van	['']	[]
439	dit	['']	[]
440	concept	['']	[]
441	wateradvies	['']	[]
442	.	['']	[]
443	In	['']	[]
444	het	['']	[]
445	tweede	['']	[]
446	deel	['']	[]
447	komen	['']	[]
448	de	['']	[]
449	onderwerpen	['']	[]
450	aan	['']	[]
451	bod	['']	[]
452	die	['']	[]
453	slechts	['']	[]
454	een	['']	[]
455	beperkte	['']	[]
456	invloed	['']	[]
457	hebben	['']	[]
458	op	['']	[]
459	de	['']	[]
460	belangen	['']	[]
461	van	['']	[]
462	het	['']	[]
463	hoogheemraadschap	['']	[]
464	en	['']	[]
465	die	['']	[]
466	hierdoor	['']	[]
467	ondervangen	['']	[]
468	kunnen	['']	[]
469	worden	['']	[]
470	met	['']	[]
471	standaard	['']	[]
472	maatregelen	['']	[]
473	.	['']	[]
474	Dit	['']	[]
475	deel	['']	[]
476	van	['']	[]
477	het	['']	[]
478	advies	['']	[]
479	kunt	['']	[]
480	u	['B_PER_1']	['B_PER_13']
481	gebruiken	['']	[]
482	om	['']	[]
483	alvast	['']	[]
484	een	['']	[]
485	eerste	['']	[]
486	aanzet	['']	[]
487	te	['']	[]
488	geven	['']	[]
489	tot	['']	[]
490	de	['']	[]
491	waterparagraaf	['']	[]
492	in	['']	[]
493	de	['']	[]
494	ruimtelijke	['']	[]
495	onderbouwing	['']	[]
496	van	['']	[]
497	uw	['B_PER_1']	[]
498	plan	['']	[]
499	.	['']	[]
500	DEEL	['']	[]
501	I	['']	[]
502	Hieronder	['']	[]
503	vindt	['']	[]
504	u	['B_PER_1']	['B_PER_14']
505	de	['']	[]
506	aspecten	['']	[]
507	waarover	['']	[]
508	nader	['']	[]
509	contact	['']	[]
510	met	['']	[]
511	het	['']	[]
512	hoogheemraadschap	['']	[]
513	noodzakelijk	['']	[]
514	is	['']	[]
515	:	['']	[]
516	Het	['']	[]
517	ingetekende	['']	[]
518	plangebied	['']	[]
519	heeft	['']	[]
520	de	['']	[]
521	volgende	['']	[]
522	zoneringen	['']	[]
523	(	['']	[]
524	kaartlagen	['']	[]
525	)	['']	[]
526	geraakt	['']	[]
527	:	['']	[]
528	-	['']	[]
529	Zonering	['']	[]
530	regionale	['']	[]
531	waterkering	['']	[]
532	-	['']	[]
533	Zonering	['']	[]
534	primaire	['']	[]
535	waterlopen	['']	[]
536	Wij	['']	['B_PER_15']
537	nemen	['']	[]
538	binnen	['']	[]
539	drie	['']	[]
540	weken	['']	[]
541	contact	['']	[]
542	met	['']	[]
543	u	['B_PER_1']	['B_PER_16']
544	op	['']	[]
545	om	['']	[]
546	nadere	['']	[]
547	afspraken	['']	[]
548	te	['']	[]
549	maken	['']	[]
550	en	['']	[]
551	te	['']	[]
552	komen	['']	[]
553	tot	['']	[]
554	advies	['']	[]
555	over	['']	[]
556	bovenstaande	['']	[]
557	waterbelangen	['']	[]
558	.	['']	[]
559	DEEL	['']	[]
560	II	['']	[]
561	Dit	['']	[]
562	tweede	['']	[]
563	deel	['']	[]
564	van	['']	[]
565	het	['']	[]
566	advies	['']	[]
567	kunt	['']	[]
568	u	['B_PER_1']	['B_PER_17']
569	direct	['']	[]
570	gebruiken	['']	[]
571	om	['']	[]
572	een	['']	[]
573	aanzet	['']	[]
574	te	['']	[]
575	maken	['']	[]
576	voor	['']	[]
577	de	['']	[]
578	waterparagraaf	['']	[]
579	in	['']	[]
580	de	['']	[]
581	ruimtelijke	['']	[]
582	onderbouwing	['']	[]
583	.	['']	[]
584	De	['']	[]
585	watertoets	['']	[]
586	is	['']	[]
587	een	['']	[]
588	procesinstrument	['']	[]
589	dat	['']	[]
590	is	['']	[]
591	verankerd	['']	[]
592	in	['']	[]
593	de	['']	[]
594	Wet	['']	[]
595	Ruimtelijke	['']	[]
596	Ordening	['']	[]
597	(	['']	[]
598	WRO	['']	[]
599	)	['']	[]
600	,	['']	[]
601	het	['']	[]
602	Besluit	['']	[]
603	Ruimtelijke	['']	[]
604	Ordening	['']	[]
605	(	['']	[]
606	BRO	['']	[]
607	)	['']	[]
608	en	['']	[]
609	het	['']	[]
610	Nationaal	['']	[]
611	Bestuursakkoord	['']	[]
612	Water	['']	[]
613	(	['']	[]
614	NBW	['']	[]
615	)	['']	[]
616	201	['']	[]
617	1	['']	[]
618	.	['']	[]
619	De	['']	[]
620	bedoeling	['']	[]
621	van	['']	[]
622	het	['']	[]
623	instrument	['']	[]
624	is	['']	[]
625	om	['']	[]
626	wateraspecten	['']	[]
627	van	['']	[]
628	meet	['']	[]
629	af	['']	[]
630	aan	['']	[]
631	mee	['']	[]
632	te	['']	[]
633	nemen	['']	[]
634	bij	['']	[]
635	ruimtelijke	['']	[]
636	plannen	['']	[]
637	en	['']	[]
638	besluiten	['']	[]
639	.	['']	[]
640	Het	['']	[]
641	gaat	['']	[]
642	hierbij	['']	[]
643	om	['']	[]
644	zes	['']	[]
645	thema's	['']	[]
646	:	['']	[]
647	waterkwantiteit	['']	[]
648	,	['']	[]
649	waterkwaliteit	['']	[]
650	,	['']	[]
651	waterkeringen	['']	[]
652	,	['']	[]
653	wegen	['']	[]
654	,	['']	[]
655	afvalwaterketen	['']	[]
656	en	['']	[]
657	beheer	['']	[]
658	&	['']	[]
659	onderhoud	['']	[]
660	van	['']	[]
661	nieuw	['']	[]
662	en	['']	[]
663	bestaand	['']	[]
664	oppervlaktewater	['']	[]
665	.	['']	[]
666	Beleid	['']	[]
667	Hoogheemraadschap	['']	[]
668	Hollands	['']	[]
669	Noorderkwartier	['']	[]
670	Hoogheemraadschap	['']	[]
671	Hollands	['']	[]
672	Noorderkwartier	['']	[]
673	heeft	['']	[]
674	samen	['']	[]
675	met	['']	[]
676	haar	['']	['B_PER_18']
677	partners	['']	['I_PER_19']
678	haar	['']	['I_PER_19']
679	waterbeleid	['']	[]
680	op	['']	[]
681	lange	['']	[]
682	termijn	['']	[]
683	(	['']	[]
684	Deltavisie	['']	[]
685	)	['']	[]
686	en	['']	[]
687	op	['']	[]
688	middellange	['']	[]
689	termijn	['']	[]
690	(	['']	[]
691	Waterprogramma	['']	[]
692	2016-2021	['']	[]
693	)	['']	[]
694	opgesteld	['']	[]
695	.	['']	[]
696	In	['']	[]
697	het	['']	[]
698	Waterprogramma	['']	[]
699	2016-2021	['']	[]
700	(	['']	[]
701	voorheen	['']	[]
702	waterbeheersplan	['']	[]
703	)	['']	[]
704	zijn	['']	[]
705	de	['']	[]
706	programma's	['']	[]
707	en	['']	[]
708	beheerstaken	['']	[]
709	van	['']	[]
710	het	['']	[]
711	hoogheemraadschap	['']	[]
712	opgenomen	['']	[]
713	met	['']	[]
714	de	['']	[]
715	programmering	['']	[]
716	en	['']	[]
717	uitvoering	['']	[]
718	van	['']	[]
719	het	['']	[]
720	waterbeheer	['']	[]
721	.	['']	[]
722	Het	['']	[]
723	programma	['']	[]
724	is	['']	[]
725	nodig	['']	[]
726	om	['']	[]
727	het	['']	[]
728	beheersgebied	['']	[]
729	klimaatbestendig	['']	[]
730	te	['']	[]
731	maken	['']	[]
732	,	['']	[]
733	toegespitst	['']	[]
734	op	['']	[]
735	de	['']	[]
736	thema	['']	[]
737	s	['']	[]
738	waterveiligheid	['']	[]
739	,	['']	[]
740	wateroverlast	['']	[]
741	,	['']	[]
742	watertekort	['']	[]
743	,	['']	[]
744	schoon	['']	[]
745	en	['']	[]
746	gezond	['']	[]
747	water	['']	[]
748	en	['']	[]
749	crisisbeheersing	['']	[]
750	.	['']	[]
751	Door	['']	[]
752	het	['']	[]
753	veranderende	['']	[]
754	klimaat	['']	[]
755	wordt	['']	[]
756	het	['']	[]
757	waterbeheer	['']	[]
758	steeds	['']	[]
759	complexer	['']	[]
760	.	['']	[]
761	Alleen	['']	[]
762	door	['']	[]
763	slim	['']	[]
764	samen	['']	[]
765	te	['']	[]
766	werken	['']	[]
767	is	['']	[]
768	integraal	['']	[]
769	en	['']	[]
770	doelmatig	['']	[]
771	waterbeheer	['']	[]
772	mogelijk	['']	[]
773	.	['']	[]
774	Bij	['']	[]
775	de	['']	[]
776	ontwikkeling	['']	[]
777	van	['']	[]
778	het	['']	[]
779	Waterprogramma	['']	[]
780	is	['']	[]
781	hieraan	['']	[]
782	invulling	['']	[]
783	gegeven	['']	[]
784	door	['']	[]
785	middel	['']	[]
786	van	['']	[]
787	een	['']	[]
788	partnerproces	['']	[]
789	en	['']	[]
790	de	['']	[]
791	ontwikkeling	['']	[]
792	van	['']	[]
793	gezamenlijke	['']	[]
794	bouwstenen	['']	[]
795	.	['']	[]
796	Daarnaast	['']	[]
797	beschikt	['']	[]
798	het	['']	[]
799	Hoogheemraadschap	['']	[]
800	over	['']	[]
801	een	['']	[]
802	verordening	['']	[]
803	:	['']	[]
804	de	['']	[]
805	Keur	['']	[]
806	2016	['']	[]
807	.	['']	[]
808	Hierin	['']	[]
809	staan	['']	[]
810	de	['']	[]
811	geboden	['']	[]
812	en	['']	[]
813	verboden	['']	[]
814	die	['']	[]
815	betrekking	['']	[]
816	hebben	['']	[]
817	op	['']	[]
818	watergangen	['']	[]
819	en	['']	[]
820	waterkeringen	['']	[]
821	.	['']	[]
822	Voor	['']	[]
823	het	['']	[]
824	uitvoeren	['']	[]
825	van	['']	[]
826	werkzaamheden	['']	[]
827	kan	['']	[]
828	een	['']	[]
829	vergunning	['']	[]
830	nodig	['']	[]
831	zijn	['']	[]
832	.	['']	[]
833	De	['']	[]
834	werkzaamheden	['']	[]
835	in	['']	[]
836	of	['']	[]
837	nabij	['']	[]
838	de	['']	[]
839	watergangen	['']	[]
840	en	['']	[]
841	waterkeringen	['']	[]
842	worden	['']	[]
843	getoetst	['']	[]
844	aan	['']	[]
845	de	['']	[]
846	beleidsregels	['']	[]
847	die	['']	[]
848	u	['B_PER_1']	['B_PER_20']
849	op	['']	[]
850	onze	['']	['B_PER_21']
851	website	['']	[]
852	kunt	['']	[]
853	vinden	['']	[]
854	(	['']	[]
855	https://www.hhnk.nl/portaal/keur_41208/).	['']	[]
856	Verharding	['']	[]
857	en	['']	[]
858	compenserende	['']	[]
859	maatregelen	['']	[]
860	Uit	['']	[]
861	uw	['B_PER_1']	[]
862	gegevens	['']	[]
863	blijkt	['']	[]
864	dat	['']	[]
865	er	['']	[]
866	geen	['']	[]
867	/	['']	[]
868	slechts	['']	[]
869	in	['']	[]
870	zeer	['']	[]
871	beperkte	['']	[]
872	mate	['']	[]
873	sprake	['']	[]
874	is	['']	[]
875	van	['']	[]
876	een	['']	[]
877	toename	['']	[]
878	van	['']	[]
879	de	['']	[]
880	verharding	['']	[]
881	.	['']	[]
882	Omdat	['']	[]
883	dit	['']	[]
884	een	['']	[]
885	dermate	['']	[]
886	klein	['']	[]
887	gevolg	['']	[]
888	heeft	['']	[]
889	voor	['']	[]
890	de	['']	[]
891	waterhuishoudkundige	['']	[]
892	situatie	['']	[]
893	hoeven	['']	[]
894	er	['']	[]
895	geen	['']	[]
896	compenserende	['']	[]
897	maatregelen	['']	[]
898	uitgevoerd	['']	[]
899	te	['']	[]
900	worden	['']	[]
901	.	['']	[]
902	Waterkwaliteit	['']	[]
903	en	['']	[]
904	riolering	['']	[]
905	In	['']	[]
906	het	['']	[]
907	plan	['']	[]
908	wordt	['']	[]
909	een	['']	[]
910	gescheiden	['']	[]
911	riolering	['']	[]
912	aangelegd	['']	[]
913	,	['']	[]
914	waarbij	['']	[]
915	het	['']	[]
916	hemelwater	['']	[]
917	wordt	['']	[]
918	afgekoppeld	['']	[]
919	van	['']	[]
920	de	['']	[]
921	riolering	['']	[]
922	.	['']	[]
923	Dit	['']	[]
924	komt	['']	[]
925	overeen	['']	[]
926	met	['']	[]
927	de	['']	[]
928	basisdoelstelling	['']	[]
929	van	['']	[]
930	het	['']	[]
931	hoogheemraadschap	['']	[]
932	om	['']	[]
933	het	['']	[]
934	hemelwater	['']	[]
935	van	['']	[]
936	nieuwe	['']	[]
937	oppervlakken	['']	[]
938	zoveel	['']	[]
939	mogelijk	['']	[]
940	te	['']	[]
941	scheiden	['']	[]
942	van	['']	[]
943	het	['']	[]
944	afvalwater	['']	[]
945	.	['']	[]
946	Voorwaarde	['']	[]
947	is	['']	[]
948	wel	['']	[]
949	dat	['']	[]
950	het	['']	[]
951	hemelwater	['']	[]
952	als	['']	[]
953	schoon	['']	[]
954	kan	['']	[]
955	worden	['']	[]
956	beschouwd	['']	[]
957	.	['']	[]
958	Bij	['']	[]
959	voorkeur	['']	[]
960	wordt	['']	[]
961	afstromend	['']	[]
962	hemelwater	['']	[]
963	van	['']	[]
964	verharde	['']	[]
965	oppervlakken	['']	[]
966	eerst	['']	[]
967	voorgezuiverd	['']	[]
968	door	['']	[]
969	een	['']	[]
970	berm	['']	[]
971	,	['']	[]
972	wadi	['']	[]
973	of	['']	[]
974	bodempassage	['']	[]
975	.	['']	[]
976	U	['B_PER_1']	['B_PER_22']
977	heeft	['']	[]
978	aangegeven	['']	[]
979	dat	['']	[]
980	er	['']	[]
981	binnen	['']	[]
982	het	['']	[]
983	plan	['']	[]
984	geen	['']	[]
985	sprake	['']	[]
986	is	['']	[]
987	van	['']	[]
988	activiteiten	['']	[]
989	die	['']	[]
990	als	['']	[]
991	gevolg	['']	[]
992	kunnen	['']	[]
993	hebben	['']	[]
994	dat	['']	[]
995	vervuild	['']	[]
996	hemelwater	['']	[]
997	naar	['']	[]
998	het	['']	[]
999	oppervlaktewater	['']	[]
1000	afstroomt	['']	[]
1001	.	['']	[]
1002	Het	['']	[]
1003	hemelwater	['']	[]
1004	kan	['']	[]
1005	dus	['']	[]
1006	als	['']	[]
1007	schoon	['']	[]
1008	worden	['']	[]
1009	beschouwd	['']	[]
1010	.	['']	[]
1011	Het	['']	[]
1012	is	['']	[]
1013	daarom	['']	[]
1014	niet	['']	[]
1015	doelmatig	['']	[]
1016	om	['']	[]
1017	het	['']	[]
1018	af	['']	[]
1019	te	['']	[]
1020	voeren	['']	[]
1021	naar	['']	[]
1022	de	['']	[]
1023	rioolwaterzuiveringsinrichting	['']	[]
1024	(	['']	[]
1025	rwzi	['']	[]
1026	)	['']	[]
1027	.	['']	[]
1028	Dit	['']	[]
1029	betekent	['']	[]
1030	dat	['']	[]
1031	we	['']	['B_PER_23']
1032	voor	['']	[]
1033	de	['']	[]
1034	nieuwe	['']	[]
1035	ontwikkeling	['']	[]
1036	adviseren	['']	[]
1037	om	['']	[]
1038	een	['']	[]
1039	gescheiden	['']	[]
1040	stelsel	['']	[]
1041	aan	['']	[]
1042	te	['']	[]
1043	leggen	['']	[]
1044	.	['']	[]
1045	Wij	['']	['B_PER_23']
1046	adviseren	['']	[]
1047	om	['']	[]
1048	met	['']	[]
1049	het	['']	[]
1050	oog	['']	[]
1051	op	['']	[]
1052	de	['']	[]
1053	waterkwaliteit	['']	[]
1054	het	['']	[]
1055	gebruik	['']	[]
1056	van	['']	[]
1057	uitloogbare	['']	[]
1058	materialen	['']	[]
1059	zoals	['']	[]
1060	koper	['']	[]
1061	,	['']	[]
1062	lood	['']	[]
1063	en	['']	[]
1064	zink	['']	[]
1065	zoveel	['']	[]
1066	mogelijk	['']	[]
1067	te	['']	[]
1068	voorkomen	['']	[]
1069	.	['']	[]
1070	Tot	['']	[]
1071	Slot	['']	[]
1072	De	['']	[]
1073	initiatiefnemer	['']	[]
1074	van	['']	[]
1075	het	['']	[]
1076	plan	['']	[]
1077	is	['']	[]
1078	zelf	['']	[]
1079	verantwoordelijk	['']	[]
1080	voor	['']	[]
1081	de	['']	[]
1082	regeling	['']	[]
1083	,	['']	[]
1084	financiering	['']	[]
1085	en	['']	[]
1086	de	['']	[]
1087	realisatie	['']	[]
1088	van	['']	[]
1089	alle	['']	[]
1090	maatregelen	['']	[]
1091	die	['']	[]
1092	voortvloeien	['']	[]
1093	uit	['']	[]
1094	het	['']	[]
1095	plan	['']	[]
1096	.	['']	[]
1097	Mocht	['']	[]
1098	de	['']	[]
1099	inhoud	['']	[]
1100	van	['']	[]
1101	het	['']	[]
1102	plan	['']	[]
1103	wijzigen	['']	[]
1104	,	['']	[]
1105	dan	['']	[]
1106	verzoeken	['']	[]
1107	wij	['']	['B_PER_23']
1108	u	['B_PER_1']	['I_PER_24']
1109	vriendelijk	['']	[]
1110	ons	['']	['B_PER_23']
1111	een	['']	[]
1112	geactualiseerde	['']	[]
1113	versie	['']	[]
1114	toe	['']	[]
1115	te	['']	[]
1116	sturen	['']	[]
1117	.	['']	[]
1118	Ook	['']	[]
1119	ontvangen	['']	[]
1120	wij	['']	['B_PER_23']
1121	graag	['']	[]
1122	een	['']	[]
1123	exemplaar	['']	[]
1124	van	['']	[]
1125	het	['']	[]
1126	definitieve	['']	[]
1127	en	['']	[]
1128	goedgekeurde	['']	[]
1129	plan	['']	[]
1130	.	['']	[]
1131	Wij	['']	['B_PER_23']
