	token	gold	model
316	coördineren	['']	[]
317	op	['']	[]
318	het	['']	[]
319	gebied	['']	[]
320	1	['']	[]
321	https://www.nrc.nl/nieuws/2022/05/02/nctv-waarschuwde-jaren-voor-polariserende-politieke-	['']	[]
322	partijen-a4119961	['']	[]
323	ah-tk-20212022-2930	['']	[]
324	ISSN	['']	[]
325	921	['']	[]
326	-	['']	[]
327	7398	['']	[]
328	’	['']	[]
329	’s-Gravenhage	['']	[]
330	2022	['']	[]
331	Tweede	['']	[]
332	Kamer	['']	[]
333	,	['']	[]
334	vergaderjaar	['']	[]
335	2021–2022	['']	[]
336	,	['']	[]
337	Aanhangsel	['']	[]
338	1	['']	[]
339	van	['']	[]
340	nationale	['']	[]
341	veiligheid	['']	[]
342	,	['']	[]
343	ook	['']	[]
344	de	['']	[]
345	verantwoordelijkheid	['']	[]
346	om	['']	[]
347	te	['']	[]
348	komen	['']	[]
349	tot	['']	[]
350	integrale	['']	[]
351	analyses	['']	[]
352	die	['']	[]
353	relevant	['']	[]
354	zijn	['']	[]
355	voor	['']	[]
356	de	['']	[]
357	nationale	['']	[]
358	veiligheid	['']	[]
359	.	['']	[]
360	Dit	['']	[]
361	is	['']	[]
362	opgenomen	['']	[]
363	in	['']	[]
364	het	['']	[]
365	Organisatiebesluit	['']	[]
366	van	['']	[]
367	het	['']	[]
368	Ministerie	['']	[]
369	van	['']	[]
370	Justitie	['']	[]
371	en	['']	[]
372	Veiligheid	['']	[]
373	.	['']	[]
374	Om	['']	[]
375	samenwerkingspartners	['']	[]
376	bewust	['']	[]
377	te	['']	[]
378	maken	['']	[]
379	van	['']	[]
380	(	['']	[]
381	mogelijk	['']	[]
382	)	['']	[]
383	zorgwekkende	['']	[]
384	ontwikkelingen	['']	[]
385	en	['']	[]
386	actuele	['']	[]
387	gebeurtenissen	['']	[]
388	in	['']	[]
389	de	['']	[]
390	samenleving	['']	[]
391	,	['']	[]
392	maakte	['']	[]
393	de	['']	['B_PER_3']
394	NCTV	['']	['I_PER_3']
395	tot	['']	[]
396	maart	['']	[]
397	2021	['']	[]
398	Weekberichten	['']	[]
399	Internetmonitoring	['']	[]
400	.	['']	[]
401	De	['']	[]
402	ontvangers	['']	[]
403	,	['']	[]
404	bijvoorbeeld	['']	[]
405	beleidsmedewerkers	['']	[]
406	van	['']	[]
407	gemeenten	['']	[]
408	,	['']	[]
409	konden	['']	[]
410	die	['']	[]
411	Weekberichten	['']	[]
412	gebruiken	['']	[]
413	om	['']	[]
414	inzichten	['']	[]
415	op	['']	[]
416	te	['']	[]
417	doen	['']	[]
418	rond	['']	[]
419	thema’s	['']	[]
420	die	['']	[]
421	relevant	['']	[]
422	waren	['']	[]
423	voor	['']	[]
424	de	['']	[]
425	nationale	['']	[]
426	veiligheid	['']	[]
427	.	['']	[]
428	De	['']	['B_PER_3']
429	NCTV	['']	['I_PER_3']
430	stelde	['']	[]
431	deze	['']	[]
432	Weekberichten	['']	[]
433	niet	['']	[]
434	op	['']	[]
435	in	['']	[]
436	politieke	['']	[]
437	opdracht	['']	[]
438	van	['']	[]
439	het	['']	[]
440	Kabinet	['']	[]
441	of	['']	[]
442	de	['']	[]
443	Minister	['']	[]
444	van	['']	[]
445	Justitie	['']	[]
446	en	['']	[]
447	Veiligheid	['']	[]
448	.	['']	[]
449	Voor	['']	[]
450	het	['']	[]
451	opstellen	['']	[]
452	van	['']	[]
453	Weekberichten	['']	[]
454	werd	['']	[]
455	gebruik	['']	[]
456	gemaakt	['']	[]
457	van	['']	[]
458	open	['']	[]
459	bronnen	['']	[]
460	die	['']	[]
461	voor	['']	[]
462	een	['']	[]
463	ieder	['']	[]
464	toegankelijk	['']	[]
465	zijn	['']	[]
466	als	['']	[]
467	krantenberichten	['']	[]
468	,	['']	[]
469	weten-	['']	[]
470	schappelijke	['']	[]
471	verhandelingen	['']	[]
472	en	['']	[]
473	open	['']	[]
474	online	['']	[]
475	bronnen	['']	[]
476	,	['']	[]
477	zoals	['']	[]
478	Twitterberichten	['']	[]
479	.	['']	[]
480	Hierbij	['']	[]
481	kwamen	['']	[]
482	ook	['']	[]
483	openbare	['']	[]
484	uitingen	['']	[]
485	van	['']	[]
486	relevante	['']	[]
487	personen	['']	[]
488	die	['']	[]
489	veel	['']	[]
490	aandacht	['']	[]
491	kregen	['']	[]
492	en	['']	[]
493	tot	['']	[]
494	discussies	['']	[]
495	leiden	['']	[]
496	,	['']	[]
497	in	['']	[]
498	beeld	['']	[]
499	.	['']	[]
500	Zo	['']	[]
501	is	['']	[]
502	ook	['']	[]
503	een	['']	[]
504	aantal	['']	[]
505	Kamerleden	['B_PER_6']	[]
506	genoemd	['']	[]
507	in	['']	[]
508	die	['']	[]
509	Weekbericht	['']	[]
510	en	['']	[]
511	.	['']	[]
512	In	['']	[]
513	een	['']	[]
514	aantal	['']	[]
515	Weekberichten	['']	[]
516	klonken	['']	[]
517	normatieve	['']	[]
518	stellingnames	['']	[]
519	door	['']	[]
520	over	['']	[]
521	Kamerleden	['']	[]
522	.	['']	[]
523	Dat	['']	[]
524	had	['']	[]
525	niet	['']	[]
526	gemoeten	['']	[]
527	.	['']	[]
528	Analyses	['']	[]
529	en	['']	[]
530	duidingen	['']	[]
531	moeten	['']	[]
532	feitelijk	['']	[]
533	van	['']	[]
534	aard	['']	[]
535	zijn	['']	[]
536	en	['']	[]
537	gericht	['']	[]
538	zijn	['']	[]
539	op	['']	[]
540	relevante	['']	[]
541	ontwikkelingen	['']	[]
542	voor	['']	[]
543	de	['']	[]
544	nationale	['']	[]
545	veiligheid	['']	[]
546	.	['']	[]
547	Hierin	['']	[]
548	is	['']	[]
549	geen	['']	[]
550	ruimte	['']	[]
551	voor	['']	[]
552	persoonlijke	['']	[]
553	meningen	['']	[]
554	,	['']	[]
555	zeker	['']	[]
556	niet	['']	[]
557	over	['']	[]
558	politici	['']	['B_PER_5']
559	.	['']	[]
560	Vraag	['']	[]
561	5	['']	[]
562	en	['']	[]
563	6	['']	[]
564	Klopt	['']	[]
565	het	['']	[]
566	dat	['']	[]
567	uw	['B_PER_3']	[]
568	voorganger	['']	[]
569	aan	['']	[]
570	de	['']	[]
571	Kamer	['']	[]
572	heeft	['']	[]
573	gemeld	['']	[]
574	dat	['']	[]
575	politieke	['']	['B_PER_6']
576	partijen	['']	['I_PER_6']
577	alleen	['']	[]
578	worden	['']	[]
579	gemonitord	['']	[]
580	met	['']	[]
581	het	['']	[]
582	oog	['']	[]
583	op	['']	[]
584	hun	['']	['B_PER_6']
585	eigen	['']	[]
586	veiligheid	['']	[]
587	?	['']	[]
588	Klopt	['']	[]
589	het	['']	[]
590	dus	['']	[]
591	dat	['']	[]
592	de	['']	[]
593	Kamer	['']	[]
594	verkeerd	['']	[]
595	is	['']	[]
596	geïnformeerd	['']	[]
597	?	['']	[]
598	Kunt	['']	[]
599	u	['B_PER_3']	['B_PER_7']
600	dit	['']	[]
601	uitleggen	['']	[]
602	en	['']	[]
603	welke	['']	[]
604	conclusies	['']	[]
605	verbindt	['']	[]
606	u	['B_PER_3']	['B_PER_8']
607	hieraan	['']	[]
608	?	['']	[]
609	Antwoord	['']	[]
610	5	['']	[]
611	en	['']	[]
612	6	['']	[]
613	De	['']	['B_PER_3']
614	NCTV	['']	['I_PER_3']
615	heeft	['']	[]
616	geen	['']	[]
617	bevoegdheid	['']	[]
618	om	['']	[]
619	politieke	['']	['B_PER_6']
620	partijen	['']	['I_PER_6']
621	te	['']	[]
622	monitoren	['']	[]
623	.	['']	[]
624	De	['']	['B_PER_3']
625	NCTV	['']	['I_PER_3']
626	monitort	['']	[]
627	dan	['']	[]
628	ook	['']	[]
629	geen	['']	[]
630	politici	['']	[]
631	en/of	['']	[]
632	politieke	['']	[]
633	partijen	['']	[]
634	in	['']	[]
635	het	['']	[]
636	kader	['']	[]
637	van	['']	[]
638	zijn	['']	['B_PER_9']
639	analysetaak	['']	[]
640	.	['']	[]
641	Naar	['']	[]
642	personen	['']	[]
643	in	['']	[]
644	het	['']	[]
645	Rijksdomein	['']	[]
646	,	['']	[]
647	waaronder	['']	[]
648	politici	['']	[]
649	,	['']	[]
650	kan	['']	[]
651	alleen	['']	[]
652	gekeken	['']	[]
653	worden	['']	[]
654	in	['']	[]
655	het	['']	[]
656	kader	['']	[]
657	van	['']	[]
658	het	['']	[]
659	stelsel	['']	[]
660	Bewaken	['']	[]
661	en	['']	[]
662	Beveiligen	['']	[]
663	,	['']	[]
664	waarbij	['']	[]
665	er	['']	[]
666	specifiek	['']	[]
667	gekeken	['']	[]
668	wordt	['']	[]
669	naar	['']	[]
670	de	['']	[]
671	concrete	['']	[]
672	en	['']	[]
673	voorstelbare	['']	[]
674	dreiging	['']	[]
675	jegens	['']	[]
676	deze	['']	[]
677	politici	['']	[]
678	.	['']	[]
679	Deze	['']	[]
680	taak	['']	[]
681	van	['']	[]
682	de	['']	['B_PER_3']
683	NCTV	['']	['I_PER_3']
684	is	['']	[]
685	specifiek	['']	[]
686	verankert	['']	[]
687	in	['']	[]
688	de	['']	[]
689	Politiewet	['']	[]
690	en	['']	[]
691	wordt	['']	[]
692	uitgevoerd	['']	[]
693	door	['']	[]
694	een	['']	[]
695	specifiek	['']	[]
696	hiertoe	['']	[]
697	uitgeruste	['']	[]
698	afdeling	['']	[]
699	binnen	['']	[]
700	de	['']	['B_PER_3']
701	NCTV	['']	['I_PER_3']
702	.	['']	[]
703	Daarnaast	['']	[]
704	kijkt	['']	[]
705	de	['']	[]
706	analysetak	['']	[]
707	van	['']	[]
708	de	['']	['B_PER_3']
709	NCTV	['']	['I_PER_3']
710	,	['']	[]
711	los	['']	[]
712	van	['']	[]
713	de	['']	[]
714	afdeling	['']	[]
715	die	['']	[]
716	zich	['']	[]
717	bezighoudt	['']	[]
718	met	['']	[]
719	Bewaken	['']	[]
720	en	['']	[]
721	Beveiligen	['']	[]
722	,	['']	[]
723	naar	['']	[]
724	trends	['']	[]
725	en	['']	[]
726	fenomenen	['']	[]
727	op	['']	[]
728	het	['']	[]
729	gebied	['']	[]
730	van	['']	[]
731	de	['']	[]
732	nationale	['']	[]
733	veiligheid	['']	[]
734	.	['']	[]
735	In	['']	[]
736	het	['']	[]
737	discours	['']	[]
738	dat	['']	[]
739	van	['']	[]
740	invloed	['']	[]
741	is	['']	[]
742	op	['']	[]
743	die	['']	[]
744	nationale	['']	[]
745	veiligheid	['']	[]
746	,	['']	[]
747	kunnen	['']	[]
748	ook	['']	[]
749	politici	['']	[]
750	voorkomen	['']	[]
751	die	['']	[]
752	over	['']	[]
753	een	['']	[]
754	onderwerp	['']	[]
755	iets	['']	[]
756	zeggen	['']	[]
757	in	['']	[]
758	de	['']	[]
759	media	['']	[]
760	of	['']	[]
761	op	['']	[]
762	sociale	['']	[]
763	media	['']	[]
764	.	['']	[]
765	In	['']	[]
766	dat	['']	[]
767	kader	['']	[]
768	kan	['']	[]
769	een	['']	['B_PER_10']
770	politicus	['']	['I_PER_10']
771	dus	['']	[]
772	ook	['']	[]
773	voorkomen	['']	[]
774	in	['']	[]
775	de	['']	[]
776	trends	['']	[]
777	fenomenen	['']	[]
778	die	['']	[]
779	de	['']	['B_PER_3']
780	NCTV	['']	['I_PER_3']
781	bekijkt	['']	[]
782	,	['']	[]
783	maar	['']	[]
784	dat	['']	[]
785	is	['']	[]
786	iets	['']	[]
787	anders	['']	[]
788	dan	['']	[]
789	het	['']	[]
790	gericht	['']	[]
791	monitoren	['']	[]
792	van	['']	[]
793	politici	['']	['B_PER_5']
794	en	['']	[]
795	politieke	['']	[]
796	partijen	['']	[]
797	.	['']	[]
798	Dit	['']	[]
799	is	['']	[]
800	naar	['']	[]
801	mijn	['B_PER_3']	['B_PER_10']
802	oordeel	['']	[]
803	in	['']	[]
804	lijn	['']	[]
805	met	['']	[]
806	wat	['']	[]
807	mijn	['B_PER_3']	['B_PER_10']
808	ambtsvoorganger	['']	[]
809	eerder	['']	[]
810	met	['']	[]
811	de	['']	[]
812	Kamer	['']	[]
813	heeft	['']	[]
814	besproken	['']	[]
815	.	['']	[]
816	Vraag	['']	[]
817	7	['']	[]
818	en	['']	[]
819	8	['']	[]
820	Klopt	['']	[]
821	het	['']	[]
822	dat	['']	[]
823	het	['']	[]
824	Kamerlid	['B_PER_4']	[]
825	Kuzu	['I_PER_4']	['B_PER_11']
826	(	['']	[]
827	DENK	['']	[]
828	)	['']	[]
829	door	['']	[]
830	de	['']	['B_PER_3']
831	NCTV	['']	['I_PER_3']
832	is	['']	[]
833	gekenschetst	['']	[]
834	als	['']	[]
835	de	['']	['B_PER_3']
836	«	['']	['I_PER_3']
837	lange	['']	['I_PER_3']
838	arm	['']	['I_PER_3']
839	van	['']	['I_PER_3']
840	Turkije	['']	['I_PER_3']
841	»	['']	[]
842	?	['']	[]
843	Waarom	['']	[]
844	doet	['']	[]
845	de	['']	['B_PER_3']
846	NCTV	['']	['I_PER_3']
847	dit	['']	[]
848	soort	['']	[]
849	discriminerende	['']	[]
850	en	['']	[]
851	aanmatigende	['']	[]
852	uitspraken	['']	[]
853	?	['']	[]
854	Wat	['']	[]
855	zegt	['']	[]
856	dit	['']	[]
857	over	['']	[]
858	de	['']	[]
859	insteek	['']	[]
860	en	['']	[]
861	benadering	['']	[]
862	van	['']	[]
863	de	['']	['B_PER_3']
864	NCTV	['']	['I_PER_3']
865	?	['']	[]
866	Antwoord	['']	[]
867	7	['']	[]
868	en	['']	[]
869	8	['']	[]
870	Zoals	['']	[]
871	aangegeven	['']	[]
872	in	['']	[]
873	antwoord	['']	[]
874	op	['']	[]
875	vragen	['']	[]
876	1	['']	[]
877	,	['']	[]
878	2	['']	[]
879	en	['']	[]
880	3	['']	[]
881	vind	['']	[]
882	ik	['B_PER_3']	['B_PER_12']
883	dat	['']	[]
884	analyses	['']	[]
885	feitelijk	['']	[]
886	van	['']	[]
887	aard	['']	[]
888	dienen	['']	[]
889	te	['']	[]
890	zijn	['']	[]
891	.	['']	[]
892	De	['']	[]
893	Weekberichten	['']	[]
894	zoals	['']	[]
895	u	['B_PER_5']	['B_PER_13']
896	die	['']	[]
897	heeft	['']	[]
898	gezien	['']	[]
899	keren	['']	[]
900	dan	['']	[]
901	ook	['']	[]
902	niet	['']	[]
903	meer	['']	[]
904	terug	['']	[]
905	.	['']	[]
906	In	['']	[]
907	het	['']	[]
908	wetsvoorstel	['']	[]
909	dat	['']	[]
910	momenteel	['']	[]
911	in	['']	[]
912	behandeling	['']	[]
913	is	['']	[]
914	,	['']	[]
915	is	['']	[]
916	namelijk	['']	[]
917	vastgelegd	['']	[]
918	dat	['']	[]
919	de	['']	[]
920	analysetaak	['']	[]
921	van	['']	[]
922	de	['']	['B_PER_3']
923	NCTV	['']	['I_PER_3']
924	is	['']	[]
925	beperkt	['']	[]
926	tot	['']	[]
927	het	['']	[]
928	signaleren	['']	[]
929	,	['']	[]
930	analyseren	['']	[]
931	en	['']	[]
932	duiden	['']	[]
933	van	['']	[]
934	trends	['']	[]
935	en	['']	[]
936	fenomenen	['']	[]
937	op	['']	[]
938	het	['']	[]
939	gebied	['']	[]
940	van	['']	[]
941	terrorismebestrijding	['']	[]
942	en	['']	[]
943	nationale	['']	[]
944	veiligheid	['']	[]
945	.	['']	[]
946	Daarbij	['']	[]
947	is	['']	[]
948	expliciet	['']	[]
949	bepaald	['']	[]
950	dat	['']	[]
951	het	['']	[]
952	doen	['']	[]
953	van	['']	[]
954	onderzoek	['']	[]
955	dat	['']	[]
956	gericht	['']	[]
957	is	['']	[]
958	op	['']	[]
959	personen	['']	[]
960	en	['']	[]
961	organisaties	['']	[]
962	daar	['']	[]
963	niet	['']	[]
964	bij	['']	[]
965	hoort	['']	[]
966	.	['']	[]
967	Tweede	['']	[]
968	Kamer	['']	[]
969	,	['']	[]
970	vergaderjaar	['']	[]
971	2021–2022	['']	[]
972	,	['']	[]
973	Aanhangsel	['']	[]
974	2	['']	[]
975	Vraag	['']	[]
976	9	['']	[]
977	Deelt	['']	[]
978	u	['B_PER_3']	['B_PER_4']
979	de	['']	[]
980	mening	['']	[]
981	dat	['']	[]
982	het	['']	[]
983	niet	['']	[]
984	de	['']	[]
985	taak	['']	[]
986	van	['']	[]
987	de	['']	['B_PER_3']
988	NCTV	['']	['I_PER_3']
989	is	['']	[]
990	een	['']	[]
991	politieke	['']	[]
992	politie	['']	[]
993	te	['']	[]
994	spelen	['']	[]
995	,	['']	[]
996	die	['']	[]
997	niet	['']	[]
998	thuishoort	['']	[]
999	in	['']	[]
1000	een	['']	[]
1001	democratische	['']	[]
1002	rechtsstaat	['']	[]
1003	?	['']	[]
1004	Zo	['']	[]
1005	nee	['']	[]
1006	,	['']	[]
1007	waarom	['']	[]
1008	niet	['']	[]
1009	?	['']	[]
1010	Antwoord	['']	[]
1011	9	['']	[]
1012	Ik	['B_PER_3']	['B_PER_12']
1013	ben	['']	[]
1014	van	['']	[]
1015	mening	['']	[]
1016	dat	['']	[]
1017	er	['']	[]
1018	geen	['']	[]
1019	ruimte	['']	[]
1020	is	['']	[]
1021	in	['']	[]
1022	Nederland	['']	[]
1023	voor	['']	[]
1024	een	['']	[]
1025	politieke	['']	[]
1026	politie	['']	[]
1027	.	['']	[]
1028	Naar	['']	[]
1029	mijn	['B_PER_3']	['B_PER_12']
1030	oordeel	['']	[]
1031	speelt	['']	[]
1032	de	['']	['B_PER_3']
1033	NCTV	['']	['I_PER_3']
1034	die	['']	[]
1035	rol	['']	[]
1036	ook	['']	[]
1037	niet	['']	[]
1038	.	['']	[]
1039	Zoals	['']	[]
1040	op	['']	[]
1041	verschil-	['']	[]
1042	lende	['']	[]
1043	momenten	['']	[]
1044	aangegeven	['']	[]
1045	zijn	['']	[]
1046	er	['']	[]
1047	in	['']	[]
1048	het	['']	[]
1049	verleden	['']	[]
1050	Weekberichten	['']	[]
1051	versche-	['']	[]
1052	nen	['']	[]
1053	van	['']	[]
1054	de	['']	['B_PER_3']
1055	NCTV	['']	['I_PER_3']
1056	die	['']	[]
1057	niet	['']	[]
1058	zo	['']	[]
1059	opgesteld	['']	[]
1060	hadden	['']	[]
1061	moeten	['']	[]
1062	worden	['']	[]
1063	.	['']	[]
1064	Sinds	['']	[]
1065	maart	['']	[]
1066	2021	['']	[]
1067	worden	['']	[]
1068	die	['']	[]
1069	ook	['']	[]
1070	niet	['']	[]
1071	meer	['']	[]
1072	gemaakt	['']	[]
1073	.	['']	[]
1074	Deze	['']	[]
1075	Weekberichten	['']	[]
1076	keren	['']	[]
1077	dan	['']	[]
1078	ook	['']	[]
1079	niet	['']	[]
1080	meer	['']	[]
1081	terug	['']	[]
1082	.	['']	[]
1083	Dit	['']	[]
1084	is	['']	[]
1085	ook	['']	[]
1086	geborgd	['']	[]
1087	onder	['']	[]
1088	het	['']	[]
1089	nieuwe	['']	[]
1090	wetsvoorstel	['']	[]
1091	.	['']	[]
1092	Vraag	['']	[]
1093	10	['']	[]
1094	Welke	['']	[]
1095	informatie	['']	[]
1096	is	['']	[]
1097	er	['']	[]
1098	verzameld	['']	[]
1099	?	['']	[]
1100	Hoe	['']	[]
1101	krijgen	['']	[]
1102	de	['']	[]
1103	betrokken	['']	[]
1104	Kamerleden	['B_PER_6']	[]
1105	inzicht	['']	[]
1106	hierin	['']	[]
1107	?	['']	[]
1108	Antwoord	['']	[]
1109	10	['']	[]
1110	Zoals	['']	[]
1111	blijkt	['']	[]
1112	uit	['']	[]
1113	de	['']	[]
1114	Weekberichten	['']	[]
1115	zijn	['']	[]
1116	open	['']	[]
1117	bronnen	['']	[]
1118	geraadpleegd	['']	[]
1119	die	['']	[]
1120	toegankelijk	['']	[]
1121	zijn	['']	[]
1122	voor	['']	[]
1123	een	['']	[]
1124	ieder	['']	[]
1125	,	['']	[]
1126	waaronder	['']	[]
1127	sociale	['']	[]
1128	media	['']	[]
1129	en	['']	[]
1130	internetfora	['']	[]
1131	,	['']	[]
1132	over	['']	[]
1133	trends	['']	[]
1134	en	['']	[]
1135	ontwikkelingen	['']	[]
1136	op	['']	[]
1137	het	['']	[]
