	token	gold	model
196	u	['B_PER_1']	['B_PER_12']
197	aan	['']	[]
198	wanneer	['']	[]
199	u	['B_PER_1']	['B_PER_13']
200	echt	['']	[]
201	gaat	['']	[]
202	beginnen	['']	[]
203	met	['']	[]
204	de	['']	[]
205	(	['']	[]
206	onderhouds	['']	[]
207	)	['']	[]
208	werkzaamheden	['']	[]
209	,	['']	[]
210	waarvoor	['']	[]
211	u	['B_PER_1']	['B_PER_14']
212	deze	['']	[]
213	keurvergunning	['']	[]
214	hebt	['']	[]
215	aangevraagd	['']	[]
216	.	['']	[]
217	Wilt	['']	[]
218	u	['B_PER_1']	['B_PER_15']
219	dit	['']	[]
220	meldingsformulier	['']	[]
221	tenminste	['']	[]
222	drie	['']	[]
223	werkdagen	['']	[]
224	voordat	['']	[]
225	u	['B_PER_1']	['B_PER_16']
226	start	['']	[]
227	met	['']	[]
228	de	['']	[]
229	werkzaamheden	['']	[]
230	opsturen	['']	[]
231	naar	['']	[]
232	het	['']	[]
233	waterschap	['']	[]
234	?	['']	[]
235	Wij	['']	['B_PER_17']
236	wijzen	['']	[]
237	u	['B_PER_1']	['B_PER_18']
238	met	['']	[]
239	nadruk	['']	[]
240	op	['']	[]
241	het	['']	[]
242	volgende	['']	[]
243	:	['']	[]
244	-	['']	[]
245	Er	['']	[]
246	dient	['']	[]
247	alles	['']	[]
248	in	['']	[]
249	het	['']	[]
250	werk	['']	[]
251	te	['']	[]
252	worden	['']	[]
253	gesteld	['']	[]
254	om	['']	[]
255	te	['']	[]
256	voorkomen	['']	[]
257	dat	['']	[]
258	het	['']	[]
259	waterschap	['']	[]
260	of	['']	[]
261	derden	['']	[]
262	,	['']	[]
263	door	['']	[]
264	het	['']	[]
265	gebruik	['']	[]
266	van	['']	[]
267	deze	['']	[]
268	keurvergunning	['']	[]
269	,	['']	[]
270	schade	['']	[]
271	ondervinden	['']	[]
272	.	['']	[]
273	-	['']	[]
274	Indien	['']	[]
275	de	['']	[]
276	vergunninghouder	['']	[]
277	in	['']	[]
278	gebreke	['']	[]
279	blijft	['']	[]
280	de	['']	[]
281	voorschriften	['']	[]
282	na	['']	[]
283	te	['']	[]
284	leven	['']	[]
285	,	['']	[]
286	is	['']	[]
287	er	['']	[]
288	sprake	['']	[]
289	van	['']	[]
290	een	['']	[]
291	overtreding	['']	[]
292	als	['']	[]
293	bedoeld	['']	[]
294	in	['']	[]
295	de	['']	[]
296	Keur	['']	[]
297	van	['']	[]
298	het	['']	[]
299	Hoogheemraadschap	['']	[]
300	De	['']	[]
301	Stichtse	['']	[]
302	Rijnlanden	['']	[]
303	.	['']	[]
304	-	['']	[]
305	Indien	['']	[]
306	er	['']	[]
307	door	['']	[]
308	het	['']	[]
309	gebruik	['']	[]
310	van	['']	[]
311	deze	['']	[]
312	keurvergunning	['']	[]
313	verontreiniging	['']	[]
314	van	['']	[]
315	oppervlaktewater	['']	[]
316	ontstaat	['']	[]
317	,	['']	[]
318	dan	['']	[]
319	zorgt	['']	[]
320	vergunninghouder	['']	[]
321	ervoor	['']	[]
322	dat	['']	[]
323	dit	['']	[]
324	onmiddellijk	['']	[]
325	en	['']	[]
326	volledig	['']	[]
327	wordt	['']	[]
328	opgeruimd	['']	[]
329	.	['']	[]
330	Poldermolen	['']	[]
331	2	['']	[]
332	Postbus	['']	[]
333	550	['']	[]
334	3990	['']	[]
335	GJ	['']	[]
336	Houten	['']	[]
337	T	['']	[]
338	(	['']	[]
339	30	['']	[]
340	)	['']	[]
341	634	['']	[]
342	57	['']	[]
343	0	['']	[]
344	F	['']	[]
345	(	['']	[]
346	30	['']	[]
347	)	['']	[]
348	634	['']	[]
349	59	['']	[]
350	99	['']	[]
351	post@hdsr.nl	['']	[]
352	www.destichtserijnlanden.nl	['']	[]
353	Keurvergunning	['']	[]
354	d.d.	['']	[]
355	2	['']	[]
356	november	['']	[]
357	2007	['']	[]
358	nr.	['']	[]
359	181170	['']	[]
360	2	['']	[]
361	-	['']	[]
362	Het	['']	[]
363	toepassen	['']	[]
364	van	['']	[]
365	uitlogende	['']	[]
366	materialen	['']	[]
367	is	['']	[]
368	niet	['']	[]
369	toegestaan	['']	[]
370	.	['']	[]
371	Hieronder	['']	[]
372	vallen	['']	[]
373	onder	['']	[]
374	andere	['']	[]
375	gecreosoteerd	['']	[]
376	en	['']	[]
377	gewolmaniseerd	['']	[]
378	hout	['']	[]
379	en	['']	[]
380	bewerkt	['']	[]
381	staal	['']	[]
382	(	['']	[]
383	bijvoorbeeld	['']	[]
384	verzinkt	['']	[]
385	)	['']	[]
386	.	['']	[]
387	-	['']	[]
388	Met	['']	[]
389	betrekking	['']	[]
390	tot	['']	[]
391	de	['']	[]
392	diepte	['']	[]
393	van	['']	[]
394	de	['']	[]
395	primaire	['']	[]
396	watergang	['']	[]
397	is	['']	[]
398	door	['']	[]
399	de	['B_PER_4']	[]
400	heer	['I_PER_4']	['B_PER_19']
401	Westerbeek	['I_PER_4']	['I_PER_19']
402	van	['']	[]
403	onze	['']	['B_PER_20']
404	dienst	['']	[]
405	nog	['']	[]
406	contact	['']	[]
407	met	['']	[]
408	u	['B_PER_1']	['B_PER_21']
409	geweest	['']	[]
410	Bouwstoffenbesluit	['']	[]
411	is	['']	[]
412	van	['']	[]
413	toepassing	['']	[]
414	Uit	['']	[]
415	de	['']	[]
416	aanvraag	['']	[]
417	blijkt	['']	[]
418	dat	['']	[]
419	het	['']	[]
420	Bouwstoffenbesluit	['']	[]
421	van	['']	[]
422	toepassing	['']	[]
423	is	['']	[]
424	.	['']	[]
425	U	['B_PER_1']	['B_PER_22']
426	heeft	['']	[]
427	nog	['']	[]
428	geen	['']	[]
429	melding	['']	[]
430	gedaan	['']	[]
431	voor	['']	[]
432	het	['']	[]
433	Bouwstoffenbesluit	['']	[]
434	.	['']	[]
435	U	['B_PER_1']	['B_PER_23']
436	heeft	['']	[]
437	hiervoor	['']	[]
438	de	['']	[]
439	tijd	['']	[]
440	tot	['']	[]
441	uiterlijk	['']	[]
442	twee	['']	[]
443	werkdagen	['']	[]
444	voor	['']	[]
445	toepassing	['']	[]
446	van	['']	[]
447	de	['']	[]
448	bouwstof(fen	['']	[]
449	)	['']	[]
450	.	['']	[]
451	Vergeet	['']	[]
452	u	['B_PER_1']	['B_PER_24']
453	niet	['']	[]
454	om	['']	[]
455	bij	['']	[]
456	de	['']	[]
457	melding	['']	[]
458	de	['']	[]
459	gevraagde	['']	[]
460	kwaliteitsverklaring	['']	[]
461	(en	['']	[]
462	)	['']	[]
463	van	['']	[]
464	de	['']	[]
465	bouwstof(fen	['']	[]
466	)	['']	[]
467	toe	['']	[]
468	te	['']	[]
469	voegen	['']	[]
470	?	['']	[]
471	Niet	['']	[]
472	eens	['']	[]
473	met	['']	[]
474	de	['']	[]
475	vergunning	['']	[]
476	?	['']	[]
477	Wanneer	['']	[]
478	u	['B_PER_1']	['B_PER_25']
479	het	['']	[]
480	niet	['']	[]
481	eens	['']	[]
482	bent	['']	[]
483	met	['']	[]
484	deze	['']	[]
485	vergunning	['']	[]
486	,	['']	[]
487	dan	['']	[]
488	kunt	['']	[]
489	u	['B_PER_1']	['B_PER_26']
490	hiertegen	['']	[]
491	binnen	['']	[]
492	zes	['']	[]
493	weken	['']	[]
494	na	['']	[]
495	de	['']	[]
496	verzenddatum	['']	[]
497	schriftelijk	['']	[]
498	bezwaar	['']	[]
499	instellen	['']	[]
500	bij	['']	[]
501	ons	['']	['B_PER_27']
502	waterschap	['']	[]
503	.	['']	[]
504	In	['']	[]
505	uw	['B_PER_1']	[]
506	bezwaarschrift	['']	[]
507	legt	['']	[]
508	u	['B_PER_1']	['B_PER_28']
509	uit	['']	[]
510	om	['']	[]
511	wat	['']	[]
512	voor	['']	[]
513	vergunning	['']	[]
514	het	['']	[]
515	gaat	['']	[]
516	en	['']	[]
517	waarom	['']	[]
518	u	['B_PER_1']	['B_PER_29']
519	het	['']	[]
520	niet	['']	[]
521	eens	['']	[]
522	bent	['']	[]
523	met	['']	[]
524	de	['']	[]
525	vergunning	['']	[]
526	.	['']	[]
527	Het	['']	[]
528	bezwaarschrift	['']	[]
529	bevat	['']	[]
530	verder	['']	[]
531	uw	['B_PER_1']	[]
532	handtekening	['']	[]
533	,	['']	[]
534	het	['']	[]
535	kenmerk	['']	[]
536	van	['']	[]
537	de	['']	[]
538	vergunning	['']	[]
539	,	['']	[]
540	uw	['B_PER_1']	[]
541	naam	['']	[]
542	en	['']	[]
543	adres	['']	[]
544	en	['']	[]
545	een	['']	[]
546	dagtekening	['']	[]
547	.	['']	[]
548	Voorlopige	['']	[]
549	voorziening	['']	[]
550	Als	['']	[]
551	er	['']	[]
552	naar	['']	[]
553	uw	['B_PER_1']	[]
554	mening	['']	[]
555	tijdelijke	['']	[]
556	maatregelen	['']	[]
557	nodig	['']	[]
558	zijn	['']	[]
559	waarmee	['']	[]
560	niet	['']	[]
561	tot	['']	[]
562	de	['']	[]
563	beslissing	['']	[]
564	op	['']	[]
565	het	['']	[]
566	bezwaarschrift	['']	[]
567	kan	['']	[]
568	worden	['']	[]
569	gewacht	['']	[]
570	,	['']	[]
571	kunt	['']	[]
572	u	['B_PER_1']	['B_PER_30']
573	een	['']	[]
574	verzoek	['']	[]
575	om	['']	[]
576	een	['']	[]
577	voorlopige	['']	[]
578	voorziening	['']	[]
579	,	['']	[]
580	inclusief	['']	[]
581	schorsing	['']	[]
582	,	['']	[]
583	indienen	['']	[]
584	.	['']	[]
585	Het	['']	[]
586	verzoek	['']	[]
587	richt	['']	[]
588	u	['B_PER_1']	['B_PER_31']
589	aan	['']	[]
590	:	['']	[]
591	de	['']	[]
592	voorzieningenrechter	['']	[]
593	van	['']	[]
594	de	['']	[]
595	rechtbank	['']	[]
596	Utrecht	['']	[]
597	Sector	['']	[]
598	bestuursrecht	['']	[]
599	Postbus	['']	[]
600	13023	['']	[]
601	3507	['']	[]
602	LA	['']	[]
603	Utrecht	['']	[]
604	.	['']	[]
605	Hiervoor	['']	[]
606	zijn	['']	[]
607	griffierechten	['']	[]
608	verschuldigd	['']	[]
609	.	['']	[]
610	Voor	['']	[]
611	natuurlijke	['']	[]
612	personen	['']	[]
613	€	['']	[]
614	-143	['']	[]
615	en	['']	[]
616	voor	['']	[]
617	rechtspersonen	['']	[]
618	€	['']	[]
619	-285	['']	[]
620	.	['']	[]
621	Bij	['']	[]
622	uw	['B_PER_1']	[]
623	verzoek	['']	[]
624	stuurt	['']	[]
625	u	['B_PER_1']	['B_PER_32']
626	zowel	['']	[]
627	een	['']	[]
628	kopie	['']	[]
629	van	['']	[]
630	uw	['B_PER_1']	[]
631	bezwaarschrift	['']	[]
632	als	['']	[]
633	van	['']	[]
634	de	['']	[]
635	vergunning	['']	[]
636	mee	['']	[]
637	.	['']	[]
638	Meer	['']	[]
639	informatie	['']	[]
640	?	['']	[]
641	Wilt	['']	[]
642	u	['B_PER_1']	['B_PER_33']
643	meer	['']	[]
644	informatie	['']	[]
645	over	['']	[]
646	de	['']	[]
647	procedure	['']	[]
648	bij	['']	[]
649	keurvergunningsaanvragen	['']	[]
650	?	['']	[]
651	U	['B_PER_1']	['B_PER_34']
652	kunt	['']	[]
653	dan	['']	[]
654	contact	['']	[]
655	opnemen	['']	[]
656	met	['']	[]
657	mevrouw	['B_PER_2']	['B_PER_35']
658	M.H.M.	['I_PER_2']	['I_PER_35']
659	Hilgeman	['I_PER_2']	['I_PER_35']
660	,	['']	[]
661	op	['']	[]
662	telefoonnummer	['']	[]
663	(	['']	[]
664	30	['']	[]
665	)	['']	[]
666	634	['']	[]
667	58	['']	[]
668	33	['']	[]
669	.	['']	[]
670	Heeft	['']	[]
671	u	['B_PER_1']	['B_PER_36']
672	inhoudelijke	['']	[]
673	vragen	['']	[]
674	of	['']	[]
675	opmerkingen	['']	[]
676	over	['']	[]
677	de	['']	[]
678	keurvergunning	['']	[]
679	,	['']	[]
680	dan	['']	[]
681	kunt	['']	[]
682	u	['B_PER_1']	['B_PER_37']
683	bellen	['']	[]
684	met	['']	[]
685	de	['B_PER_3']	[]
686	heer	['I_PER_3']	['B_PER_35']
687	P.A.	['I_PER_3']	['I_PER_35']
688	Molleman	['I_PER_3']	['I_PER_35']
689	,	['']	[]
690	op	['']	[]
691	telefoonnummer	['']	[]
692	(	['']	[]
693	30	['']	[]
694	)	['']	[]
695	634	['']	[]
696	58	['']	[]
697	13	['']	[]
698	.	['']	[]
699	Algemene	['']	[]
700	informatie	['']	[]
701	kunt	['']	[]
702	u	['B_PER_1']	['B_PER_38']
703	ook	['']	[]
704	op	['']	[]
705	onze	['']	['B_PER_39']
706	website	['']	[]
707	vinden	['']	[]
708	:	['']	[]
709	www.destichtserijnlanden.nl.	['']	[]
710	Op	['']	[]
711	de	['']	[]
712	website	['']	[]
713	staat	['']	[]
714	ook	['']	[]
715	de	['']	[]
716	bekendmaking	['']	[]
717	van	['']	[]
718	deze	['']	[]
719	keurvergunning	['']	[]
720	.	['']	[]
721	Keurvergunning	['']	[]
722	d.d.	['']	[]
723	2	['']	[]
724	november	['']	[]
725	2007	['']	[]
726	nr.	['']	[]
727	181170	['']	[]
728	3	['']	[]
729	HOOFDSTUK	['']	[]
730	1	['']	[]
731	.	['']	[]
732	BESLUIT	['']	[]
733	KEURVERGUNNING	['']	[]
734	Dijkgraaf	['']	[]
735	en	['']	[]
736	hoogheemraden	['']	[]
737	besluiten	['']	[]
738	aan	['']	[]
739	Rijkswaterstaat	['']	[]
740	Directie	['']	[]
741	Utrecht	['']	[]
742	,	['']	[]
743	Postbus	['']	[]
744	650	['']	[]
745	,	['']	[]
746	3430	['']	[]
747	AR	['']	[]
748	Nieuwegein	['']	[]
749	(	['']	[]
750	hierna	['']	[]
751	te	['']	[]
752	noemen	['']	[]
753	vergunninghouder	['']	[]
754	)	['']	[]
755	:	['']	[]
756	1	['']	[]
757	.	['']	[]
758	vergunning	['']	[]
759	te	['']	[]
760	verlenen	['']	[]
761	krachtens	['']	[]
762	artikel	['']	[]
763	37	['']	[]
764	van	['']	[]
765	de	['']	[]
766	Keur	['']	[]
767	van	['']	[]
768	het	['']	[]
769	Hoogheemraadschap	['']	[]
770	De	['']	[]
771	Stichtse	['']	[]
772	Rijnlanden	['']	[]
773	,	['']	[]
774	(	['']	[]
775	van	['']	[]
776	17	['']	[]
777	december	['']	[]
778	1996	['']	[]
779	,	['']	[]
780	kenmerk	['']	[]
781	96.B103	['']	[]
782	)	['']	[]
783	2.	['']	[]
784	ontheffing	['']	[]
785	te	['']	[]
786	verlenen	['']	[]
787	van	['']	[]
788	de	['']	[]
789	verbodsbepalingen	['']	[]
790	genoemd	['']	[]
791	in	['']	[]
792	artikel	['']	[]
793	26	['']	[]
794	(	['']	[]
795	algemene	['']	[]
796	verbodsbepalingen	['']	[]
797	watergangen	['']	[]
798	)	['']	[]
799	van	['']	[]
800	de	['']	[]
801	Keur	['']	[]
802	van	['']	[]
803	het	['']	[]
804	Hoogheemraadschap	['']	[]
805	De	['']	[]
806	Stichtse	['']	[]
807	Rijnlanden	['']	[]
808	,	['']	[]
809	door	['']	[]
810	vergunning	['']	[]
811	te	['']	[]
812	verlenen	['']	[]
813	voor	['']	[]
814	project	['']	[]
815	aansluiting	['']	[]
816	Woerden	['']	[]
817	-	['']	[]
818	Oost	['']	[]
819	op	['']	[]
820	A12	['']	[]
821	nabij	['']	[]
822	Harmelen	['']	[]
823	,	['']	[]
824	in	['']	[]
825	de	['']	[]
826	gemeente	['']	[]
827	Woerden	['']	[]
828	3.	['']	[]
829	aan	['']	[]
830	de	['']	[]
831	vergunning	['']	[]
832	de	['']	[]
833	voorschriften	['']	[]
834	,	['']	[]
835	genoemd	['']	[]
836	in	['']	[]
837	hoofdstuk	['']	[]
838	5	['']	[]
839	en	['']	[]
840	6	['']	[]
841	,	['']	[]
842	te	['']	[]
843	verbinden	['']	[]
844	om	['']	[]
845	tegemoet	['']	[]
846	te	['']	[]
847	komen	['']	[]
848	aan	['']	[]
849	bezwaren	['']	[]
850	van	['']	[]
851	waterstaatkundige	['']	[]
852	aard	['']	[]
853	.	['']	[]
854	4.	['']	[]
855	de	['']	[]
856	bijlagen	['']	[]
857	I	['']	[]
858	(	['']	[]
859	Meldingsformulier	['']	[]
860	start	['']	[]
861	werkzaamheden	['']	[]
862	Keurvergunning	['']	[]
863	)	['']	[]
864	en	['']	[]
865	II	['']	[]
866	(	['']	[]
867	Tekeningen	['']	[]
868	)	['']	[]
869	onderdeel te	['']	[]
870	laten	['']	[]
871	uitmaken	['']	[]
872	van	['']	[]
873	dit	['']	[]
874	besluit	['']	[]
875	5	['']	[]
876	.	['']	[]
877	de	['']	[]
878	vergunning	['']	[]
879	voor	['']	[]
880	een	['']	[]
881	periode	['']	[]
882	van	['']	[]
883	één	['']	[]
884	jaar	['']	[]
885	te	['']	[]
886	verlenen	['']	[]
887	(	['']	[]
888	ingaande	['']	[]
889	op	['']	[]
890	de	['']	[]
891	dag	['']	[]
892	van	['']	[]
893	de	['']	[]
894	inwerkingtreding	['']	[]
895	van	['']	[]
896	de	['']	[]
897	vergunning	['']	[]
898	)	['']	[]
899	HOOFDSTUK	['']	[]
900	2	['']	[]
901	:	['']	[]
902	OVERWEGINGEN	['']	[]
903	2.1	['']	[]
904	Bezwaren	['']	[]
905	van	['']	[]
906	waterstaatkundige	['']	[]
907	aard	['']	[]
908	Tegen	['']	[]
909	de	['']	[]
910	vergunningaanvraag	['']	[]
911	bestaan	['']	[]
912	bezwaren	['']	[]
913	van	['']	[]
914	waterstaatkundige	['']	[]
915	aard	['']	[]
916	.	['']	[]
917	Het	['']	[]
918	gaat	['']	[]
919	in	['']	[]
920	het	['']	[]
921	bijzonder	['']	[]
922	om	['']	[]
923	een	['']	[]
924	verandering	['']	[]
925	in	['']	[]
926	het	['']	[]
927	watersysteem	['']	[]
928	.	['']	[]
929	Om	['']	[]
930	aan	['']	[]
931	deze	['']	[]
932	bezwaren	['']	[]
933	tegemoet	['']	[]
934	te	['']	[]
935	komen	['']	[]
936	houdt	['']	[]
937	vergunninghouder	['']	[]
938	zich	['']	[]
939	aan	['']	[]
940	de	['']	[]
941	voorschriften	['']	[]
942	zoals	['']	[]
943	weergegeven	['']	[]
944	in	['']	[]
945	de	['']	[]
946	hoofdstukken	['']	[]
947	5	['']	[]
948	en	['']	[]
949	6.	['']	[]
950	2.2	['']	[]
951	Beleid	['']	[]
952	Bij	['']	[]
953	het	['']	[]
954	verlenen	['']	[]
955	van	['']	[]
956	deze	['']	[]
957	vergunning	['']	[]
958	is	['']	[]
959	rekening	['']	[]
960	gehouden	['']	[]
961	met	['']	[]
962	:	['']	[]
963	de	['']	[]
964	Beleidsnota	['']	[]
965	dempingen	['']	[]
966	,	['']	[]
967	vastgesteld	['']	[]
968	door	['']	[]
969	het	['']	[]
970	algemeen	['']	[]
971	bestuur	['']	[]
972	op	['']	[]
973	20	['']	[]
974	december	['']	[]
975	2000	['']	[]
976	,	['']	[]
977	kenmerk	['']	[]
978	WBB00.120	['']	[]
979	HOOFDSTUK	['']	[]
980	3	['']	[]
981	.	['']	[]
982	AANVRAAG	['']	[]
983	De	['']	[]
984	vergunning	['']	[]
985	is	['']	[]
986	gebaseerd	['']	[]
987	op	['']	[]
988	de	['']	[]
989	aanvraag	['']	[]
990	van	['']	[]
991	de	['B_PER_5']	[]
992	heer	['I_PER_5']	[]
993	K.	['I_PER_5']	[]
994	Leunge	['I_PER_5']	['B_PER_35']
995	van	['']	['I_PER_35']
996	MNO	['']	[]
997	te	['']	[]
998	Nieuw-	['']	[]
999	Vennep	['']	[]
1000	:	['']	[]
1001	gedateerd	['']	[]
1002	op	['']	[]
1003	13	['']	[]
1004	september	['']	[]
1005	2007	['']	[]
1006	met	['']	[]
1007	kenmerk	['']	[]
1008	jb/33341/avb	['']	[]
1009	ingekomen	['']	[]
1010	op	['']	[]
1011	17	['']	[]
1012	september	['']	[]
1013	2007	['']	[]
1014	onder	['']	[]
1015	nummer	['']	[]
1016	178951-keurlocatie	['']	[]
1017	178951	['']	[]
1018	voor	['']	[]
1019	de	['']	[]
1020	locatie	['']	[]
1021	te	['']	[]
1022	Harmelen	['']	[]
1023	nabij	['']	[]
1024	de	['']	[]
1025	A12	['']	[]
1026	,	['']	[]
1027	in	['']	[]
1028	de	['']	[]
1029	gemeente	['']	[]
1030	Woerden	['']	[]
1031	.	['']	[]
1032	HOOFDSTUK	['']	[]
1033	4	['']	[]
1034	.	['']	[]
1035	Bijzondere	['']	[]
1036	voorschriften	['']	[]
1037	Dempen	['']	[]
1038	van	['']	[]
1039	oppervlaktewater	['']	[]
1040	1	['']	[]
1041	.	['']	[]
1042	De	['']	[]
1043	werkzaamheden	['']	[]
1044	worden	['']	[]
1045	uitgevoerd	['']	[]
1046	zoals	['']	[]
1047	is	['']	[]
1048	aangegeven	['']	[]
1049	op	['']	[]
1050	de	['']	[]
1051	bijgevoegde	['']	[]
1052	gewaarmerkte	['']	[]
1053	tekeningen	['']	[]
1054	en	['']	[]
1055	berekeningsbijlage	['']	[]
1056	,	['']	[]
1057	met	['']	[]
1058	kenmerk	['']	[]
1059	en	['']	[]
1060	datum	['']	[]
1061	zoals	['']	[]
1062	opgesomd	['']	[]
1063	in	['']	[]
1064	Bijlage	['']	[]
1065	II	['']	[]
1066	.	['']	[]
1067	.	['']	[]
1068	2	['']	[]
1069	.	['']	[]
1070	De	['']	[]
1071	watergangen	['']	[]
1072	,	['']	[]
1073	die	['']	[]
1074	worden	['']	[]
1075	gedempt	['']	[]
1076	,	['']	[]
1077	hebben	['']	[]
1078	een	['']	[]
1079	totale	['']	[]
1080	oppervlakte	['']	[]
1081	van	['']	[]
1082	1600	['']	[]
1083	m2	['']	[]
1084	in	['']	[]
1085	peilgebied	['']	[]
1086	A	['']	[]
1087	,	['']	[]
1088	van	['']	[]
1089	28760	['']	[]
1090	M2	['']	[]
1091	in	['']	[]
1092	peilgebied	['']	[]
1093	B	['']	[]
1094	en	['']	[]
1095	2600	['']	[]
1096	.	['']	[]
1097	3	['']	[]
1098	.	['']	[]
1099	Ter	['']	[]
1100	compensatie	['']	[]
1101	van	['']	[]
1102	het	['']	[]
1103	te	['']	[]
1104	dempen	['']	[]
1105	oppervlaktewater	['']	[]
1106	wordt	['']	[]
1107	een	['']	[]
1108	elfde	['']	[]
1109	oppervlakte	['']	[]
1110	vergraven	['']	[]
1111	tot	['']	[]
1112	water	['']	[]
1113	en	['']	[]
1114	wordt	['']	[]
1115	10	['']	[]
1116	%	['']	[]
1117	van	['']	[]
1118	de	['']	[]
1119	verharding	['']	[]
1120	Keurvergunning	['']	[]
1121	d.d.	['']	[]
