	token	gold	model
174	manier	['']	[]
175	een	['']	[]
176	verruiming	['']	[]
177	van	['']	[]
178	de	['']	[]
179	duur	['']	[]
180	van	['']	[]
181	de	['']	[]
182	opvang	['']	[]
183	het	['']	[]
184	beste	['']	[]
185	kan	['']	[]
186	worden	['']	[]
187	gerealiseerd	['']	[]
188	.	['']	[]
189	In	['']	[]
190	deze	['']	[]
191	brief	['']	[]
192	informeer	['']	[]
193	ik	['B_PER_2']	['B_PER_2']
194	u	['B_PER_1']	['I_PER_4']
195	over	['']	[]
196	de	['']	[]
197	uitkomsten	['']	[]
198	van	['']	[]
199	dit	['']	[]
200	overleg	['']	[]
201	.	['']	[]
202	Een	['']	[]
203	afschrift	['']	[]
204	van	['']	[]
205	deze	['']	[]
206	brief	['']	[]
207	stuur	['']	[]
208	ik	['B_PER_2']	['B_PER_2']
209	aan	['']	[]
210	de	['']	[]
211	Tweede	['']	[]
212	Kamer	['']	[]
213	.	['']	[]
214	Voor	['']	[]
215	veteranen	['']	[]
216	die	['']	[]
217	hun	['']	['B_PER_5']
218	woning	['']	[]
219	–	['']	[]
220	door	['']	[]
221	wat	['']	[]
222	voor	['']	[]
223	reden	['']	[]
224	dan	['']	[]
225	ook	['']	[]
226	–	['']	[]
227	moeten	['']	[]
228	verlaten	['']	[]
229	,	['']	[]
230	bestaan	['']	[]
231	er	['']	[]
232	twee	['']	[]
233	hulpregelingen	['']	[]
234	.	['']	[]
235	Dat	['']	[]
236	zijn	['']	[]
237	de	['']	[]
238	BBBB-	['']	[]
239	en	['']	[]
240	de	['']	[]
241	Time	['']	[]
242	Out-	['']	[]
243	regeling	['']	[]
244	.	['']	[]
245	De	['']	[]
246	BBBB-regeling	['']	[]
247	heeft	['']	[]
248	tot	['']	[]
249	doel	['']	[]
250	de	['']	[]
251	behoevende	['']	[]
252	veteraan	['']	[]
253	te	['']	[]
254	ondersteunen	['']	[]
255	bij	['']	[]
256	het	['']	[]
257	overbruggen	['']	[]
258	van	['']	[]
259	de	['']	[]
260	dagen	['']	[]
261	totdat	['']	[]
262	hij	['']	['B_PER_6']
263	of	['']	[]
264	zij	['']	['B_PER_7']
265	terecht	['']	[]
266	kan	['']	[]
267	bij	['']	[]
268	familie	['']	[]
269	,	['']	[]
270	kennissen	['']	[]
271	of	['']	[]
272	gemeentelijke	['']	[]
273	opvangvoorzieningen	['']	[]
274	.	['']	[]
275	De	['']	[]
276	Time	['']	[]
277	Out-	['']	[]
278	voorziening	['']	[]
279	biedt	['']	[]
280	veteranen	['']	[]
281	de	['']	[]
282	mogelijkheid	['']	[]
283	om	['']	[]
284	buiten	['']	[]
285	de	['']	[]
286	thuissituatie	['']	[]
287	tot	['']	[]
288	rust	['']	[]
289	te	['']	[]
290	komen	['']	[]
291	,	['']	[]
292	waarbij	['']	[]
293	de	['']	[]
294	terugkeer	['']	[]
295	naar	['']	[]
296	de	['']	[]
297	thuissituatie	['']	[]
298	het	['']	[]
299	doel	['']	[]
300	is	['']	[]
301	.	['']	[]
302	Naar	['']	[]
303	aanleiding	['']	[]
304	van	['']	[]
305	bovengenoemd	['']	[]
306	overleg	['']	[]
307	over	['']	[]
308	beide	['']	[]
309	regelingen	['']	[]
310	,	['']	[]
311	zal	['']	[]
312	vanaf	['']	[]
313	nu	['']	[]
314	meer	['']	[]
315	maatwerk	['']	[]
316	worden	['']	[]
317	toegepast	['']	[]
318	,	['']	[]
319	waarbij	['']	[]
320	ook	['']	[]
321	de	['']	[]
322	verblijfsduur	['']	[]
323	met	['']	[]
324	enkele	['']	[]
325	dagen	['']	[]
326	verlengd	['']	[]
327	kan	['']	[]
328	worden	['']	[]
329	.	['']	[]
330	Daarmee	['']	[]
331	wordt	['']	[]
332	concreet	['']	[]
333	invulling	['']	[]
334	gegeven	['']	[]
335	aan	['']	[]
336	uw	['B_PER_1']	[]
337	aanbeveling	['']	[]
338	vier	['']	[]
339	.	['']	[]
340	In	['']	[]
341	ditzelfde	['']	[]
342	overleg	['']	[]
343	werd	['']	[]
344	door	['']	[]
345	de	['']	[]
346	uitvoerders	['']	[]
347	van	['']	[]
348	de	['']	[]
349	regelingen	['']	[]
350	aangegeven	['']	[]
351	dat	['']	[]
352	de	['']	[]
353	informatievoorziening	['']	[]
354	over	['']	[]
355	noodopvangmogelijkheden	['']	[]
356	op	['']	[]
357	de	['']	[]
358	website	['']	[]
359	van	['']	[]
360	het	['']	[]
361	Nederlands	['']	[]
362	Veteraneninstituut	['']	[]
363	(	['']	[]
364	NLVi	['']	[]
365	)	['']	[]
366	is	['']	[]
367	verbeterd	['']	[]
368	.	['']	[]
369	Ook	['']	[]
370	dat	['']	[]
371	stemt	['']	[]
372	mij	['B_PER_2']	['B_PER_2']
373	positief	['']	[]
374	.	['']	[]
375	Pagina	['']	[]
376	2	['']	[]
377	van	['']	[]
378	3	['']	[]
379	Hoofddirectie	['']	[]
380	Personeel	['']	[]
381	Datum	['']	[]
382	:	['']	[]
383	24	['']	[]
384	maart	['']	[]
385	2023	['']	[]
386	Onze	['']	['B_PER_8']
387	referentie	['']	[]
388	BS2022027879	['']	[]
389	Tot	['']	[]
390	slot	['']	[]
391	hebben	['']	[]
392	het	['']	[]
393	Leger	['']	[]
394	des	['']	[]
395	Heils	['']	[]
396	en	['']	[]
397	het	['']	[]
398	NLVi	['']	[]
399	een	['']	[]
400	voorstel	['']	[]
401	voor	['']	[]
402	de	['']	[]
403	opzet	['']	[]
404	van	['']	[]
405	een	['']	[]
406	landelijke	['']	[]
407	opvang	['']	[]
408	voor	['']	[]
409	zorgbehoevende	['']	[]
410	veteranen	['']	[]
411	gedaan	['']	[]
412	die	['']	[]
413	reeds	['']	[]
414	dakloos	['']	[]
415	zijn	['']	[]
416	.	['']	[]
417	Dit	['']	[]
418	voorstel	['']	[]
419	is	['']	[]
420	op	['']	[]
421	1	['']	[]
422	december	['']	[]
423	jongstleden	['']	[]
424	aan	['']	[]
425	mij	['B_PER_2']	['B_PER_2']
426	gepresenteerd	['']	[]
427	en	['']	[]
428	ik	['B_PER_2']	['B_PER_2']
429	heb	['']	[]
430	aangeven	['']	[]
431	dit	['']	[]
432	voorstel	['']	[]
433	te	['']	[]
434	willen	['']	[]
435	steunen	['']	[]
436	.	['']	[]
437	Hierbij	['']	[]
438	heb	['']	[]
439	ik	['B_PER_2']	['B_PER_2']
440	ook	['']	[]
441	benadrukt	['']	[]
442	dat	['']	[]
443	voor	['']	[]
444	het	['']	[]
445	realiseren	['']	[]
446	van	['']	[]
447	deze	['']	[]
448	opvangvoorziening	['']	[]
449	een	['']	[]
450	gezamenlijke	['']	[]
451	betrokkenheid	['']	[]
452	van	['']	[]
453	het	['']	[]
454	Leger	['']	[]
455	des	['']	[]
456	Heils	['']	[]
457	,	['']	[]
458	NLVi	['']	[]
459	,	['']	[]
460	Defensie	['']	[]
461	en	['']	[]
462	andere	['']	[]
463	partijen	['']	[]
464	die	['']	[]
465	in	['']	[]
466	het	['']	[]
467	voorstel	['']	[]
468	worden	['']	[]
469	genoemd	['']	[]
470	belangrijk	['']	[]
471	is	['']	[]
472	.	['']	[]
473	Het	['']	[]
474	NLVi	['']	[]
475	en	['']	[]
476	het	['']	[]
477	Leger	['']	[]
478	des	['']	[]
479	Heils	['']	[]
480	zullen	['']	[]
481	het	['']	[]
482	voorstel	['']	[]
483	verder	['']	[]
484	uitwerken	['']	[]
485	.	['']	[]
486	Zodra	['']	[]
487	het	['']	[]
488	gereed	['']	[]
489	is	['']	[]
490	,	['']	[]
491	zal	['']	[]
492	ik	['B_PER_2']	['B_PER_2']
493	u	['B_PER_1']	['I_PER_9']
494	hierover	['']	[]
495	informeren	['']	[]
496	.	['']	[]
497	DE	['B_PER_2']	[]
498	MINISTER	['I_PER_2']	[]
499	VAN	['I_PER_2']	[]
500	DEFENSIE	['I_PER_2']	[]
501	drs	['B_PER_2']	[]
502	.	['I_PER_2']	[]
503	K.H.	['I_PER_2']	['B_PER_10']
504	Ollongren	['I_PER_2']	['I_PER_10']
505	Pagina	['']	[]
506	3	['']	[]
507	van	['']	[]
508	3	['']	[]
509	Hoofddirectie	['']	[]
510	Personeel	['']	[]
511	Datum	['']	[]
512	:	['']	[]
513	24	['']	[]
514	maart	['']	[]
515	2023	['']	[]
516	Onze	['']	['B_PER_11']
517	referentie	['']	[]
518	BS2022027879	['']	[]
519	VERZENDLIJST	['']	[]
520	Inspecteur-Generaal	['B_PER_3']	[]
521	der	['I_PER_3']	[]
522	Krijgsmacht	['I_PER_3']	[]
523	tevens	['']	[]
524	Inspecteur	['B_PER_3']	[]
525	der	['I_PER_3']	[]
526	Veteranen	['I_PER_3']	[]
527	Luitenant-generaal	['I_PER_3']	[]
528	der	['I_PER_3']	[]
529	mariniers	['I_PER_3']	[]
530	F.G.	['B_PER_3']	['B_PER_1']
531	van	['I_PER_3']	['I_PER_1']
532	Sprang	['I_PER_3']	[]
533	De	['']	[]
534	Zwaluwenberg	['']	[]
535	225	['']	[]
536	1213	['']	[]
537	TR	['']	[]
538	Hilversum	['']	[]
539	Directeur-bestuurder	['']	[]
540	Nederlands	['']	[]
541	Veteranen	['']	[]
542	instituut	['']	[]
543	Brigade-generaal	['B_PER_4']	[]
544	P.G.F.	['B_PER_4']	['B_PER_1']
545	Hoefsloot	['I_PER_4']	['I_PER_1']
546	Willem	['']	[]
547	van	['']	[]
548	Lanschotlaan	['']	[]
549	1	['']	[]
550	3941	['']	[]
551	XV	['']	[]
552	Doorn	['']	[]
