	token	gold	model
123	Zaken	['']	[]
124	en	['']	[]
125	Koninkrijksrelaties	['']	[]
126	en	['']	[]
127	de	['']	[]
128	staatssecretaris	['']	[]
129	voor	['']	[]
130	Cultuur	['']	[]
131	en	['']	[]
132	Media	['']	[]
133	.	['']	[]
134	In	['']	[]
135	uw	['B_PER_4']	[]
136	advies	['']	[]
137	van	['']	[]
138	5	['']	[]
139	april	['']	[]
140	2023	['']	[]
141	gaat	['']	[]
142	u	['B_PER_4']	[]
143	in	['']	[]
144	op	['']	[]
145	de	['']	[]
146	klacht	['']	[]
147	van	['']	[]
148	deze	['']	[]
149	journalist	['']	[]
150	,	['']	[]
151	maar	['']	[]
152	heeft	['']	[]
153	u	['B_PER_4']	[]
154	ook	['']	[]
155	meer	['']	[]
156	algemene	['']	[]
157	opmerkingen	['']	[]
158	over	['']	[]
159	de	['']	[]
160	behandeling	['']	[]
161	van	['']	[]
162	corona	['']	[]
163	Woo-	['']	[]
164	verzoeken	['']	[]
165	.	['']	[]
166	In	['']	[]
167	deze	['']	[]
168	brief	['']	[]
169	reageer	['']	[]
170	ik	['B_PER_3']	[]
171	inhoudelijk	['']	[]
172	op	['']	[]
173	uw	['B_PER_4']	[]
174	advies	['']	[]
175	en	['']	[]
176	aanbevelingen	['']	[]
177	.	['']	[]
178	Een	['']	[]
179	afschrift	['']	[]
180	van	['']	[]
181	deze	['']	[]
182	brief	['']	[]
183	zend	['']	[]
184	ik	['B_PER_3']	[]
185	aan	['']	[]
186	de	['']	[]
187	Tweede	['']	[]
188	Kamer	['']	[]
189	.	['']	[]
190	Voor	['']	[]
191	een	['']	[]
192	aanvullende	['']	[]
193	reactie	['']	[]
194	op	['']	[]
195	uw	['B_PER_4']	[]
196	aanbevelingen	['']	[]
197	over	['']	[]
198	de	['']	[]
199	elementen	['']	[]
200	die	['']	[]
201	raken	['']	[]
202	aan	['']	[]
203	de	['']	[]
204	stelselverantwoordelijkheid	['']	[]
205	van	['']	[]
206	de	['']	[]
207	minister	['']	[]
208	van	['']	[]
209	Binnenlandse	['']	[]
210	Zaken	['']	[]
211	en	['']	[]
212	Koninkrijksrelaties	['']	[]
213	,	['']	[]
214	waaronder	['']	[]
215	de	['']	[]
216	Rijksbrede	['']	[]
217	toepassing	['']	[]
218	van	['']	[]
219	de	['']	[]
220	i-grond	['']	[]
221	en	['']	[]
222	de	['']	[]
223	omgang	['']	[]
224	met	['']	[]
225	concepten	['']	[]
226	,	['']	[]
227	verwijs	['']	[]
228	ik	['B_PER_3']	[]
229	u	['B_PER_4']	[]
230	naar	['']	[]
231	de	['']	[]
232	brief	['']	[]
233	van	['']	[]
234	22	['']	[]
235	mei	['']	[]
236	2023	['']	[]
237	van	['']	[]
238	het	['']	[]
239	ministerie	['']	[]
240	van	['']	[]
241	Binnenlandse	['']	[]
242	Zaken	['']	[]
243	en	['']	[]
244	Koninkrijksrelaties	['']	[]
245	.	['']	[]
246	Hierin	['']	[]
247	geeft	['']	[]
248	de	['']	[]
249	minister	['']	[]
250	van	['']	[]
251	Binnenlandse	['']	[]
252	Zaken	['']	[]
253	aan	['']	[]
254	dat	['']	[]
255	er	['']	[]
256	medio	['']	[]
257	juni	['']	[]
258	een	['']	[]
259	overleg	['']	[]
260	is	['']	[]
261	voorzien	['']	[]
262	met	['']	[]
263	uw	['B_PER_4']	[]
264	adviescollege	['']	[]
265	en	['']	[]
266	dat	['']	[]
267	er	['']	[]
268	nadien	['']	[]
269	schriftelijk	['']	[]
270	op	['']	[]
271	die	['']	[]
272	onderdelen	['']	[]
273	van	['']	[]
274	het	['']	[]
275	advies	['']	[]
276	zal	['']	[]
277	worden	['']	[]
278	gereageerd	['']	[]
279	.	['']	[]
280	Algemene	['']	[]
281	opmerkingen	['']	[]
282	De	['']	[]
283	aanleiding	['']	[]
284	voor	['']	[]
285	uw	['B_PER_4']	[]
286	advies	['']	[]
287	van	['']	[]
288	5	['']	[]
289	april	['']	[]
290	2023	['']	[]
291	was	['']	[]
292	de	['']	[]
293	klacht	['']	[]
294	van	['']	[]
295	de	['']	[]
296	journalist	['']	[]
297	over	['']	[]
298	mijn	['B_PER_3']	[]
299	Woo-deelbesluit	['']	[]
300	van	['']	[]
301	7	['']	[]
302	juli	['']	[]
303	2022	['']	[]
304	.	['']	[]
305	Daarnaast	['']	[]
306	heeft	['']	[]
307	hij	['']	[]
308	een	['']	[]
309	bezwaarprocedure	['']	[]
310	geïnitieerd	['']	[]
311	tegen	['']	[]
312	verschillende	['']	[]
313	deelbesluiten	['']	[]
314	.	['']	[]
315	De	['']	[]
316	behandeling	['']	[]
317	van	['']	[]
318	deze	['']	[]
319	bezwaarprocedure	['']	[]
320	is	['']	[]
321	destijds	['']	[]
322	aangehouden	['']	[]
323	in	['']	[]
324	afwachting	['']	[]
325	van	['']	[]
326	het	['']	[]
327	bemiddelingstraject	['']	[]
328	en	['']	[]
329	uw	['B_PER_4']	[]
330	advies	['']	[]
331	.	['']	[]
332	Met	['']	[]
333	het	['']	[]
334	beslissen	['']	[]
335	op	['']	[]
336	de	['']	[]
337	bezwaarschriften	['']	[]
338	van	['']	[]
339	verzoeker	['']	[]
340	en	['']	[]
341	daarmee	['']	[]
342	het	['']	[]
343	heroverwegen	['']	[]
344	van	['']	[]
345	de	['']	[]
346	beoordeling	['']	[]
347	van	['']	[]
348	de	['']	[]
349	ongeveer	['']	[]
350	10.000	['']	[]
351	bijbehorende	['']	[]
352	documenten	['']	[]
353	gaat	['']	[]
354	nog	['']	[]
355	enige	['']	[]
356	tijd	['']	[]
357	gemoeid	['']	[]
358	.	['']	[]
359	Ik	['B_PER_3']	[]
360	verwacht	['']	[]
361	verzoeker	['']	[]
362	uiterlijk	['']	[]
363	in	['']	[]
364	september	['']	[]
365	2023	['']	[]
366	te	['']	[]
367	kunnen	['']	[]
368	berichten	['']	[]
369	.	['']	[]
370	Op	['']	[]
371	het	['']	[]
372	moment	['']	[]
373	dat	['']	[]
374	ik	['B_PER_3']	[]
375	heb	['']	[]
376	beslist	['']	[]
377	op	['']	[]
378	de	['']	[]
379	bezwaren	['']	[]
380	van	['']	[]
381	de	['']	[]
382	journalist	['']	[]
383	,	['']	[]
384	zal	['']	[]
385	ik	['B_PER_3']	[]
386	u	['B_PER_4']	[]
387	hierover	['']	[]
388	informeren	['']	[]
389	.	['']	[]
390	In	['']	[]
391	deze	['']	[]
392	brief	['']	[]
393	ga	['']	[]
394	ik	['B_PER_3']	[]
395	in	['']	[]
396	op	['']	[]
397	uw	['B_PER_4']	[]
398	adviezen	['']	[]
399	die	['']	[]
400	zijn	['']	[]
401	gericht	['']	[]
402	op	['']	[]
403	de	['']	[]
404	aanpak	['']	[]
405	van	['']	[]
406	het	['']	[]
407	ministerie	['']	[]
408	van	['']	[]
409	VWS	['']	[]
410	van	['']	[]
411	de	['']	[]
412	afhandeling	['']	[]
413	van	['']	[]
414	corona-gerelateerde	['']	[]
415	Woo-	['']	[]
416	www.rijksoverheid.n1	['']	[]
417	Inlichtingen	['']	[]
418	bij	['']	[]
419	E	['']	[]
420	dienstpostbusWoo-	['']	[]
421	corona-ondersteuning	['']	[]
422	@	['']	[]
423	minvws.n1	['']	[]
424	T	['']	[]
425	70	['']	[]
426	340	['']	[]
427	6080	['']	[]
428	Kenmerk	['']	[]
429	3598473-1048681-PDO	['']	[]
430	Uw	['B_PER_4']	[]
431	brief	['']	[]
432	d.d.	['']	[]
433	5	['']	[]
434	april	['']	[]
435	2023	['']	[]
436	Correspondentie	['']	[]
437	uitsluitend	['']	[]
438	richten	['']	[]
439	aan	['']	[]
440	het	['']	[]
441	retouradres	['']	[]
442	met	['']	[]
443	vermelding	['']	[]
444	van	['']	[]
445	de	['']	[]
446	datum	['']	[]
447	en	['']	[]
448	het	['']	[]
449	kenmerk	['']	[]
450	van	['']	[]
451	deze	['']	[]
452	brief	['']	[]
453	.	['']	[]
454	Pagina	['']	[]
455	1	['']	[]
456	van	['']	[]
457	1	['']	[]
458	verzoeken	['']	[]
459	,	['']	[]
460	met	['']	[]
461	name	['']	[]
462	de	['']	[]
463	gefaseerde	['']	[]
464	werkwijze	['']	[]
465	en	['']	[]
466	de	['']	[]
467	(	['']	[]
468	achterblijvende	['']	[]
469	)	['']	[]
470	resultaten	['']	[]
471	daarvan	['']	[]
472	.	['']	[]
473	De	['']	[]
474	gefaseerde	['']	[]
475	aanpak	['']	[]
476	Ik	['B_PER_3']	[]
477	onderschrijf	['']	[]
478	het	['']	[]
479	belang	['']	[]
480	van	['']	[]
481	een	['']	[]
482	transparante	['']	[]
483	overheid	['']	[]
484	en	['']	[]
485	een	['']	[]
486	daarbij	['']	[]
487	behorende	['']	[]
488	adequate	['']	[]
489	informatievoorziening	['']	[]
490	voor	['']	[]
491	journalisten	['']	[]
492	en	['']	[]
493	andere	['']	[]
494	verzoekers	['']	[]
495	die	['']	[]
496	informatieverzoeken	['']	[]
497	indienen	['']	[]
498	.	['']	[]
499	Ten	['']	[]
500	tijde	['']	[]
501	van	['']	[]
502	de	['']	[]
503	crisis	['']	[]
504	,	['']	[]
505	in	['']	[]
506	2020	['']	[]
507	,	['']	[]
508	is	['']	[]
509	het	['']	[]
510	ministerie	['']	[]
511	van	['']	[]
512	VWS	['']	[]
513	aan	['']	[]
514	de	['']	[]
515	slag	['']	[]
516	gegaan	['']	[]
517	met	['']	[]
518	het	['']	[]
519	afhandelen	['']	[]
520	van	['']	[]
521	corona-gerelateerde	['']	[]
522	Wob-	['']	[]
523	(	['']	[]
524	per	['']	[]
525	1	['']	[]
526	mei	['']	[]
527	2022	['']	[]
528	Woo-	['']	[]
529	)	['']	[]
530	verzoeken	['']	[]
531	.	['']	[]
532	Gegeven	['']	[]
533	het	['']	[]
534	oplopende	['']	[]
535	aantal	['']	[]
536	Woo-verzoeken	['']	[]
537	en	['']	[]
538	de	['']	[]
539	grote	['']	[]
540	hoeveelheid	['']	[]
541	documenten	['']	[]
542	is	['']	[]
543	een	['']	[]
544	speciale	['']	[]
545	werkwijze	['']	[]
546	ontwikkeld	['']	[]
547	de	['']	[]
548	gefaseerde	['']	[]
549	aanpak	['']	[]
550	.	['']	[]
551	In	['']	[]
552	plaats	['']	[]
553	van	['']	[]
554	afhandeling	['']	[]
555	en	['']	[]
556	openbaarmaking	['']	[]
557	per	['']	[]
558	verzoek	['']	[]
559	,	['']	[]
560	maakt	['']	[]
561	het	['']	[]
562	ministerie	['']	[]
563	informatie	['']	[]
564	per	['']	[]
565	thema	['']	[]
566	en	['']	[]
567	per	['']	[]
568	tijdsperiode	['']	[]
569	openbaar	['']	[]
570	zodat	['']	[]
571	meerdere	['']	[]
572	verzoekers	['']	[]
573	tegelijkertijd	['']	[]
574	kunnen	['']	[]
575	worden	['']	[]
576	voorzien	['']	[]
577	van	['']	[]
578	informatie	['']	[]
579	.	['']	[]
580	Gaandeweg	['']	[]
581	heeft	['']	[]
582	het	['']	[]
583	ministerie	['']	[]
584	gewerkt	['']	[]
585	aan	['']	[]
586	optimalisering	['']	[]
587	en	['']	[]
588	verbeteren	['']	[]
589	van	['']	[]
590	deze	['']	[]
591	werkwijze	['']	[]
592	,	['']	[]
593	mede	['']	[]
594	in	['']	[]
595	overleg	['']	[]
596	met	['']	[]
597	journalisten	['']	[]
598	en	['']	[]
599	andere	['']	[]
600	verzoekers	['']	[]
601	.	['']	[]
602	Ondanks	['']	[]
603	deze	['']	[]
604	voortdurende	['']	[]
605	inzet	['']	[]
606	voor	['']	[]
607	een	['']	[]
608	adequate	['']	[]
609	informatievoorziening	['']	[]
610	moeten	['']	[]
611	journalisten	['']	[]
612	en	['']	[]
613	andere	['']	[]
614	verzoekers	['']	[]
615	lang	['']	[]
616	wachten	['']	[]
617	op	['']	[]
618	voor	['']	[]
619	hun	['']	[]
620	relevante	['']	[]
621	informatie	['']	[]
622	.	['']	[]
623	Ik	['B_PER_3']	[]
624	begrijp	['']	[]
625	de	['']	[]
626	frustratie	['']	[]
627	die	['']	[]
628	deze	['']	[]
629	aanpak	['']	[]
630	bij	['']	[]
631	verzoekers	['']	[]
632	teweegbrengt	['']	[]
633	en	['']	[]
634	probeer	['']	[]
635	continu	['']	[]
636	het	['']	[]
637	beoordelingsproces	['']	[]
638	te	['']	[]
639	verbeteren	['']	[]
640	en	['']	[]
641	te	['']	[]
642	versnellen	['']	[]
643	.	['']	[]
644	Helaas	['']	[]
645	zou	['']	[]
646	individuele	['']	[]
647	afhandeling	['']	[]
648	van	['']	[]
649	corona-gerelateerde	['']	[]
650	Woo-verzoeken	['']	[]
651	eveneens	['']	[]
652	gepaard	['']	[]
653	gaan	['']	[]
654	met	['']	[]
655	lange	['']	[]
656	wachttijden	['']	[]
657	.	['']	[]
658	Dit	['']	[]
659	heeft	['']	[]
660	te	['']	[]
661	maken	['']	[]
662	met	['']	[]
663	een	['']	[]
664	aantal	['']	[]
665	bijzondere	['']	[]
666	omstandigheden	['']	[]
667	:	['']	[]
668	Het	['']	[]
669	gaat	['']	[]
670	om	['']	[]
671	een	['']	[]
672	grote	['']	[]
673	hoeveelheid	['']	[]
674	documenten	['']	[]
675	(	['']	[]
676	in	['']	[]
677	totaal	['']	[]
678	op	['']	[]
679	dit	['']	[]
680	moment	['']	[]
681	ruim	['']	[]
682	meer	['']	[]
683	dan	['']	[]
684	8	['']	[]
685	miljoen	['']	[]
686	)	['']	[]
687	uit	['']	[]
688	de	['']	[]
689	crisisperiode	['']	[]
690	.	['']	[]
691	Het	['']	[]
692	gaat	['']	[]
693	om	['']	[]
694	een	['']	[]
695	groot	['']	[]
696	aantal	['']	[]
697	verzoeken	['']	[]
698	.	['']	[]
699	Inmiddels	['']	[]
700	staat	['']	[]
701	de	['']	[]
702	teller	['']	[]
703	op	['']	[]
704	ruim	['']	[]
705	440	['']	[]
706	verzoeken	['']	[]
707	sinds	['']	[]
708	de	['']	[]
709	start	['']	[]
710	van	['']	[]
711	de	['']	[]
712	coronacrisis	['']	[]
713	.	['']	[]
714	Deze	['']	[]
715	kunnen	['']	[]
716	niet	['']	[]
717	allemaal	['']	[]
718	tegelijkertijd	['']	[]
719	worden	['']	[]
720	afgehandeld	['']	[]
721	.	['']	[]
722	Keuzes	['']	[]
723	moeten	['']	[]
724	worden	['']	[]
725	gemaakt	['']	[]
726	,	['']	[]
727	waarbij	['']	[]
728	een	['']	[]
729	keuze	['']	[]
730	voor	['']	[]
731	de	['']	[]
732	één	['']	[]
733	ten	['']	[]
734	koste	['']	[]
735	gaat	['']	[]
736	van	['']	[]
737	de	['']	[]
738	ander	['']	[]
739	.	['']	[]
740	De	['']	[]
741	in	['']	[]
742	2021	['']	[]
743	opgerichte	['']	[]
744	programmadirectie	['']	[]
745	Openbaarheid	['']	[]
746	die	['']	[]
747	de	['']	[]
748	corona-	['']	[]
749	gerelateerde	['']	[]
750	Woo-verzoeken	['']	[]
751	afhandelt	['']	[]
752	,	['']	[]
753	heeft	['']	[]
754	te	['']	[]
755	kampen	['']	[]
756	met	['']	[]
757	voortdurende	['']	[]
758	in-	['']	[]
759	en	['']	[]
760	uitstroom	['']	[]
761	van	['']	[]
762	medewerkers	['']	[]
763	.	['']	[]
764	Dit	['']	[]
765	betekent	['']	[]
766	dat	['']	[]
767	er	['']	[]
768	voortdurend	['']	[]
769	juristen	['']	[]
770	worden	['']	[]
771	opleid	['']	[]
772	en	['']	[]
773	begeleid	['']	[]
774	.	['']	[]
775	De	['']	[]
776	schaarste	['']	[]
777	op	['']	[]
778	de	['']	[]
779	arbeidsmarkt	['']	[]
780	maakt	['']	[]
781	het	['']	[]
782	vinden	['']	[]
783	van	['']	[]
784	juristen	['']	[]
785	niet	['']	[]
786	eenvoudig	['']	[]
787	.	['']	[]
788	-	['']	[]
789	Bij	['']	[]
790	de	['']	[]
791	afhandeling	['']	[]
792	van	['']	[]
793	Woo-verzoeken	['']	[]
794	heeft	['']	[]
795	het	['']	[]
796	ministerie	['']	[]
797	de	['']	[]
798	kaders	['']	[]
799	van	['']	[]
800	de	['']	[]
801	Wet	['']	[]
802	open	['']	[]
803	overheid	['']	[]
804	,	['']	[]
805	andere	['']	[]
806	wetgeving	['']	[]
807	zoals	['']	[]
808	de	['']	[]
809	Algemene	['']	[]
810	Verordening	['']	[]
811	Gegevensbescherming	['']	[]
812	(	['']	[]
813	AVG	['']	[]
814	)	['']	[]
815	en	['']	[]
816	de	['']	[]
817	geldende	['']	[]
818	jurisprudentie	['']	[]
819	van	['']	[]
820	de	['']	[]
821	Afdeling	['']	[]
822	Bestuursrechtspraak	['']	[]
823	van	['']	[]
824	de	['']	[]
825	Raad	['']	[]
826	van	['']	[]
827	State	['']	[]
828	de	['']	[]
829	corona-informatie	['']	[]
830	te	['']	[]
831	respecteren	['']	[]
832	.	['']	[]
833	Documenten	['']	[]
834	kunnen	['']	[]
835	niet	['']	[]
836	zomaar	['']	[]
837	openbaar	['']	[]
838	gemaakt	['']	[]
839	worden	['']	[]
840	bij	['']	[]
841	de	['']	[]
842	procedure	['']	[]
843	zijn	['']	[]
844	vaak	['']	[]
845	vele	['']	[]
846	derde-belanghebbenden	['']	[]
847	betrokken	['']	[]
848	die	['']	[]
849	zich	['']	[]
850	tegen	['']	[]
851	openbaarmaking	['']	[]
852	kunnen	['']	[]
853	verzetten	['']	[]
854	.	['']	[]
855	-	['']	[]
856	De	['']	[]
857	beoordeling	['']	[]
858	van	['']	[]
859	documenten	['']	[]
860	is	['']	[]
861	en	['']	[]
862	blijft	['']	[]
863	arbeidsintensief	['']	[]
864	.	['']	[]
865	Ondanks	['']	[]
866	de	['']	[]
867	voortdurende	['']	[]
868	inzet	['']	[]
869	voor	['']	[]
870	opleiding	['']	[]
871	en	['']	[]
872	begeleiding	['']	[]
873	,	['']	[]
874	gebeurt	['']	[]
875	dit	['']	[]
876	niet	['']	[]
877	foutloos	['']	[]
878	.	['']	[]
879	De	['']	[]
880	termijnen	['']	[]
881	die	['']	[]
882	de	['']	[]
883	Woo	['']	[]
884	hanteert	['']	[]
885	zijn	['']	[]
886	gegeven	['']	[]
887	de	['']	[]
888	hiervoor	['']	[]
889	genoemde	['']	[]
890	omstandigheden	['']	[]
891	niet	['']	[]
892	realistisch	['']	[]
893	en	['']	[]
894	niet	['']	[]
895	uitvoerbaar	['']	[]
896	.	['']	[]
897	Daarnaast	['']	[]
898	wil	['']	[]
899	ik	['B_PER_3']	[]
900	u	['B_PER_4']	[]
901	ook	['']	[]
902	het	['']	[]
903	volgende	['']	[]
904	meegeven	['']	[]
905	.	['']	[]
906	Het	['']	[]
907	ministerie	['']	[]
908	van	['']	[]
909	VWS	['']	[]
910	heeft	['']	[]
911	voor	['']	[]
912	de	['']	[]
913	afhandeling	['']	[]
914	van	['']	[]
915	corona	['']	[]
916	gerelateerde	['']	[]
917	Woo-verzoeken	['']	[]
918	verschillende	['']	[]
919	documenten	['']	[]
920	verzameld	['']	[]
921	uit	['']	[]
922	diverse	['']	[]
923	informatiesystemen	['']	[]
924	binnen	['']	[]
925	het	['']	[]
926	ministerie	['']	[]
927	en	['']	[]
928	het	['']	[]
929	RIVM	['']	[]
930	.	['']	[]
931	Secretaris	['B_PER_3']	[]
932	Generaal	['I_PER_3']	[]
933	/	['']	[]
934	plv.	['']	[]
935	Secretaris	['B_PER_3']	[]
936	Generaal	['I_PER_3']	[]
937	Programmadirectie	['I_PER_3']	[]
938	Openbaarheid	['I_PER_3']	[]
939	Team	['I_PER_3']	[]
940	F	['I_PER_3']	['B_PER_6']
941	Kenmerk	['']	[]
942	3598473-1048681-PDO	['']	[]
943	Pagina	['']	[]
944	2	['']	[]
945	van	['']	[]
946	1	['']	[]
947	Deze	['']	[]
948	documenten	['']	[]
949	zien	['']	[]
950	op	['']	[]
951	de	['']	[]
952	periode	['']	[]
953	tot	['']	[]
954	eind	['']	[]
955	maart	['']	[]
956	2022	['']	[]
957	.	['']	[]
958	Inmiddels	['']	[]
959	zijn	['']	[]
960	ook	['']	[]
961	verschillende	['']	[]
962	Woo-verzoeken	['']	[]
963	ontvangen	['']	[]
964	van	['']	[]
965	verzoekers	['']	[]
966	die	['']	[]
967	documenten	['']	[]
968	opvragen	['']	[]
969	uit	['']	[]
970	de	['']	[]
971	periode	['']	[]
972	erna	['']	[]
973	.	['']	[]
974	Dit	['']	[]
975	betekent	['']	[]
976	dat	['']	[]
977	de	['']	[]
978	verzamelde	['']	[]
979	dataset	['']	[]
980	uitgebreid	['']	[]
981	moet	['']	[]
982	worden	['']	[]
983	.	['']	[]
984	Dit	['']	[]
985	vraagt	['']	[]
986	veel	['']	[]
987	tijd	['']	[]
988	en	['']	[]
989	capaciteit	['']	[]
990	.	['']	[]
991	Ik	['B_PER_3']	[]
992	verwacht	['']	[]
993	in	['']	[]
994	juli	['']	[]
995	2023	['']	[]
996	de	['']	[]
997	dataset	['']	[]
998	beschikbaar	['']	[]
999	te	['']	[]
1000	hebben	['']	[]
1001	tot	['']	[]
1002	en	['']	[]
1003	met	['']	[]
1004	31	['']	[]
1005	mei	['']	[]
1006	2022	['']	[]
1007	.	['']	[]
1008	Met	['']	[]
1009	deze	['']	[]
1010	werkzaamheden	['']	[]
1011	is	['']	[]
1012	al	['']	[]
1013	gestart	['']	[]
1014	.	['']	[]
1015	Tegen	['']	[]
1016	het	['']	[]
1017	einde	['']	[]
1018	van	['']	[]
1019	dit	['']	[]
1020	kalenderjaar	['']	[]
1021	verwacht	['']	[]
1022	ik	['B_PER_3']	[]
1023	dat	['']	[]
1024	de	['']	[]
1025	dataset	['']	[]
1026	over	['']	[]
1027	de	['']	[]
1028	resterende	['']	[]
1029	periode	['']	[]
1030	tot	['']	[]
1031	en	['']	[]
1032	met	['']	[]
1033	april	['']	[]
1034	2023	['']	[]
1035	beschikbaar	['']	[]
1036	zal	['']	[]
1037	zijn	['']	[]
1038	.	['']	[]
1039	Dit	['']	[]
1040	betekent	['']	[]
1041	dat	['']	[]
1042	voor	['']	[]
1043	zover	['']	[]
1044	Woo-verzoeken	['']	[]
1045	op	['']	[]
1046	de	['']	[]
1047	periode	['']	[]
1048	na	['']	[]
1049	maart	['']	[]
1050	2022	['']	[]
1051	betrekking	['']	[]
1052	hebben	['']	[]
1053	,	['']	[]
1054	het	['']	[]
1055	helaas	['']	[]
1056	niet	['']	[]
1057	lukt	['']	[]
1058	om	['']	[]
1059	deze	['']	[]
1060	af	['']	[]
1061	te	['']	[]
1062	handelen	['']	[]
1063	.	['']	[]
1064	Voor	['']	[]
1065	zover	['']	[]
1066	Woo-verzoekers	['']	[]
1067	om	['']	[]
1068	een	['']	[]
1069	beperkt	['']	[]
1070	aantal	['']	[]
1071	specifieke	['']	[]
1072	documenten	['']	[]
1073	vragen	['']	[]
1074	,	['']	[]
1075	wordt	['']	[]
1076	vanzelfsprekend	['']	[]
1077	geprobeerd	['']	[]
1078	de	['']	[]
1079	desbetreffende	['']	[]
1080	documenten	['']	[]
1081	bij	['']	[]
1082	betrokken	['']	[]
1083	onderdelen	['']	[]
1084	van	['']	[]
1085	de	['']	[]
1086	organisatie	['']	[]
1087	op	['']	[]
1088	te	['']	[]
1089	halen	['']	[]
1090	.	['']	[]
1091	Bij	['']	[]
1092	omvangrijke	['']	[]
1093	Woo-verzoeken	['']	[]
1094	is	['']	[]
1095	dit	['']	[]
1096	geen	['']	[]
1097	reëel	['']	[]
1098	alternatief	['']	[]
1099	.	['']	[]
1100	Ik	['B_PER_3']	[]
1101	betreur	['']	[]
1102	dit	['']	[]
1103	ten	['']	[]
1104	zeerste	['']	[]
1105	,	['']	[]
1106	maar	['']	[]
1107	gegeven	['']	[]
1108	de	['']	[]
1109	technische	['']	[]
1110	werkzaamheden	['']	[]
1111	die	['']	[]
1112	nodig	['']	[]
1113	zijn	['']	[]
1114	om	['']	[]
1115	tot	['']	[]
1116	een	['']	[]
1117	aangevulde	['']	[]
1118	dataset	['']	[]
1119	te	['']	[]
1120	komen	['']	[]
1121	is	['']	[]
1122	dit	['']	[]
1123	op	['']	[]
1124	dit	['']	[]
1125	moment	['']	[]
1126	helaas	['']	[]
1127	de	['']	[]
1128	situatie	['']	[]
1129	.	['']	[]
1130	Kortom	['']	[]
1131	:	['']	[]
1132	er	['']	[]
1133	zijn	['']	[]
1134	veel	['']	[]
1135	uitdagingen	['']	[]
1136	.	['']	[]
1137	Ik	['B_PER_3']	[]
1138	doe	['']	[]
1139	daarbij	['']	[]
