	token	gold	model
92	geweld	['']	[]
93	richting	['']	[]
94	een	['']	[]
95	kind	['']	[]
96	door	['']	[]
97	toedoen	['']	[]
98	van	['']	[]
99	een	['']	[]
100	ouder	['']	[]
101	,	['']	[]
102	met	['']	[]
103	als	['']	[]
104	uiteindelijk	['']	[]
105	gevolg	['']	[]
106	het	['']	[]
107	overlijden	['']	[]
108	van	['']	[]
109	het	['']	[]
110	kind	['']	[]
111	.	['']	[]
112	Bij	['']	[]
113	het	['']	[]
114	gezin	['']	[]
115	waren	['']	[]
116	verschillende	['']	[]
117	jeugdhulpverleningsorganisaties	['']	[]
118	betrokken	['']	[]
119	.	['']	[]
120	Het	['']	[]
121	betroffen	['']	[]
122	organisaties	['']	[]
123	die	['']	[]
124	werkzaam	['']	[]
125	zijn	['']	[]
126	binnen	['']	[]
127	de	['']	[]
128	gemeente	['']	[]
129	Amsterdam	['']	[]
130	,	['']	[]
131	dan	['']	[]
132	wel	['']	[]
133	binnen	['']	[]
134	de	['']	[]
135	gemeente	['']	[]
136	Haarlemmerliede	['']	[]
137	en	['']	[]
138	Spaarnwoude	['']	[]
139	.	['']	[]
140	Zoals	['']	[]
141	gebruikelijk	['']	[]
142	in	['']	[]
143	een	['']	[]
144	dergelijke	['']	[]
145	situatie	['']	[]
146	(	['']	[]
147	in	['']	[]
148	Amsterdam	['']	[]
149	)	['']	[]
150	is	['']	[]
151	gehandeld	['']	[]
152	conform	['']	[]
153	het	['']	[]
154	calamiteiten	['']	[]
155	protocol	['']	[]
156	Draaiboek	['']	[]
157	coördineren	['']	[]
158	en	['']	[]
159	leren	['']	[]
160	van	['']	[]
161	calamiteiten	['']	[]
162	in	['']	[]
163	de	['']	[]
164	jeugdhulp	['']	[]
165	.	['']	[]
166	De	['']	[]
167	betrokken	['']	[]
168	instellingen	['']	[]
169	hebben	['']	[]
170	de	['']	[]
171	calamiteit	['']	[]
172	gemeld	['']	[]
173	bij	['']	[]
174	hun	['']	[]
175	inspecties	['']	[]
176	.	['']	[]
177	Wmo-toezicht	['']	[]
178	(	['']	[]
179	GGD	['']	[]
180	Amsterdam	['']	[]
181	)	['']	[]
182	was	['']	[]
183	daar	['']	[]
184	een	['']	[]
185	van	['']	[]
186	.	['']	[]
187	Op	['']	[]
188	verzoek	['']	[]
189	van	['']	[]
190	de	['']	[]
191	inspecties	['']	[]
192	(	['']	[]
193	Jeugdzorg	['']	[]
194	,	['']	[]
195	Gezondheidszorg	['']	[]
196	,	['']	[]
197	Veiligheid	['']	[]
198	en	['']	[]
199	Justitie	['']	[]
200	en	['']	[]
201	Wmo	['']	[]
202	toezichthouder	['']	[]
203	)	['']	[]
204	is	['']	[]
205	gewacht	['']	[]
206	met	['']	[]
207	het	['']	[]
208	organiseren	['']	[]
209	van	['']	[]
210	een	['']	[]
211	leersessie	['']	[]
212	tot	['']	[]
213	na	['']	[]
214	afronding	['']	[]
215	van	['']	[]
216	het	['']	[]
217	verzamelen	['']	[]
218	van	['']	[]
219	de	['']	[]
220	feiten	['']	[]
221	ten	['']	[]
222	behoeve	['']	[]
223	van	['']	[]
224	het	['']	[]
225	vooronderzoek	['']	[]
226	Dat	['']	[]
227	bleek	['']	[]
228	met	['']	[]
229	meerdere	['']	[]
230	betrokken	['']	[]
231	inspecties	['']	[]
232	vrij	['']	[]
233	lang	['']	[]
234	te	['']	[]
235	duren	['']	[]
236	.	['']	[]
237	Op	['']	[]
238	19	['']	[]
239	juni	['']	[]
240	2017	['']	[]
241	is	['']	[]
242	-	['']	[]
243	mede	['']	[]
244	op	['']	[]
245	initiatief	['']	[]
246	van	['']	[]
247	de	['']	[]
248	gemeente	['']	[]
249	Amsterdam	['']	[]
250	-	['']	[]
251	een	['']	[]
252	tweetal	['']	[]
253	leersessies	['']	[]
254	georganiseerd	['']	[]
255	door	['']	[]
256	de	['']	[]
257	inspecties	['']	[]
258	,	['']	[]
259	zowel	['']	[]
260	op	['']	[]
261	het	['']	[]
262	niveau	['']	[]
263	van	['']	[]
264	de	['']	[]
265	uitvoerders	['']	[]
266	als	['']	[]
267	(	['']	[]
268	separaat	['']	[]
269	)	['']	[]
270	de	['']	[]
271	politiek-	['']	[]
272	en	['']	[]
273	instellingsbestuurders	['']	[]
274	uit	['']	[]
275	de	['']	[]
276	beide	['']	[]
277	gemeentes	['']	[]
278	.	['']	[]
279	De	['']	[]
280	inspecties	['']	[]
281	achtten	['']	[]
282	op	['']	[]
283	grond	['']	[]
284	van	['']	[]
285	het	['']	[]
286	feitenrelaas	['']	[]
287	van	['']	[]
288	de	['']	[]
289	instellingen	['']	[]
290	en	['']	[]
291	organisaties	['']	[]
292	verder	['']	[]
293	onderzoek	['']	[]
294	niet	['']	[]
295	noodzakelijk	['']	[]
296	.	['']	[]
297	Ons	['']	[]
298	kenmerk	['']	[]
299	X2018.59311	['']	[]
300	Volgvel	['']	[]
301	2	['']	[]
302	De	['']	[]
303	inspecties	['']	[]
304	vroegen	['']	[]
305	de	['']	[]
306	gemeenten	['']	[]
307	en	['']	[]
308	de	['']	[]
309	instellingen	['']	[]
310	gezamenlijk	['']	[]
311	verbeterpunten	['']	[]
312	op	['']	[]
313	te	['']	[]
314	stellen	['']	[]
315	op	['']	[]
316	vijf	['']	[]
317	thema's	['']	[]
318	(	['']	[]
319	citaat	['']	[]
320	)	['']	[]
321	:	['']	[]
322	1.	['']	[]
323	Regievoering	['']	[]
324	:	['']	[]
325	Er	['']	[]
326	is	['']	[]
327	in	['']	[]
328	de	['']	[]
329	gehele	['']	[]
330	periode	['']	[]
331	een	['']	[]
332	regievoerder	['']	[]
333	geweest	['']	[]
334	,	['']	[]
335	toch	['']	[]
336	lijkt	['']	[]
337	er	['']	[]
338	geen	['']	[]
339	regie	['']	[]
340	gevoerd	['']	[]
341	te	['']	[]
342	zijn	['']	[]
343	.	['']	[]
344	Er	['']	[]
345	was	['']	[]
346	niet	['']	[]
347	één	['']	[]
348	partij	['']	[]
349	die	['']	[]
350	het	['']	[]
351	totaaloverzicht	['']	[]
352	had	['']	[]
353	.	['']	[]
354	2.	['']	[]
355	Zorgmijding	['']	[]
356	:	['']	[]
357	Professionals	['']	[]
358	hebben	['']	[]
359	het	['']	[]
360	mijden	['']	[]
361	van	['']	[]
362	zorg	['']	[]
363	door	['']	[]
364	ouders	['']	[]
365	niet	['']	[]
366	geduid	['']	[]
367	als	['']	[]
368	risicofactor	['']	[]
369	voor	['']	[]
370	de	['']	[]
371	veiligheid	['']	[]
372	van	['']	[]
373	het	['']	[]
374	kind	['']	[]
375	.	['']	[]
376	3.	['']	[]
377	Risicotaxatie	['']	[]
378	:	['']	[]
379	Risico's	['']	[]
380	voor	['']	[]
381	de	['']	[]
382	veiligheid	['']	[]
383	van	['']	[]
384	het	['']	[]
385	kind	['']	[]
386	zijn	['']	[]
387	niet	['']	[]
388	ingeschat	['']	[]
389	.	['']	[]
390	4.	['']	[]
391	Oudersignaal	['']	[]
392	=	['']	[]
393	risico	['']	[]
394	kind	['']	[]
395	:	['']	[]
396	Ouderproblematiek	['']	[]
397	is	['']	[]
398	door	['']	[]
399	de	['']	[]
400	professionals	['']	[]
401	niet	['']	[]
402	gezien	['']	[]
403	als	['']	[]
404	kindproblematiek	['']	[]
405	.	['']	[]
406	5.	['']	[]
407	Overdracht	['']	[]
408	:	['']	[]
409	Er	['']	[]
410	is	['']	[]
411	in	['']	[]
412	de	['']	[]
413	gehele	['']	[]
414	periode	['']	[]
415	een	['']	[]
416	aantal	['']	[]
417	momenten	['']	[]
418	geweest	['']	[]
419	waar	['']	[]
420	er	['']	[]
421	sprake	['']	[]
422	was	['']	[]
423	van	['']	[]
424	knelpunten	['']	[]
425	in	['']	[]
426	de	['']	[]
427	overdracht	['']	[]
428	.	['']	[]
429	Dit	['']	[]
430	heeft	['']	[]
431	geleid	['']	[]
432	tot	['']	[]
433	een	['']	[]
434	aantal	['']	[]
435	verbeterpunten	['']	[]
436	dat	['']	[]
437	met	['']	[]
438	input	['']	[]
439	van	['']	[]
440	alle	['']	[]
441	betrokken	['']	[]
442	partijen	['']	[]
443	en	['']	[]
444	beide	['']	[]
445	gemeenten	['']	[]
446	tot	['']	[]
447	stand	['']	[]
448	is	['']	[]
449	gebracht	['']	[]
450	.	['']	[]
451	De	['']	[]
452	gemeente	['']	[]
453	Amsterdam	['']	[]
454	heeft	['']	[]
455	hierbij	['']	[]
456	een	['']	[]
457	faciliterende	['']	[]
458	en	['']	[]
459	coördinerende	['']	[]
460	rol	['']	[]
461	gehad	['']	[]
462	.	['']	[]
463	De	['']	[]
464	verbeterpunten	['']	[]
465	zijn	['']	[]
466	op	['']	[]
467	26	['']	[]
468	september	['']	[]
469	2017	['']	[]
470	door	['']	[]
471	het	['']	[]
472	college	['']	[]
473	vastgesteld	['']	[]
474	en	['']	[]
475	aansluitend	['']	[]
476	naar	['']	[]
477	de	['']	[]
478	gezamenlijke	['']	[]
479	Inspecties	['']	[]
480	gezonden	['']	[]
481	.	['']	[]
482	Op	['']	[]
483	22	['']	[]
484	december	['']	[]
485	2017	['']	[]
486	ontvingen	['']	[]
487	beide	['']	[]
488	gemeenten	['']	[]
489	een	['']	[]
490	positieve	['']	[]
491	reactie	['']	[]
492	op	['']	[]
493	deze	['']	[]
494	punten	['']	[]
495	.	['']	[]
496	Daarmee	['']	[]
497	sluit	['']	[]
498	de	['']	[]
499	inspectie	['']	[]
500	de	['']	[]
501	melding	['']	[]
502	af	['']	[]
503	.	['']	[]
504	U	['']	[]
505	treft	['']	[]
506	deze	['']	[]
507	brief	['']	[]
508	van	['']	[]
509	de	['']	[]
510	inspectie	['']	[]
511	in	['']	[]
512	de	['']	[]
513	bijlage	['']	[]
514	aan	['']	[]
515	.	['']	[]
516	Toelichting	['']	[]
517	:	['']	[]
518	In	['']	[]
519	onderling	['']	[]
520	overleg	['']	[]
521	is	['']	[]
522	door	['']	[]
523	de	['']	[]
524	gemeenten	['']	[]
525	besloten	['']	[]
526	om	['']	[]
527	de	['']	[]
528	raad	['']	[]
529	gelijktijdig	['']	[]
530	en	['']	[]
531	op	['']	[]
532	dezelfde	['']	[]
533	wijze	['']	[]
534	kennis	['']	[]
535	te	['']	[]
536	laten	['']	[]
537	nemen	['']	[]
538	van	['']	[]
539	de	['']	[]
540	bevindingen	['']	[]
541	van	['']	[]
542	de	['']	[]
543	inspectie	['']	[]
544	.	['']	[]
545	De	['']	[]
546	brief	['']	[]
547	die	['']	[]
548	hier	['']	[]
549	voor	['']	[]
550	ligt	['']	[]
551	is	['']	[]
552	ter	['']	[]
553	kennisneming	['']	[]
554	naar	['']	[]
555	de	['']	[]
556	beide	['']	[]
557	raden	['']	[]
558	gestuurd	['']	[]
559	.	['']	[]
560	Het	['']	[]
561	antwoord	['']	[]
562	van	['']	[]
563	de	['']	[]
564	gemeente	['']	[]
565	Haarlemmerliede	['']	[]
566	en	['']	[]
567	Spaarnwoude	['']	[]
568	op	['']	[]
569	de	['']	[]
570	vijfde	['']	[]
571	vraag	['']	[]
572	van	['']	[]
573	de	['']	[]
574	inspecties	['']	[]
575	is	['']	[]
576	naar	['']	[]
577	de	['']	[]
578	mening	['']	[]
579	van	['']	[]
580	de	['']	[]
581	inspecties	['']	[]
582	nog	['']	[]
583	onvoldoende	['']	[]
584	concreet	['']	[]
585	beschreven	['']	[]
586	.	['']	[]
587	Het	['']	[]
588	betreft	['']	[]
589	hier	['']	[]
590	de	['']	[]
591	vraag	['']	[]
592	welke	['']	[]
593	acties	['']	[]
594	uit	['']	[]
595	de	['']	[]
596	verbeteraanpak	['']	[]
597	,	['']	[]
598	voortkomend	['']	[]
599	uit	['']	[]
600	het	['']	[]
601	onderzoek	['']	[]
602	van	['']	[]
603	het	['']	[]
604	Toezicht	['']	[]
605	Sociaal	['']	[]
606	Domein	['']	[]
607	,	['']	[]
608	voor	['']	[]
609	de	['']	[]
610	gemeente	['']	[]
611	Haarlemmerliede	['']	[]
612	en	['']	[]
613	Spaarnwoude	['']	[]
614	relevant	['']	[]
615	en	['']	[]
616	toepasbaar	['']	[]
617	zijn	['']	[]
618	.	['']	[]
619	De	['']	[]
620	inspecties	['']	[]
621	hebben	['']	[]
622	over	['']	[]
623	het	['']	[]
624	antwoord	['']	[]
625	van	['']	[]
626	de	['']	[]
627	gemeente	['']	[]
628	op	['']	[]
629	deze	['']	[]
630	vraag	['']	[]
631	overleg	['']	[]
632	gevoerd	['']	[]
633	met	['']	[]
634	de	['']	[]
635	gemeente	['']	[]
636	Haarlemmerliede	['']	[]
637	en	['']	[]
638	Spaarnwoude	['']	[]
639	.	['']	[]
640	Uit	['']	[]
641	deze	['']	[]
642	gesprekken	['']	[]
643	kwam	['']	[]
644	naar	['']	[]
645	voren	['']	[]
646	dat	['']	[]
647	de	['']	[]
648	gemeente	['']	[]
649	,	['']	[]
650	met	['']	[]
651	het	['']	[]
652	oog	['']	[]
653	op	['']	[]
654	de	['']	[]
655	aanstaande	['']	[]
656	fusie	['']	[]
657	met	['']	[]
658	de	['']	[]
659	gemeente	['']	[]
660	Haarlemmermeer	['']	[]
661	,	['']	[]
662	er	['']	[]
663	voor	['']	[]
664	gekozen	['']	[]
665	heeft	['']	[]
666	zich	['']	[]
667	te	['']	[]
668	beperken	['']	[]
669	tot	['']	[]
670	het	['']	[]
671	noemen	['']	[]
672	van	['']	[]
673	die	['']	[]
674	onderwerpen	['']	[]
675	die	['']	[]
676	zij	['']	[]
677	met	['']	[]
678	haar	['']	[]
679	fusiepartner	['']	[]
680	beoogt	['']	[]
681	verder	['']	[]
682	concreet	['']	[]
683	uit	['']	[]
684	te	['']	[]
685	werken	['']	[]
686	.	['']	[]
687	De	['']	[]
688	gemeente	['']	[]
689	Haarlemmermeer	['']	[]
690	heeft	['']	[]
691	aangegeven	['']	[]
692	dat	['']	[]
693	zij	['']	[]
694	zich	['']	[]
695	bij	['']	[]
696	deze	['']	[]
697	ontwikkelpunten	['']	[]
698	aan	['']	[]
699	wil	['']	[]
700	sluiten	['']	[]
701	.	['']	[]
702	De	['']	[]
703	punten	['']	[]
704	die	['']	[]
705	nader	['']	[]
706	uitgewerkt	['']	[]
707	zullen	['']	[]
708	worden	['']	[]
709	betreffen	['']	[]
710	met	['']	[]
711	name	['']	[]
712	de	['']	[]
713	regievoering	['']	[]
714	van	['']	[]
715	Veilig	['']	[]
716	Thuis	['']	[]
717	en	['']	[]
718	politie	['']	[]
719	bij	['']	[]
720	een	['']	[]
721	regio-overstijgende	['']	[]
722	casus	['']	[]
723	.	['']	[]
724	Deze	['']	[]
725	zijn	['']	[]
726	ook	['']	[]
727	apart	['']	[]
728	per	['']	[]
729	brief	['']	[]
730	aan	['']	[]
731	de	['']	[]
732	inspectie	['']	[]
733	gestuurd	['']	[]
734	en	['']	[]
735	hier	['']	[]
736	als	['']	[]
737	bijlage	['']	[]
738	toegevoegd	['']	[]
739	.	['']	[]
740	Ons	['']	[]
741	kenmerk	['']	[]
742	X2018.59311	['']	[]
743	Volgvel	['']	[]
744	3	['']	[]
745	Wij	['']	[]
746	hebben	['']	[]
747	daarom	['']	[]
748	met	['']	[]
749	de	['']	[]
750	inspecties	['']	[]
751	afgesproken	['']	[]
752	dat	['']	[]
753	zij	['']	[]
754	in	['']	[]
755	het	['']	[]
756	eerste	['']	[]
757	kwartaal	['']	[]
758	van	['']	[]
759	2018	['']	[]
760	geïnformeerd	['']	[]
761	worden	['']	[]
762	over	['']	[]
763	de	['']	[]
764	voortgang	['']	[]
765	van	['']	[]
766	deze	['']	[]
767	verbeterpunten	['']	[]
768	en	['']	[]
769	de	['']	[]
770	verdere	['']	[]
771	(	['']	[]
772	SMART	['']	[]
773	)	['']	[]
774	uitwerking	['']	[]
775	ervan	['']	[]
776	.	['']	[]
777	Wij	['']	[]
778	vertrouwen	['']	[]
779	er	['']	[]
780	op	['']	[]
781	u	['']	[]
782	hiermee	['']	[]
783	voldoende	['']	[]
784	te	['']	[]
785	hebben	['']	[]
786	geïnformeerd	['']	[]
787	.	['']	[]
788	Hoogachtend	['']	[]
789	,	['']	[]
790	burgemeester	['']	[]
791	en	['']	[]
792	wethouders	['']	[]
793	van	['']	[]
794	de	['']	[]
795	gemeente	['']	[]
796	Haarlemmerliede	['']	[]
797	en	['']	[]
798	Spaarnwoude	['']	[]
799	,	['']	[]
800	Bijlagen	['']	[]
801	:	['']	[]
802	/	['']	[]
803	•	['']	[]
804	brief	['']	[]
805	van	['']	[]
806	gezamenlijke	['']	[]
807	inspecties	['']	[]
808	bij	['']	[]
809	afsluiting	['']	[]
810	van	['']	[]
811	oen	['']	[]
812	regio-overstijgende	['']	[]
813	casus	['']	[]
814	•	['']	[]
815	brief	['']	[]
816	van	['']	[]
817	gemeente	['']	[]
818	Haarlemmerliede	['']	[]
819	en	['']	[]
820	Spaarnwoude	['']	[]
821	aan	['']	[]
822	Inspectie	['']	[]
823	jeugdzorg	['']	[]
824	Pieter	['B_PER_2']	['B_PER_2']
825	Heiliegers	['I_PER_2']	['I_PER_2']
826	bucgemeester	['B_PER_2']	[]
827	,	['']	[]
828	Datum	['']	[]
829	22	['']	[]
830	december	['']	[]
831	2017	['']	[]
832	Betreft	['']	[]
833	Melding	['']	[]
834	100519	['']	[]
835	>	['']	[]
836	Retouradres	['']	[]
837	Postbus	['']	[]
838	483	['']	[]
839	3500	['']	[]
840	AL	['']	[]
841	Utrecht	['']	[]
842	Het	['']	[]
843	college	['']	[]
844	van	['']	[]
845	Burgemeester	['']	[]
846	en	['']	[]
847	Wethouders	['']	[]
848	van	['']	[]
849	de	['']	[]
850	gemeente	['']	[]
851	Amsterdam	['']	[]
852	t.a.v.	['']	[]
853	de	['']	[]
854	wethouder	['']	[]
855	jeugd	['']	[]
856	Mevrouw	['B_PER_3']	['B_PER_3']
857	S.	['I_PER_3']	['I_PER_4']
858	Kukenheim	['I_PER_3']	['I_PER_4']
859	Postbus	['']	[]
860	202	['']	[]
861	1000	['']	[]
862	AE	['']	[]
863	AMSTERDAM	['']	[]
864	Pagina	['']	[]
865	1	['']	[]
866	van	['']	[]
867	4	['']	[]
868	Bezoekadres	['']	[]
869	:	['']	[]
870	Stadsplateau	['']	[]
871	1	['']	[]
872	3521	['']	[]
873	AZ	['']	[]
874	Utrecht	['']	[]
875	T	['']	[]
876	88	['']	[]
877	370	['']	[]
878	2	['']	[]
879	30	['']	[]
880	Inlichtingen	['']	[]
881	via	['']	[]
882	post@commissiemeldingenjeugd.nl	['']	[]
883	Contactpersoon	['']	[]
884	mw.	['B_PER_4']	[]
885	drs.	['I_PER_4']	[]
886	N.	['I_PER_4']	['B_PER_5']
887	Hippe	['I_PER_4']	['I_PER_5']
888	Ons	['']	[]
889	kenmerk	['']	[]
890	IJZ/171212468-MIJ/100519	['']	[]
891	Inspectie	['']	[]
892	Gezondheidszorg	['']	[]
893	en	['']	[]
894	Jeugd	['']	[]
895	Inspectie	['']	[]
896	Veiligheid	['']	[]
897	en	['']	[]
898	Justitie	['']	[]
899	Commissie	['']	[]
900	Meldingen	['']	[]
901	Jeugd	['']	[]
902	Geachte	['']	[]
903	mevrouw	['B_PER_3']	['B_PER_6']
904	Kukenheim	['I_PER_3']	['I_PER_7']
905	en	['']	[]
906	heer	['B_PER_5']	['B_PER_8']
907	Van	['I_PER_5']	['I_PER_8']
908	Haeften	['I_PER_5']	['I_PER_8']
909	,	['']	[]
910	De	['']	[]
911	brief	['']	[]
912	is	['']	[]
913	zowel	['']	[]
914	aan	['']	[]
915	u	['B_PER_6']	[]
916	als	['']	[]
917	aan	['']	[]
918	de	['B_PER_5']	[]
919	heer	['I_PER_5']	['B_PER_9']
920	Van	['I_PER_5']	['I_PER_9']
921	Haeften	['I_PER_5']	['I_PER_9']
922	,	['']	[]
923	wethouder	['B_PER_5']	[]
924	jeugd	['I_PER_5']	[]
925	van	['I_PER_5']	[]
926	de	['I_PER_5']	[]
927	gemeente	['I_PER_5']	[]
928	Haarlemmerliede	['I_PER_5']	[]
929	en	['I_PER_7']	[]
930	Spaarnwoude	['I_PER_5']	[]
931	gericht	['']	[]
932	.	['']	[]
933	Dit	['']	[]
934	is	['']	[]
935	gedaan	['']	[]
936	omdat	['']	[]
937	de	['']	[]
938	brief	['']	[]
939	zowel	['']	[]
940	aan	['']	[]
941	uw	['B_PER_6']	[]
942	gemeente	['']	[]
943	als	['']	[]
944	aan	['']	[]
945	de	['']	[]
946	gemeente	['']	[]
947	Haarlemmerliede	['']	[]
948	en	['']	[]
949	Spaarnwoude	['']	[]
950	zal	['']	[]
951	worden	['']	[]
952	verzonden	['']	[]
953	.	['']	[]
954	In	['']	[]
955	januari	['']	[]
956	2017	['']	[]
957	ontvingen	['']	[]
958	de	['']	[]
959	Inspectie	['']	[]
960	Jeugdzorg	['']	[]
961	,	['']	[]
962	Inspectie	['']	[]
963	voor	['']	[]
964	de	['']	[]
965	Gezondheidszorg1	['']	[]
966	en	['']	[]
967	Inspectie	['']	[]
968	Veiligheid	['']	[]
969	en	['']	[]
970	Justitie	['']	[]
971	(	['']	[]
972	hierna	['']	[]
973	:	['']	[]
974	de	['']	[]
975	inspecties	['']	[]
976	)	['']	[]
977	een	['']	[]
978	melding	['']	[]
979	.	['']	[]
980	De	['']	[]
981	melding	['']	[]
982	betrof	['']	[]
983	ernstig	['']	[]
984	geweld	['']	[]
985	richting	['']	[]
986	een	['']	[]
987	kind	['']	[]
988	door	['']	[]
989	toedoen	['']	[]
990	van	['']	[]
991	een	['']	[]
992	ouder	['']	[]
993	,	['']	[]
994	met	['']	[]
995	als	['']	[]
996	uiteindelijk	['']	[]
997	gevolg	['']	[]
998	het	['']	[]
999	overlijden	['']	[]
1000	van	['']	[]
1001	het	['']	[]
1002	kind	['']	[]
1003	.	['']	[]
1004	Bij	['']	[]
1005	het	['']	[]
1006	gezin	['']	[]
1007	waren	['']	[]
1008	verschillende	['']	[]
1009	organisaties	['']	[]
1010	·	['']	[]
1011	die	['']	[]
1012	(	['']	[]
1013	jeugd	['']	[]
1014	)	['']	[]
1015	hulpverlening	['']	[]
1016	boden	['']	[]
1017	betrokken	['']	[]
1018	.	['']	[]
1019	Het	['']	[]
1020	betroffen	['']	[]
1021	organisaties	['']	[]
1022	die	['']	[]
1023	werkzaam	['']	[]
1024	waren	['']	[]
1025	binnen	['']	[]
1026	de	['']	[]
1027	gemeente	['']	[]
1028	Amsterdam	['']	[]
1029	,	['']	[]
1030	dan	['']	[]
1031	wel	['']	[]
1032	binnen	['']	[]
1033	de	['']	[]
1034	gemeente	['']	[]
1035	Haarlemmerliede	['']	[]
1036	en	['']	[]
1037	Spaarnwoude	['']	[]
1038	.	['']	[]
1039	Alle	['']	[]
1040	organisaties	['']	[]
1041	vielen	['']	[]
1042	onder	['']	[]
1043	het	['']	[]
1044	toezicht	['']	[]
1045	van	['']	[]
1046	de	['']	[]
1047	inspecties	['']	[]
1048	,	['']	[]
1049	met	['']	[]
1050	uitzondering	['']	[]
1051	van	['']	[]
1052	de	['']	[]
1053	BlijfGroep	['']	[]
1054	uit	['']	[]
1055	Amsterdam	['']	[]
1056	.	['']	[]
1057	Deze	['']	[]
1058	viel	['']	[]
1059	,	['']	[]
1060	gezien	['']	[]
1061	de	['']	[]
1062	bekostiging	['']	[]
1063	ervan	['']	[]
1064	vanuit	['']	[]
1065	de	['']	[]
1066	WMO	['']	[]
1067	,	['']	[]
1068	onder	['']	[]
1069	het	['']	[]
1070	toezicht	['']	[]
1071	van	['']	[]
1072	de	['']	[]
1073	WMO-toezichthouder	['']	[]
1074	van	['']	[]
1075	de	['']	[]
1076	gemeente	['']	[]
1077	Amsterdam	['']	[]
1078	.	['']	[]
1079	Laatstgenoemde	['']	[]
1080	is	['']	[]
1081	daarom	['']	[]
1082	destijds	['']	[]
1083	bij	['']	[]
1084	het	['']	[]
1085	onderzoek	['']	[]
1086	van	['']	[]
1087	de	['']	[]
1088	inspecties	['']	[]
1089	betrokken	['']	[]
1090	.	['']	[]
1091	Het	['']	[]
1092	onderzoek	['']	[]
1093	naar	['']	[]
1094	de	['']	[]
1095	melding	['']	[]
1096	De	['']	[]
1097	inspecties	['']	[]
1098	en	['']	[]
1099	de	['']	[]
1100	WMO	['']	[]
1101	toezichthouder	['']	[]
1102	hebben	['']	[]
1103	elke	['']	[]
1104	betrokken	['']	[]
1105	organisatie	['']	[]
1106	afzonderlijk	['']	[]
1107	verzocht	['']	[]
1108	hen	['']	[]
1109	een	['']	[]
1110	reconstructie	['']	[]
1111	toe	['']	[]
1112	te	['']	[]
1113	sturen	['']	[]
1114	van	['']	[]
1115	de	['']	[]
1116	geboden	['']	[]
1117	hulp	['']	[]
1118	aan	['']	[]
1119	het	['']	[]
1120	gezin	['']	[]
1121	en	['']	[]
1122	de	['']	[]
1123	wijze	['']	[]
1124	waarop	['']	[]
1125	in	['']	[]
1126	deze	['']	[]
1127	casus	['']	[]
1128	was	['']	[]
1129	samengewerkt	['']	[]
1130	met	['']	[]
1131	andere	['']	[]
1132	organisaties	['']	[]
1133	.	['']	[]
1134	De	['']	[]
1135	toezichthouders	['']	[]
1136	stelden	['']	[]
1137	op	['']	[]
1138	basis	['']	[]
1139	van	['']	[]
1140	deze	['']	[]
1141	reconstructies	['']	[]
1142	vast	['']	[]
1143	dat	['']	[]
1144	het	['']	[]
1145	handelen	['']	[]
1146	van	['']	[]
1147	de	['']	[]
1148	betrokken	['']	[]
