voorstellen,,
voor,,
de,,
aanpassing,,
van,,
wet-,,
en,,
regelgeving,,
rondom,,
de,,
ontwikkeling,,
en,,
bouw,,
van,,
nieuwe,,
woningen,,
en,,
het,,
verbeteren,,
van,,
de,,
positie,,
van,,
woningzoekenden,,
.,,
Om,,
te,,
beginnen,,
ben,,
ik,,B_PER_2
samen,,
met,,
u,,B_PER_1
zeer,,
doordrongen,,
van,,
de,,
urgentie,,
om,,
het,,
woningtekort,,
aan,,
te,,
pakken,,
.,,
Ik,,B_PER_2
zet,,
in,,
op,,
de,,
realisatie,,
van,,
900.000,,
woningen,,
tot,,
en,,
met,,
2030,,
.,,
Om,,
deze,,
opgave,,
te,,
realiseren,,
is,,
het,,
cruciaal,,
dat,,
ook,,
wordt,,
gewerkt,,
aan,,
het,,
sneller,,
",",,
slimmer,,
en,,
efficiënter,,
inrichten,,
van,,
de,,
processen,,
en,,
procedures,,
bij,,
woningbouwontwikkeling,,
.,,
Het,,
versnellen,,
van,,
processen,,
en,,
procedures,,
kan,,
het,,
Rijk,,
niet,,
alleen,,
.,,
Overheden,,
",",,
woningcorporaties,,
en,,
marktpartijen,,
hebben,,
gezamenlijk,,
de,,
sleutel,,
in,,
handen,,
om,,
de,,
woningbouw,,
ook,,
echt,,
te,,
versnellen,,
.,,
Samen,,
met,,
alle,,
partners,,
in,,
de,,
woningbouw,,
doen,,
we,,
alles,,
wat,,
in,,
ons,,
vermogen,,
ligt,,
om,,
de,,
woningbouw,,
te,,
versnellen,,
.,,
Op,,
dit,,
moment,,
duurt,,
de,,
ontwikkeling,,
van,,
een,,
woningbouwproject,,
gemiddeld,,
tien,,
jaar,,
.,,
Dat,,
is,,
erg,,
lang,,
en,,
hierin,,
lijkt,,
(,,
onbewust,,
),,
onvoldoende,,
prioriteit,,
te,,
worden,,
gegeven,,
aan,,
snelheid,,
om,,
de,,
grote,,
maatschappelijke,,
opgave,,
te,,
realiseren,,
.,,
In,,
het,,
krachtenspel,,
rondom,,
toekomstige,,
woningbouwlocaties,,
is,,
veel,,
oog,,
voor,,
gevestigde,,
belangen,,
en,,
hebben,,
toekomstige,,
bewoners,,
weinig,,
invloed,,
.,,
Daarom,,
heb,,
ik,,B_PER_2
het,,
‘,,
Plan,,
van,,
aanpak,,
versnellen,,
processen,,
en,,
procedures,,
woningbouw’,,
opgesteld,,
om,,
te,,
zorgen,,
voor,,
meer,,
snelheid,,
in,,
projecten,,
en,,
het,,
beter,,
borgen,,
van,,
het,,
belang,,
van,,
woningzoekenden,,
.,,
Pagina,,
2,,
van,,
3,,
Volkshuisvesting,,
en,,
Bouwen,,
Woningbouw,,
Kenmerk,,
2022-0000717050,,
Ter,,
voorbereiding,,
op,,
het,,
plan,,
van,,
aanpak,,
zijn,,
diverse,,
onderzoeken,,
uitgevoerd,,
naar,,
vertragingsfactoren,,
en,,
versnellingsmogelijkheden,,
bij,,
woningbouwontwikkeling,,
.,,
De,,
Rijksuniversiteit,,
Groningen,,
(,,
RUG,,
),,
is,,
door,,
het,,
ministerie,,
van,,
BZK,,
samen,,
met,,
het,,
ministerie,,
van,,
EZK,,
gevraagd,,
onderzoek,,
te,,
doen,,
naar,,
versnellingsmogelijkheden,,
in,,
de,,
fase,,
van,,
bezwaar,,
en,,
beroep,,
.,,
De,,
voorstellen,,
uit,,
uw,,B_PER_1
rapport,,
hebben,,
wij,,
ook,,
voorgelegd,,
aan,,
de,,
RUG,,
en,,
zijn,,
meegenomen,,
in,,
hun,,
onderzoek,,
.,,
De,,
rapporten,,
van,,
de,,
RUG,,
zijn,,
bijgevoegd,,
.,,
In,,
het,,
plan,,
van,,
aanpak,,
versnellen,,
processen,,
en,,
procedures,,
woningbouw,,
zijn,,
acties,,
uitgewerkt,,
om,,
versnelling,,
mogelijk,,
te,,
maken,,
.,,
Hierbij,,
richt,,
ik,,B_PER_2
me,,B_PER_2
op,,
vier,,
thema’s,,
",",,
die,,
ik,,B_PER_2
samen,,
met,,
stakeholders,,
",",,
waaronder,,
u,,B_PER_1
",",,
wil,,
gaan,,
oppakken,,
:,,
1.,,
efficiëntere,,
werkwijze,,
en,,
versterking,,
capaciteit,,
,,
2.,,
meer,,
regie,,
",",,
samenwerking,,
en,,
YIMBY,,
,,
3.,,
stimuleren,,
innovatie,,
en,,
industrieel,,
bouwen,,
,,
4.,,
aanpassing,,
wet-,,
en,,
regelgeving,,
.,,
Zoals,,
in,,
het,,
plan,,
van,,
aanpak,,
beschreven,,
",",,
zet,,
ik,,B_PER_2
ook,,
in,,
op,,
het,,
versnellen,,
van,,
processen,,
en,,
procedures,,
door,,
het,,
aanpassen,,
van,,
wet-,,
en,,
regelgeving,,
.,,
Een,,
aantal,,
van,,
de,,
door,,
u,,B_PER_1
genoemde,,
versnellingsvoorstellen,,
worden,,
meegenomen,,
in,,
het,,
•,,
wetsvoorstel,,
versterken,,
regie,,
volkshuisvesting,,
.,,
Het,,
betreft,,
:,,
Beroep,,
in,,
één,,
instantie,,
voor,,
aangewezen,,
categorieën,,
projecten,,
,,
•,,
Beslistermijn,,
van,,
zes,,
maanden,,
voor,,
het,,
beslissen,,
op,,
beroep,,
voor,,
aangewezen,,
categorieën,,
projecten,,
,,
•,,
Een,,
omschrijving,,
van,,
het,,
begrip,,
participatie,,
in,,
de,,
Omgevingswet,,
Op,,
middellange,,
termijn,,
zal,,
ik,,B_PER_2
complexere,,
aanpassingen,,
doorvoeren,,
in,,
wet-,,
en,,
regelgeving,,
via,,
een,,
nieuw,,
wetstraject,,
.,,
Dit,,
betreffen,,
aanpassingen,,
die,,
betrekking,,
hebben,,
op,,
meer,,
beleidsvelden,,
en,,
die,,
nog,,
nader,,
moeten,,
worden,,
onderzocht,,
en,,
uitgewerkt,,
.,,
De,,
overige,,
voorstellen,,
die,,
door,,
u,,B_PER_1
zijn,,
gedaan,,
in,,
uw,,
rapport,,
zal,,
ik,,B_PER_2
hierbij,,
betrekken,,
.,,
Graag,,
betrek,,
ik,,B_PER_2
u,,B_PER_1
in,,
het,,
nader,,
onderzoek,,
naar,,
de,,
haalbaarheid,,
en,,
wenselijkheid,,
van,,
de,,
voorstellen,,
die,,
we,,
in,,
dit,,
kader,,
zullen,,
bekijken,,
.,,
Tot,,
slot,,
Ik,,B_PER_2
wil,,
u,,B_PER_1
bedanken,,
voor,,
uw,,B_PER_1
analyses,,
en,,
de,,
voorstellen,,
die,,
u,,B_PER_1
ons,,
meegeeft,,
in,,
het,,
rapport,,
‘terugdringen,,
onnodige,,
vertraging,,
woningbouw,,
door,,
bezwaar-,,
en,,
beroepsprocedures’,,
.,,
Graag,,
nodig,,
ik,,B_PER_2
u,,B_PER_1
ook,,
uit,,
om,,
in,,
de,,
uitvoering,,
van,,
het,,
plan,,
van,,
aanpak,,
met,,
ons,,
mee,,
te,,
blijven,,
denken,,
over,,
de,,
verdere,,
uitwerking,,
van,,
de,,
hierin,,
genoemde,,
versnellingsopties,,
.,,
De,,
inzet,,
van,,
alle,,
partijen,,
in,,
de,,
sector,,
is,,
hard,,
nodig,,
om,,
de,,
grote,,
woningbouwopgave,,
met,,
elkaar,,
te,,
realiseren,,
.,,
De,,B_PER_2
minister,,I_PER_2
voor,,I_PER_2
Volkshuisvesting,,I_PER_2
en,,I_PER_2
Ruimtelijke,,I_PER_2
Ordening,,I_PER_2
",",,
Hugo,B-PER,B_PER_2
de,I-PER,I_PER_2
Jonge,I-PER,I_PER_2
Pagina,,
3,,
van,,
3,,
Volkshuisvesting,,
en,,
Bouwen,,
Woningbouw,,
Kenmerk,,
2022-0000717050,,
Bijlagen,,
Volgnummer,,
Naam,,
Informatie,,
1,,
Plan,,
van,,
aanpak,,
versnellen,,
processen,,
en,,
procedures,,
woningbouw,,
2,,
Rapporten,,
RUG,,
-,,
Versnelling,,
van,,
rechtsbescherming,,
in,,
het,,
omgevingsrecht,,
:,,
de,,
procedures,,
in,,
bezwaar,,
en,,
beroep,,
