	token	gold	model
179	deze	['']	[]
180	onderwerpen	['']	[]
181	.	['']	[]
182	En	['']	[]
183	ik	['B_PER_2']	[]
184	wil	['']	[]
185	benadrukken	['']	[]
186	dat	['']	[]
187	ik	['B_PER_2']	[]
188	het	['']	[]
189	met	['']	[]
190	u	['B_PER_1']	[]
191	eens	['']	[]
192	ben	['']	[]
193	:	['']	[]
194	ik	['B_PER_2']	[]
195	vind	['']	[]
196	het	['']	[]
197	verschrikkelijk	['']	[]
198	om	['']	[]
199	te	['']	[]
200	horen	['']	[]
201	als	['']	[]
202	het	['']	[]
203	dierenwelzijn	['']	[]
204	geschaad	['']	[]
205	wordt	['']	[]
206	het	['']	[]
207	welzijn	['']	[]
208	van	['']	[]
209	dieren	['']	[]
210	is	['']	[]
211	voor	['']	[]
212	mij	['B_PER_2']	[]
213	van	['']	[]
214	doorslaggevende	['']	[]
215	waarde	['']	[]
216	en	['']	[]
217	mensen	['']	[]
218	die	['']	[]
219	met	['']	[]
220	dieren	['']	[]
221	omgaan	['']	[]
222	hebben	['']	[]
223	hierin	['']	[]
224	een	['']	[]
225	grote	['']	[]
226	verantwoordelijkheid	['']	[]
227	.	['']	[]
228	Uw	['B_PER_1']	[]
229	verzoek	['']	[]
230	U	['B_PER_1']	[]
231	verzoekt	['']	[]
232	in	['']	[]
233	uw	['B_PER_1']	[]
234	brief	['']	[]
235	om	['']	[]
236	een	['']	[]
237	aantal	['']	[]
238	maatregelen	['']	[]
239	te	['']	[]
240	nemen	['']	[]
241	die	['']	[]
242	ertoe	['']	[]
243	moeten	['']	[]
244	leiden	['']	[]
245	dat	['']	[]
246	geen	['']	[]
247	enkel	['']	[]
248	varken	['']	[]
249	meer	['']	[]
250	bij	['']	[]
251	bewustzijn	['']	[]
252	gestoken	['']	[]
253	en	['']	[]
254	verbloed	['']	[]
255	wordt	['']	[]
256	of	['']	[]
257	levend	['']	[]
258	in	['']	[]
259	de	['']	[]
260	broeibak	['']	[]
261	terechtkomt	['']	[]
262	.	['']	[]
263	Ik	['B_PER_2']	[]
264	heb	['']	[]
265	uw	['B_PER_1']	[]
266	verzoeken	['']	[]
267	gelezen	['']	[]
268	,	['']	[]
269	hieronder	['']	[]
270	ga	['']	[]
271	ik	['B_PER_2']	[]
272	puntsgewijs	['']	[]
273	nader	['']	[]
274	in	['']	[]
275	op	['']	[]
276	de	['']	[]
277	door	['']	[]
278	u	['B_PER_1']	[]
279	(	['']	[]
280	in	['']	[]
281	cursief	['']	[]
282	)	['']	[]
283	voorgestelde	['']	[]
284	maatregelen	['']	[]
285	.	['']	[]
286	Stel	['']	[]
287	controlepunten	['']	[]
288	verplicht	['']	[]
289	Slachthuizen	['']	[]
290	zijn	['']	[]
291	reeds	['']	[]
292	verplicht	['']	[]
293	om	['']	[]
294	op	['']	[]
295	basis	['']	[]
296	van	['']	[]
297	verordening	['']	[]
298	(	['']	[]
299	EG	['']	[]
300	)	['']	[]
301	1099/2009	['']	[]
302	in	['']	[]
303	het	['']	[]
304	slachtproces	['']	[]
305	controlepunten	['']	[]
306	op	['']	[]
307	te	['']	[]
308	nemen	['']	[]
309	met	['']	[]
310	betrekking	['']	[]
311	tot	['']	[]
312	het	['']	[]
313	bedwelmen	['']	[]
314	en	['']	[]
315	verbloeden	['']	[]
316	van	['']	[]
317	de	['']	[]
318	dieren	['']	[]
319	.	['']	[]
320	Zo	['']	[]
321	moet	['']	[]
322	de	['']	[]
323	exploitant	['']	[]
324	borgen	['']	[]
325	dat	['']	[]
326	dieren	['']	[]
327	geen	['']	[]
328	tekenen	['']	[]
329	van	['']	[]
330	bewustzijn	['']	[]
331	of	['']	[]
332	gevoeligheid	['']	[]
333	vertonen	['']	[]
334	in	['']	[]
335	de	['']	[]
336	periode	['']	[]
337	gelegen	['']	[]
338	tussen	['']	[]
339	het	['']	[]
340	eind	['']	[]
341	van	['']	[]
342	het	['']	[]
343	bedwelmingsproces	['']	[]
344	en	['']	[]
345	hun	['']	[]
346	dood	['']	[]
347	.	['']	[]
348	Verdere	['']	[]
349	uitslachting	['']	[]
350	of	['']	[]
351	broeiing	['']	[]
352	mag	['']	[]
353	alleen	['']	[]
354	dan	['']	[]
355	plaatsvinden	['']	[]
356	wanneer	['']	[]
357	is	['']	[]
358	vastgesteld	['']	[]
359	dat	['']	[]
360	de	['']	[]
361	dieren	['']	[]
362	geen	['']	[]
363	tekenen	['']	[]
364	van	['']	[]
365	leven	['']	[]
366	meer	['']	[]
367	vertonen	['']	[]
368	.	['']	[]
369	U	['B_PER_1']	[]
370	vraagt	['']	[]
371	in	['']	[]
372	uw	['B_PER_1']	[]
373	brief	['']	[]
374	of	['']	[]
375	bij	['']	[]
376	elk	['']	[]
377	individueel	['']	[]
378	varken	['']	[]
379	gecontroleerd	['']	[]
380	kan	['']	[]
381	worden	['']	[]
382	of	['']	[]
383	deze	['']	[]
384	daadwerkelijk	['']	[]
385	bedwelmd	['']	[]
386	/	['']	[]
387	gedood	['']	[]
388	is	['']	[]
389	.	['']	[]
390	De	['']	[]
391	Europese	['']	[]
392	wetgeving	['']	[]
393	,	['']	[]
394	artikel	['']	[]
395	5	['']	[]
396	van	['']	[]
397	Pagina	['']	[]
398	2	['']	[]
399	van	['']	[]
400	4	['']	[]
401	Nederlandse	['']	[]
402	Voedsel-	['']	[]
403	en	['']	[]
404	Warenautoriteit	['']	[]
405	Ons	['']	[]
406	kenmerk	['']	[]
407	NVWA	['']	[]
408	/	['']	[]
409	27095195	['']	[]
410	verordening	['']	[]
411	1099/2009	['']	[]
412	biedt	['']	[]
413	een	['']	[]
414	slachthuis	['']	[]
415	de	['']	[]
416	mogelijkheid	['']	[]
417	om	['']	[]
418	het	['']	[]
419	slachtproces	['']	[]
420	zo	['']	[]
421	in	['']	[]
422	te	['']	[]
423	richten	['']	[]
424	en	['']	[]
425	te	['']	[]
426	beheersen	['']	[]
427	,	['']	[]
428	dat	['']	[]
429	de	['']	[]
430	hierboven	['']	[]
431	genoemde	['']	[]
432	controles	['']	[]
433	op	['']	[]
434	basis	['']	[]
435	van	['']	[]
436	een	['']	[]
437	representatieve	['']	[]
438	steekproef	['']	[]
439	van	['']	[]
440	dieren	['']	[]
441	uitgevoerd	['']	[]
442	mogen	['']	[]
443	worden	['']	[]
444	en	['']	[]
445	niet	['']	[]
446	op	['']	[]
447	ieder	['']	[]
448	individueel	['']	[]
449	dier	['']	[]
450	.	['']	[]
451	Dat	['']	[]
452	wetsartikel	['']	[]
453	legt	['']	[]
454	een	['']	[]
455	grote	['']	[]
456	verantwoordelijkheid	['']	[]
457	bij	['']	[]
458	de	['']	[]
459	bedrijven	['']	[]
460	,	['']	[]
461	en	['']	[]
462	daar	['']	[]
463	spreek	['']	[]
464	ik	['B_PER_2']	[]
465	de	['']	[]
466	bedrijven	['']	[]
467	dan	['']	[]
468	ook	['']	[]
469	op	['']	[]
470	aan	['']	[]
471	.	['']	[]
472	Bedrijven	['']	[]
473	dienen	['']	[]
474	het	['']	[]
475	dierenwelzijn	['']	[]
476	in	['']	[]
477	de	['']	[]
478	bedrijfsvoering	['']	[]
479	een	['']	[]
480	vaste	['']	[]
481	plek	['']	[]
482	geven	['']	[]
483	en	['']	[]
484	de	['']	[]
485	wettelijke	['']	[]
486	verplichtingen	['']	[]
487	na	['']	[]
488	te	['']	[]
489	leven	['']	[]
490	.	['']	[]
491	U	['B_PER_1']	[]
492	mag	['']	[]
493	van	['']	[]
494	de	['']	[]
495	NVWA	['']	[]
496	verwachten	['']	[]
497	dat	['']	[]
498	zij	['']	[]
499	bedrijven	['']	[]
500	die	['']	[]
501	hier	['']	[]
502	niet	['']	[]
503	goed	['']	[]
504	mee	['']	[]
505	omgaan	['']	[]
506	corrigeren	['']	[]
507	om	['']	[]
508	de	['']	[]
509	naleving	['']	[]
510	af	['']	[]
511	te	['']	[]
512	dwingen	['']	[]
513	.	['']	[]
514	Hiertoe	['']	[]
515	zetten	['']	[]
516	de	['']	[]
517	inspecteurs	['']	[]
518	zich	['']	[]
519	dagelijks	['']	[]
520	in	['']	[]
521	,	['']	[]
522	en	['']	[]
523	daar	['']	[]
524	heb	['']	[]
525	ik	['B_PER_2']	[]
526	,	['']	[]
527	samen	['']	[]
528	met	['']	[]
529	de	['']	['B_PER_4']
530	inspecteur-generaal	['']	[]
531	(	['']	[]
532	IG	['']	['B_PER_4']
533	)	['']	[]
534	,	['']	[]
535	blijvend	['']	[]
536	aandacht	['']	[]
537	voor	['']	[]
538	.	['']	[]
539	Stel	['']	[]
540	slim	['']	[]
541	cameratoezicht	['']	[]
542	verplicht	['']	[]
543	Net	['']	[]
544	als	['']	[]
545	u	['B_PER_1']	[]
546	vind	['']	[]
547	ik	['B_PER_2']	[]
548	het	['']	[]
549	verplicht	['']	[]
550	stellen	['']	[]
551	van	['']	[]
552	cameratoezicht	['']	[]
553	van	['']	[]
554	groot	['']	[]
555	belang	['']	[]
556	,	['']	[]
557	niet	['']	[]
558	alleen	['']	[]
559	op	['']	[]
560	slachthuizen	['']	[]
561	maar	['']	[]
562	ook	['']	[]
563	op	['']	[]
564	verzamelcentra	['']	[]
565	voor	['']	[]
566	levend	['']	[]
567	vee	['']	[]
568	.	['']	[]
569	De	['']	[]
570	NVWA	['']	[]
571	werkt	['']	[]
572	nu	['']	[]
573	sinds	['']	[]
574	ruim	['']	[]
575	3	['']	[]
576	jaar	['']	[]
577	met	['']	[]
578	cameratoezicht	['']	[]
579	in	['']	[]
580	slachthuizen	['']	[]
581	en	['']	[]
582	ik	['B_PER_2']	[]
583	blijf	['']	[]
584	volop	['']	[]
585	inzetten	['']	[]
586	op	['']	[]
587	het	['']	[]
588	verder	['']	[]
589	ontwikkelen	['']	[]
590	ervan	['']	[]
591	.	['']	[]
592	Ik	['B_PER_2']	[]
593	bereid	['']	[]
594	daarom	['']	[]
595	onder	['']	[]
596	andere	['']	[]
597	een	['']	[]
598	wetsvoorstel	['']	[]
599	voor	['']	[]
600	ter	['']	[]
601	wijziging	['']	[]
602	van	['']	[]
603	de	['']	[]
604	Wet	['']	[]
605	dieren	['']	[]
606	,	['']	[]
607	waarmee	['']	[]
608	cameratoezicht	['']	[]
609	op	['']	[]
610	slachthuizen	['']	[]
611	en	['']	[]
612	verzamelcentra	['']	[]
613	verplicht	['']	[]
614	wordt	['']	[]
615	.	['']	[]
616	Met	['']	[]
617	deze	['']	[]
618	verplichting	['']	[]
619	wordt	['']	[]
620	het	['']	[]
621	bestaande	['']	[]
622	cameratoezicht	['']	[]
623	in	['']	[]
624	slachthuizen	['']	[]
625	verder	['']	[]
626	verankerd	['']	[]
627	in	['']	[]
628	wetgeving	['']	[]
629	en	['']	[]
630	wordt	['']	[]
631	de	['']	[]
632	grondslag	['']	[]
633	gelegd	['']	[]
634	om	['']	[]
635	in	['']	[]
636	de	['']	[]
637	toekomst	['']	[]
638	nieuwe	['']	[]
639	technologische	['']	[]
640	ontwikkelingen	['']	[]
641	te	['']	[]
642	kunnen	['']	[]
643	toepassen	['']	[]
644	,	['']	[]
645	zoals	['']	[]
646	sensortechnologie	['']	[]
647	en	['']	[]
648	kunstmatige	['']	[]
649	intelligentie	['']	[]
650	(	['']	[]
651	AI	['']	[]
652	)	['']	[]
653	,	['']	[]
654	het	['']	[]
655	zogenaamde	['']	[]
656	“	['']	[]
657	slim-cameratoezicht	['']	[]
658	”	['']	[]
659	.	['']	[]
660	De	['']	[]
661	ontwikkelingen	['']	[]
662	rondom	['']	[]
663	slim	['']	[]
664	cameratoezicht	['']	[]
665	staan	['']	[]
666	niet	['']	[]
667	stil	['']	[]
668	.	['']	[]
669	De	['']	[]
670	toepassingen	['']	[]
671	van	['']	[]
672	sensortechnologie	['']	[]
673	en	['']	[]
674	kunstmatige	['']	[]
675	intelligentie	['']	[]
676	zijn	['']	[]
677	veelbelovend	['']	[]
678	en	['']	[]
679	hebben	['']	[]
680	potentie	['']	[]
681	om	['']	[]
682	in	['']	[]
683	de	['']	[]
684	toekomst	['']	[]
685	een	['']	[]
686	grote	['']	[]
687	bijdrage	['']	[]
688	te	['']	[]
689	leveren	['']	[]
690	aan	['']	[]
691	het	['']	[]
692	toezicht	['']	[]
693	op	['']	[]
694	dierenwelzijn	['']	[]
695	.	['']	[]
696	Deze	['']	[]
697	technologie	['']	[]
698	is	['']	[]
699	op	['']	[]
700	dit	['']	[]
701	moment	['']	[]
702	nog	['']	[]
703	volop	['']	[]
704	in	['']	[]
705	ontwikkeling	['']	[]
706	.	['']	[]
707	Zie	['']	[]
708	hiervoor	['']	[]
709	ook	['']	[]
710	het	['']	[]
711	advies	['']	[]
712	van	['']	[]
713	Bureau	['']	[]
714	Risicobeoordeling	['']	[]
715	en	['']	[]
716	Onderzoek	['']	[]
717	van	['']	[]
718	de	['']	[]
719	NVWA.	['']	[]
720	1	['']	[]
721	Voor	['']	[]
722	het	['']	[]
723	borgen	['']	[]
724	van	['']	[]
725	het	['']	[]
726	publieke	['']	[]
727	belang	['']	[]
728	dierenwelzijn	['']	[]
729	is	['']	[]
730	de	['']	[]
731	slachtsector	['']	[]
732	zelf	['']	[]
733	verantwoordelijk	['']	[]
734	en	['']	[]
735	aan	['']	[]
736	zet	['']	[]
737	om	['']	[]
738	stappen	['']	[]
739	te	['']	[]
740	zetten	['']	[]
741	naar	['']	[]
742	de	['']	[]
743	toepassing	['']	[]
744	van	['']	[]
745	slim	['']	[]
746	cameratoezicht	['']	[]
747	en	['']	[]
748	andere	['']	[]
749	slimme	['']	[]
750	technologieën	['']	[]
751	die	['']	[]
752	hieraan	['']	[]
753	kunnen	['']	[]
754	bijdragen	['']	[]
755	.	['']	[]
756	Om	['']	[]
757	dit	['']	[]
758	te	['']	[]
759	stimuleren	['']	[]
760	,	['']	[]
761	en	['']	[]
762	om	['']	[]
763	na	['']	[]
764	te	['']	[]
765	gaan	['']	[]
766	wat	['']	[]
767	de	['']	[]
768	waarde	['']	[]
769	van	['']	[]
770	deze	['']	[]
771	technologieën	['']	[]
772	voor	['']	[]
773	het	['']	[]
774	toezicht	['']	[]
775	kan	['']	[]
776	zijn	['']	[]
777	,	['']	[]
778	onderzoeken	['']	[]
779	mijn	['B_PER_2']	[]
780	ministerie	['']	[]
781	en	['']	[]
782	de	['']	[]
783	NVWA	['']	[]
784	mogelijkheden	['']	[]
785	om	['']	[]
786	pilots	['']	[]
787	met	['']	[]
788	het	['']	[]
789	bedrijfsleven	['']	[]
790	op	['']	[]
791	te	['']	[]
792	starten	['']	[]
793	.	['']	[]
794	De	['']	[]
795	Universiteit	['']	[]
796	Utrecht	['']	[]
797	voert	['']	[]
798	in	['']	[]
799	opdracht	['']	[]
800	van	['']	[]
801	mijn	['B_PER_2']	[]
802	ministerie	['']	[]
803	ook	['']	[]
804	een	['']	[]
805	validatietraject	['']	[]
806	van	['']	[]
807	een	['']	[]
808	slim-camerasysteem	['']	[]
809	uit	['']	[]
810	.	['']	[]
811	Ik	['B_PER_2']	[]
812	volg	['']	[]
813	de	['']	[]
814	ontwikkelingen	['']	[]
815	op	['']	[]
816	dit	['']	[]
817	vlak	['']	[]
818	nauwgezet	['']	[]
819	en	['']	[]
820	zodra	['']	[]
821	deze	['']	[]
822	ver	['']	[]
823	genoeg	['']	[]
824	zijn	['']	[]
825	,	['']	[]
826	kan	['']	[]
827	ik	['B_PER_2']	[]
828	hier	['']	[]
829	dus	['']	[]
830	ook	['']	[]
831	regelgeving	['']	[]
832	voor	['']	[]
833	maken	['']	[]
834	.	['']	[]
835	Verzwaar	['']	[]
836	sancties	['']	[]
837	bij	['']	[]
838	overtredingen	['']	[]
839	m.b.t.	['']	[]
840	het	['']	[]
841	niet	['']	[]
842	effectief	['']	[]
843	bedwelmen	['']	[]
844	en/of	['']	[]
845	verbloeden	['']	[]
846	van	['']	[]
847	varkens	['']	[]
848	Ik	['B_PER_2']	[]
849	kan	['']	[]
850	me	['']	[]
851	de	['']	[]
852	roep	['']	[]
853	om	['']	[]
854	verzwaring	['']	[]
855	van	['']	[]
856	de	['']	[]
857	sancties	['']	[]
858	gevoelsmatig	['']	[]
859	goed	['']	[]
860	voorstellen	['']	[]
861	.	['']	[]
862	Momenteel	['']	[]
863	wordt	['']	[]
864	vaak	['']	[]
865	gebruik	['']	[]
866	gemaakt	['']	[]
867	van	['']	[]
868	de	['']	[]
869	bestuurlijke	['']	[]
870	boete	['']	[]
871	.	['']	[]
872	Een	['']	[]
873	bestuurlijke	['']	[]
874	boete	['']	[]
875	is	['']	[]
876	een	['']	[]
877	bestuurlijke	['']	[]
878	punitieve	['']	[]
879	sanctie	['']	[]
880	,	['']	[]
881	gericht	['']	[]
882	op	['']	[]
883	bestraffing	['']	[]
884	door	['']	[]
885	leedtoevoeging	['']	[]
886	bij	['']	[]
887	de	['']	[]
888	dader	['']	[]
889	.	['']	[]
890	Het	['']	[]
891	opleggen	['']	[]
892	van	['']	[]
893	een	['']	[]
894	boete	['']	[]
895	en	['']	[]
896	het	['']	[]
897	bepalen	['']	[]
898	van	['']	[]
899	de	['']	[]
900	hoogte	['']	[]
901	ervan	['']	[]
902	is	['']	[]
903	gebonden	['']	[]
904	aan	['']	[]
905	de	['']	[]
906	wettelijke	['']	[]
907	kaders	['']	[]
908	,	['']	[]
909	in	['']	[]
910	dit	['']	[]
911	geval	['']	[]
912	het	['']	[]
913	Besluit	['']	[]
914	handhaving	['']	[]
915	en	['']	[]
916	overige	['']	[]
917	zaken	['']	[]
918	Wet	['']	[]
919	dieren	['']	[]
920	en	['']	[]
921	de	['']	[]
922	Regeling	['']	[]
923	handhaving	['']	[]
924	en	['']	[]
925	overige	['']	[]
926	1	['']	[]
927	Advies	['']	[]
928	over	['']	[]
929	toepassing	['']	[]
930	sensortechnologie	['']	[]
931	dierenwelzijn	['']	[]
932	slachthuizen	['']	[]
933	(	['']	[]
934	Kamerstuk	['']	[]
935	28286	['']	[]
936	,	['']	[]
937	nr.	['']	[]
938	1267	['']	[]
939	)	['']	[]
940	.	['']	[]
941	Pagina	['']	[]
942	3	['']	[]
943	van	['']	[]
944	4	['']	[]
945	Nederlandse	['']	[]
946	Voedsel-	['']	[]
947	en	['']	[]
948	Warenautoriteit	['']	[]
949	Ons	['']	[]
950	kenmerk	['']	[]
951	NVWA	['']	[]
952	/	['']	[]
953	27095195	['']	[]
954	zaken	['']	[]
955	Wet	['']	[]
956	dieren	['']	[]
957	,	['']	[]
958	en	['']	[]
959	aan	['']	[]
960	de	['']	[]
961	eisen	['']	[]
962	van	['']	[]
963	doeltreffendheid	['']	[]
964	,	['']	[]
965	evenredigheid	['']	[]
966	en	['']	[]
967	afschrikwekkendheid	['']	[]
968	.	['']	[]
969	Dit	['']	[]
970	boetestelsel	['']	[]
971	is	['']	[]
972	recent	['']	[]
973	geëvalueerd	['']	[]
974	en	['']	[]
975	op	['']	[]
976	basis	['']	[]
977	van	['']	[]
978	de	['']	[]
979	uitkomsten	['']	[]
980	van	['']	[]
981	de	['']	[]
982	evaluatie	['']	[]
983	zal	['']	[]
984	ik	['B_PER_2']	[]
985	bepalen	['']	[]
986	of	['']	[]
987	,	['']	[]
988	en	['']	[]
989	zo	['']	[]
990	ja	['']	[]
991	welke	['']	[]
992	aanpassingen	['']	[]
993	aan	['']	[]
994	de	['']	[]
995	regelgeving	['']	[]
996	nodig	['']	[]
997	zijn	['']	[]
998	.	['']	[]
999	Een	['']	[]
1000	bestuurlijke	['']	[]
1001	boete	['']	[]
1002	alléén	['']	[]
1003	heeft	['']	[]
1004	niet	['']	[]
1005	altijd	['']	[]
1006	het	['']	[]
1007	gewenste	['']	[]
1008	effect	['']	[]
1009	dat	['']	[]
1010	overtredingen	['']	[]
1011	worden	['']	[]
1012	beëindigd	['']	[]
1013	en	['']	[]
1014	beëindigd	['']	[]
1015	blijven	['']	[]
1016	.	['']	[]
1017	Wanneer	['']	[]
1018	bedrijven	['']	[]
1019	keer	['']	[]
1020	op	['']	[]
1021	keer	['']	[]
1022	de	['']	[]
1023	regels	['']	[]
1024	overtreden	['']	[]
1025	en	['']	[]
1026	daarmee	['']	[]
1027	weg	['']	[]
1028	lijken	['']	[]
1029	te	['']	[]
1030	komen	['']	[]
1031	,	['']	[]
1032	is	['']	[]
1033	het	['']	[]
1034	belangrijk	['']	[]
1035	dat	['']	[]
1036	de	['']	[]
1037	NVWA	['']	[]
1038	dat	['']	[]
1039	eerder	['']	[]
1040	in	['']	[]
1041	beeld	['']	[]
1042	heeft	['']	[]
1043	dan	['']	[]
1044	nu	['']	[]
1045	het	['']	[]
1046	geval	['']	[]
1047	is	['']	[]
1048	,	['']	[]
1049	en	['']	[]
1050	eerder	['']	[]
1051	ingrijpt	['']	[]
1052	,	['']	[]
1053	ook	['']	[]
1054	met	['']	[]
1055	andere	['']	[]
1056	passende	['']	[]
1057	sancties	['']	[]
1058	.	['']	[]
1059	Daarom	['']	[]
1060	is	['']	[]
1061	het	['']	[]
1062	Verscherpt	['']	[]
1063	Toezicht	['']	[]
1064	voor	['']	[]
1065	slachthuizen	['']	[]
1066	in	['']	[]
1067	werking	['']	[]
1068	getreden	['']	[]
1069	.	['']	[]
1070	De	['']	[]
1071	vernieuwde	['']	[]
1072	werkinstructie	['']	[]
1073	is	['']	[]
1074	in	['']	[]
1075	januari	['']	[]
1076	2023	['']	[]
1077	in	['']	[]
1078	werking	['']	[]
1079	getreden	['']	[]
1080	en	['']	[]
1081	er	['']	[]
1082	wordt	['']	[]
1083	momenteel	['']	[]
1084	ervaring	['']	[]
1085	opgedaan	['']	[]
1086	zodat	['']	[]
1087	het	['']	[]
1088	verscherpt	['']	[]
1089	toezicht	['']	[]
1090	maximaal	['']	[]
1091	effect	['']	[]
1092	sorteert	['']	[]
1093	.	['']	[]
1094	Merk	['']	[]
1095	overtredingen	['']	[]
1096	m.b.t.	['']	[]
1097	het	['']	[]
1098	niet	['']	[]
1099	effectief	['']	[]
1100	bedwelmen	['']	[]
1101	en/of	['']	[]
1102	verbloeden	['']	[]
1103	van	['']	[]
1104	varkens	['']	[]
1105	aan	['']	[]
1106	als	['']	[]
1107	een	['']	[]
1108	overtreding	['']	[]
1109	van	['']	[]
1110	artikel	['']	[]
1111	2.1	['']	[]
1112	van	['']	[]
1113	Wet	['']	[]
1114	dieren	['']	[]
1115	Alle	['']	[]
1116	gevallen	['']	[]
1117	waarin	['']	[]
1118	het	['']	[]
1119	dierenwelzijn	['']	[]
1120	in	['']	[]
1121	het	['']	[]
1122	geding	['']	[]
1123	is	['']	[]
1124	,	['']	[]
1125	zijn	['']	[]
1126	voor	['']	[]
1127	mij	['']	[]
1128	onacceptabel	['']	[]
1129	.	['']	[]
1130	Artikel	['']	[]
1131	4	['']	[]
1132	van	['']	[]
1133	de	['']	[]
1134	verordening	['']	[]
1135	inzake	['']	[]
1136	de	['']	[]
1137	bescherming	['']	[]
1138	van	['']	[]
1139	dieren	['']	[]
1140	bij	['']	[]
1141	het	['']	[]
1142	doden	['']	[]
1143	is	['']	[]
1144	helder	['']	[]
1145	:	['']	[]
1146	dieren	['']	[]
1147	worden	['']	[]
1148	uitsluitend	['']	[]
1149	gedood	['']	[]
1150	nadat	['']	[]
1151	zij	['']	[]
1152	zijn	['']	[]
1153	bedwelmd	['']	[]
1154	volgens	['']	[]
1155	de	['']	[]
1156	in	['']	[]
1157	de	['']	[]
