	token	gold	model
170	rondom	['']	[]
171	de	['']	[]
172	ontwikkeling	['']	[]
173	en	['']	[]
174	bouw	['']	[]
175	van	['']	[]
176	nieuwe	['']	[]
177	woningen	['']	[]
178	en	['']	[]
179	het	['']	[]
180	verbeteren	['']	[]
181	van	['']	[]
182	de	['']	[]
183	positie	['']	[]
184	van	['']	[]
185	woningzoekenden	['']	[]
186	.	['']	[]
187	Om	['']	[]
188	te	['']	[]
189	beginnen	['']	[]
190	ben	['']	[]
191	ik	['B_PER_2']	[]
192	samen	['']	[]
193	met	['']	[]
194	u	['B_PER_1']	[]
195	zeer	['']	[]
196	doordrongen	['']	[]
197	van	['']	[]
198	de	['']	[]
199	urgentie	['']	[]
200	om	['']	[]
201	het	['']	[]
202	woningtekort	['']	[]
203	aan	['']	[]
204	te	['']	[]
205	pakken	['']	[]
206	.	['']	[]
207	Ik	['B_PER_2']	[]
208	zet	['']	[]
209	in	['']	[]
210	op	['']	[]
211	de	['']	[]
212	realisatie	['']	[]
213	van	['']	[]
214	900.000	['']	[]
215	woningen	['']	[]
216	tot	['']	[]
217	en	['']	[]
218	met	['']	[]
219	2030	['']	[]
220	.	['']	[]
221	Om	['']	[]
222	deze	['']	[]
223	opgave	['']	[]
224	te	['']	[]
225	realiseren	['']	[]
226	is	['']	[]
227	het	['']	[]
228	cruciaal	['']	[]
229	dat	['']	[]
230	ook	['']	[]
231	wordt	['']	[]
232	gewerkt	['']	[]
233	aan	['']	[]
234	het	['']	[]
235	sneller	['']	[]
236	,	['']	[]
237	slimmer	['']	[]
238	en	['']	[]
239	efficiënter	['']	[]
240	inrichten	['']	[]
241	van	['']	[]
242	de	['']	[]
243	processen	['']	[]
244	en	['']	[]
245	procedures	['']	[]
246	bij	['']	[]
247	woningbouwontwikkeling	['']	[]
248	.	['']	[]
249	Het	['']	[]
250	versnellen	['']	[]
251	van	['']	[]
252	processen	['']	[]
253	en	['']	[]
254	procedures	['']	[]
255	kan	['']	[]
256	het	['']	[]
257	Rijk	['']	[]
258	niet	['']	[]
259	alleen	['']	[]
260	.	['']	[]
261	Overheden	['']	[]
262	,	['']	[]
263	woningcorporaties	['']	[]
264	en	['']	[]
265	marktpartijen	['']	[]
266	hebben	['']	[]
267	gezamenlijk	['']	[]
268	de	['']	[]
269	sleutel	['']	[]
270	in	['']	[]
271	handen	['']	[]
272	om	['']	[]
273	de	['']	[]
274	woningbouw	['']	[]
275	ook	['']	[]
276	echt	['']	[]
277	te	['']	[]
278	versnellen	['']	[]
279	.	['']	[]
280	Samen	['']	[]
281	met	['']	[]
282	alle	['']	[]
283	partners	['']	[]
284	in	['']	[]
285	de	['']	[]
286	woningbouw	['']	[]
287	doen	['']	[]
288	we	['']	[]
289	alles	['']	[]
290	wat	['']	[]
291	in	['']	[]
292	ons	['']	[]
293	vermogen	['']	[]
294	ligt	['']	[]
295	om	['']	[]
296	de	['']	[]
297	woningbouw	['']	[]
298	te	['']	[]
299	versnellen	['']	[]
300	.	['']	[]
301	Op	['']	[]
302	dit	['']	[]
303	moment	['']	[]
304	duurt	['']	[]
305	de	['']	[]
306	ontwikkeling	['']	[]
307	van	['']	[]
308	een	['']	[]
309	woningbouwproject	['']	[]
310	gemiddeld	['']	[]
311	tien	['']	[]
312	jaar	['']	[]
313	.	['']	[]
314	Dat	['']	[]
315	is	['']	[]
316	erg	['']	[]
317	lang	['']	[]
318	en	['']	[]
319	hierin	['']	[]
320	lijkt	['']	[]
321	(	['']	[]
322	onbewust	['']	[]
323	)	['']	[]
324	onvoldoende	['']	[]
325	prioriteit	['']	[]
326	te	['']	[]
327	worden	['']	[]
328	gegeven	['']	[]
329	aan	['']	[]
330	snelheid	['']	[]
331	om	['']	[]
332	de	['']	[]
333	grote	['']	[]
334	maatschappelijke	['']	[]
335	opgave	['']	[]
336	te	['']	[]
337	realiseren	['']	[]
338	.	['']	[]
339	In	['']	[]
340	het	['']	[]
341	krachtenspel	['']	[]
342	rondom	['']	[]
343	toekomstige	['']	[]
344	woningbouwlocaties	['']	[]
345	is	['']	[]
346	veel	['']	[]
347	oog	['']	[]
348	voor	['']	[]
349	gevestigde	['']	[]
350	belangen	['']	[]
351	en	['']	[]
352	hebben	['']	[]
353	toekomstige	['']	[]
354	bewoners	['']	[]
355	weinig	['']	[]
356	invloed	['']	[]
357	.	['']	[]
358	Daarom	['']	[]
359	heb	['']	[]
360	ik	['B_PER_2']	[]
361	het	['']	[]
362	‘	['']	[]
363	Plan	['']	[]
364	van	['']	[]
365	aanpak	['']	[]
366	versnellen	['']	[]
367	processen	['']	[]
368	en	['']	[]
369	procedures	['']	[]
370	woningbouw	['']	[]
371	'	['']	[]
372	opgesteld	['']	[]
373	om	['']	[]
374	te	['']	[]
375	zorgen	['']	[]
376	voor	['']	[]
377	meer	['']	[]
378	snelheid	['']	[]
379	in	['']	[]
380	projecten	['']	[]
381	en	['']	[]
382	het	['']	[]
383	beter	['']	[]
384	borgen	['']	[]
385	van	['']	[]
386	het	['']	[]
387	belang	['']	[]
388	van	['']	[]
389	woningzoekenden	['']	[]
390	.	['']	[]
391	Pagina	['']	[]
392	2	['']	[]
393	van	['']	[]
394	3	['']	[]
395	Volkshuisvesting	['']	[]
396	en	['']	[]
397	Bouwen	['']	[]
398	Woningbouw	['']	[]
399	Kenmerk	['']	[]
400	2022-0000717050	['']	[]
401	Ter	['']	[]
402	voorbereiding	['']	[]
403	op	['']	[]
404	het	['']	[]
405	plan	['']	[]
406	van	['']	[]
407	aanpak	['']	[]
408	zijn	['']	[]
409	diverse	['']	[]
410	onderzoeken	['']	[]
411	uitgevoerd	['']	[]
412	naar	['']	[]
413	vertragingsfactoren	['']	[]
414	en	['']	[]
415	versnellingsmogelijkheden	['']	[]
416	bij	['']	[]
417	woningbouwontwikkeling	['']	[]
418	.	['']	[]
419	De	['']	[]
420	Rijksuniversiteit	['']	[]
421	Groningen	['']	[]
422	(	['']	[]
423	RUG	['']	[]
424	)	['']	[]
425	is	['']	[]
426	door	['']	[]
427	het	['']	[]
428	ministerie	['']	[]
429	van	['']	[]
430	BZK	['']	[]
431	samen	['']	[]
432	met	['']	[]
433	het	['']	[]
434	ministerie	['']	[]
435	van	['']	[]
436	EZK	['']	[]
437	gevraagd	['']	[]
438	onderzoek	['']	[]
439	te	['']	[]
440	doen	['']	[]
441	naar	['']	[]
442	versnellingsmogelijkheden	['']	[]
443	in	['']	[]
444	de	['']	[]
445	fase	['']	[]
446	van	['']	[]
447	bezwaar	['']	[]
448	en	['']	[]
449	beroep	['']	[]
450	.	['']	[]
451	De	['']	[]
452	voorstellen	['']	[]
453	uit	['']	[]
454	uw	['B_PER_1']	[]
455	rapport	['']	[]
456	hebben	['']	[]
457	wij	['']	[]
458	ook	['']	[]
459	voorgelegd	['']	[]
460	aan	['']	[]
461	de	['']	[]
462	RUG	['']	[]
463	en	['']	[]
464	zijn	['']	[]
465	meegenomen	['']	[]
466	in	['']	[]
467	hun	['']	[]
468	onderzoek	['']	[]
469	.	['']	[]
470	De	['']	[]
471	rapporten	['']	[]
472	van	['']	[]
473	de	['']	[]
474	RUG	['']	[]
475	zijn	['']	[]
476	bijgevoegd	['']	[]
477	.	['']	[]
478	In	['']	[]
479	het	['']	[]
480	plan	['']	[]
481	van	['']	[]
482	aanpak	['']	[]
483	versnellen	['']	[]
484	processen	['']	[]
485	en	['']	[]
486	procedures	['']	[]
487	woningbouw	['']	[]
488	zijn	['']	[]
489	acties	['']	[]
490	uitgewerkt	['']	[]
491	om	['']	[]
492	versnelling	['']	[]
493	mogelijk	['']	[]
494	te	['']	[]
495	maken	['']	[]
496	.	['']	[]
497	Hierbij	['']	[]
498	richt	['']	[]
499	ik	['B_PER_2']	[]
500	me	['B_PER_2']	[]
501	op	['']	[]
502	vier	['']	[]
503	thema’s	['']	[]
504	,	['']	[]
505	die	['']	[]
506	ik	['B_PER_2']	[]
507	samen	['']	[]
508	met	['']	[]
509	stakeholders	['']	[]
510	,	['']	[]
511	waaronder	['']	[]
512	u	['B_PER_1']	[]
513	,	['']	[]
514	wil	['']	[]
515	gaan	['']	[]
516	oppakken	['']	[]
517	:	['']	[]
518	1.	['']	[]
519	efficiëntere	['']	[]
520	werkwijze	['']	[]
521	en	['']	[]
522	versterking	['']	[]
523	capaciteit	['']	[]
524	2	['']	[]
525	.	['']	[]
526	meer	['']	[]
527	regie	['']	[]
528	,	['']	[]
529	samenwerking	['']	[]
530	en	['']	[]
531	YIMBY	['']	[]
532	3.	['']	[]
533	stimuleren	['']	[]
534	innovatie	['']	[]
535	en	['']	[]
536	industrieel	['']	[]
537	bouwen	['']	[]
538	4.	['']	[]
539	aanpassing	['']	[]
540	wet-	['']	[]
541	en	['']	[]
542	regelgeving	['']	[]
543	.	['']	[]
544	Zoals	['']	[]
545	in	['']	[]
546	het	['']	[]
547	plan	['']	[]
548	van	['']	[]
549	aanpak	['']	[]
550	beschreven	['']	[]
551	,	['']	[]
552	zet	['']	[]
553	ik	['B_PER_2']	[]
554	ook	['']	[]
555	in	['']	[]
556	op	['']	[]
557	het	['']	[]
558	versnellen	['']	[]
559	van	['']	[]
560	processen	['']	[]
561	en	['']	[]
562	procedures	['']	[]
563	door	['']	[]
564	het	['']	[]
565	aanpassen	['']	[]
566	van	['']	[]
567	wet-	['']	[]
568	en	['']	[]
569	regelgeving	['']	[]
570	.	['']	[]
571	Een	['']	[]
572	aantal	['']	[]
573	van	['']	[]
574	de	['']	[]
575	door	['']	[]
576	u	['B_PER_1']	[]
577	genoemde	['']	[]
578	versnellingsvoorstellen	['']	[]
579	worden	['']	[]
580	meegenomen	['']	[]
581	in	['']	[]
582	het	['']	[]
583	•	['']	[]
584	wetsvoorstel	['']	[]
585	versterken	['']	[]
586	regie	['']	[]
587	volkshuisvesting	['']	[]
588	.	['']	[]
589	Het	['']	[]
590	betreft	['']	[]
591	:	['']	[]
592	Beroep	['']	[]
593	in	['']	[]
594	één	['']	[]
595	instantie	['']	[]
596	voor	['']	[]
597	aangewezen	['']	[]
598	categorieën	['']	[]
599	projecten	['']	[]
600	•	['']	[]
601	Beslistermijn	['']	[]
602	van	['']	[]
603	zes	['']	[]
604	maanden	['']	[]
605	voor	['']	[]
606	het	['']	[]
607	beslissen	['']	[]
608	op	['']	[]
609	beroep	['']	[]
610	voor	['']	[]
611	aangewezen	['']	[]
612	categorieën	['']	[]
613	projecten	['']	[]
614	•	['']	[]
615	Een	['']	[]
616	omschrijving	['']	[]
617	van	['']	[]
618	het	['']	[]
619	begrip	['']	[]
620	participatie	['']	[]
621	in	['']	[]
622	de	['']	[]
623	Omgevingswet	['']	[]
624	Op	['']	[]
625	middellange	['']	[]
626	termijn	['']	[]
627	zal	['']	[]
628	ik	['B_PER_2']	[]
629	complexere	['']	[]
630	aanpassingen	['']	[]
631	doorvoeren	['']	[]
632	in	['']	[]
633	wet-	['']	[]
634	en	['']	[]
635	regelgeving	['']	[]
636	via	['']	[]
637	een	['']	[]
638	nieuw	['']	[]
639	wetstraject	['']	[]
640	.	['']	[]
641	Dit	['']	[]
642	betreffen	['']	[]
643	aanpassingen	['']	[]
644	die	['']	[]
645	betrekking	['']	[]
646	hebben	['']	[]
647	op	['']	[]
648	meer	['']	[]
649	beleidsvelden	['']	[]
650	en	['']	[]
651	die	['']	[]
652	nog	['']	[]
653	nader	['']	[]
654	moeten	['']	[]
655	worden	['']	[]
656	onderzocht	['']	[]
657	en	['']	[]
658	uitgewerkt	['']	[]
659	.	['']	[]
660	De	['']	[]
661	overige	['']	[]
662	voorstellen	['']	[]
663	die	['']	[]
664	door	['']	[]
665	u	['B_PER_1']	[]
666	zijn	['']	[]
667	gedaan	['']	[]
668	in	['']	[]
669	uw	['']	[]
670	rapport	['']	[]
671	zal	['']	[]
672	ik	['B_PER_2']	[]
673	hierbij	['']	[]
674	betrekken	['']	[]
675	.	['']	[]
676	Graag	['']	[]
677	betrek	['']	[]
678	ik	['B_PER_2']	[]
679	u	['B_PER_1']	[]
680	in	['']	[]
681	het	['']	[]
682	nader	['']	[]
683	onderzoek	['']	[]
684	naar	['']	[]
685	de	['']	[]
686	haalbaarheid	['']	[]
687	en	['']	[]
688	wenselijkheid	['']	[]
689	van	['']	[]
690	de	['']	[]
691	voorstellen	['']	[]
692	die	['']	[]
693	we	['']	[]
694	in	['']	[]
695	dit	['']	[]
696	kader	['']	[]
697	zullen	['']	[]
698	bekijken	['']	[]
699	.	['']	[]
700	Tot	['']	[]
701	slot	['']	[]
702	Ik	['B_PER_2']	[]
703	wil	['']	[]
704	u	['B_PER_1']	[]
705	bedanken	['']	[]
706	voor	['']	[]
707	uw	['B_PER_1']	[]
708	analyses	['']	[]
709	en	['']	[]
710	de	['']	[]
711	voorstellen	['']	[]
712	die	['']	[]
713	u	['B_PER_1']	[]
714	ons	['']	[]
715	meegeeft	['']	[]
716	in	['']	[]
717	het	['']	[]
718	rapport	['']	[]
719	‘terugdringen	['']	[]
720	onnodige	['']	[]
721	vertraging	['']	[]
722	woningbouw	['']	[]
723	door	['']	[]
724	bezwaar-	['']	[]
725	en	['']	[]
726	beroepsprocedures	['']	[]
727	’	['']	[]
728	.	['']	[]
729	Graag	['']	[]
730	nodig	['']	[]
731	ik	['B_PER_2']	[]
732	u	['B_PER_1']	[]
733	ook	['']	[]
734	uit	['']	[]
735	om	['']	[]
736	in	['']	[]
737	de	['']	[]
738	uitvoering	['']	[]
739	van	['']	[]
740	het	['']	[]
741	plan	['']	[]
742	van	['']	[]
743	aanpak	['']	[]
744	met	['']	[]
745	ons	['']	[]
746	mee	['']	[]
747	te	['']	[]
748	blijven	['']	[]
749	denken	['']	[]
750	over	['']	[]
751	de	['']	[]
752	verdere	['']	[]
753	uitwerking	['']	[]
754	van	['']	[]
755	de	['']	[]
756	hierin	['']	[]
757	genoemde	['']	[]
758	versnellingsopties	['']	[]
759	.	['']	[]
760	De	['']	[]
761	inzet	['']	[]
762	van	['']	[]
763	alle	['']	[]
764	partijen	['']	[]
765	in	['']	[]
766	de	['']	[]
767	sector	['']	[]
768	is	['']	[]
769	hard	['']	[]
770	nodig	['']	[]
771	om	['']	[]
772	de	['']	[]
773	grote	['']	[]
774	woningbouwopgave	['']	[]
775	met	['']	[]
776	elkaar	['']	[]
777	te	['']	[]
778	realiseren	['']	[]
779	.	['']	[]
780	De	['B_PER_2']	[]
781	minister	['I_PER_2']	[]
782	voor	['I_PER_2']	[]
783	Volkshuisvesting	['I_PER_2']	[]
784	en	['I_PER_2']	[]
785	Ruimtelijke	['I_PER_2']	[]
786	Ordening	['I_PER_2']	[]
787	,	['']	[]
788	Hugo	['B_PER_2']	['B_PER_4']
789	de	['I_PER_2']	['I_PER_4']
790	Jonge	['I_PER_2']	['I_PER_4']
791	Pagina	['']	[]
792	3	['']	[]
793	van	['']	[]
794	3	['']	[]
795	Volkshuisvesting	['']	[]
796	en	['']	[]
797	Bouwen	['']	[]
798	Woningbouw	['']	[]
799	Kenmerk	['']	[]
800	2022-0000717050	['']	[]
801	Bijlagen	['']	[]
802	Volgnummer	['']	[]
803	Naam	['']	[]
804	Informatie	['']	[]
805	1	['']	[]
806	Plan	['']	[]
807	van	['']	[]
808	aanpak	['']	[]
809	versnellen	['']	[]
810	processen	['']	[]
811	en	['']	[]
812	procedures	['']	[]
813	woningbouw	['']	[]
814	2	['']	[]
815	Rapporten	['']	[]
816	RUG	['']	[]
817	-	['']	[]
818	Versnelling	['']	[]
819	van	['']	[]
820	rechtsbescherming	['']	[]
821	in	['']	[]
822	het	['']	[]
823	omgevingsrecht	['']	[]
824	:	['']	[]
825	de	['']	[]
826	procedures	['']	[]
827	in	['']	[]
828	bezwaar	['']	[]
829	en	['']	[]
830	beroep	['']	[]
